D	ix	dance	full_title	count	title	opus	no	path
735	2	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	3	735/D735ecossaise03.mscx
735	3	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	4	735/D735ecossaise04.mscx
735	4	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	5	735/D735ecossaise05.mscx
735	5	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	6	735/D735ecossaise06.mscx
735	6	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	7	735/D735ecossaise07.mscx
735	7	ecossaise	8 Ecossaisen op. 49 D 735	8	Ecossaisen	op. 49	8	735/D735ecossaise08.mscx
769	0	deutscher	2 Deutsche Tänze D 769	2	Deutsche Tänze		1	769/D769deutscher01.mscx
769	1	deutscher	2 Deutsche Tänze D 769	2	Deutsche Tänze		2	769/D769deutscher02.mscx
779	0	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	1	779/D779walzer01.mscx
779	1	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	2	779/D779walzer02.mscx
779	2	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	3	779/D779walzer03.mscx
779	3	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	4	779/D779walzer04.mscx
779	4	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	5	779/D779walzer05.mscx
779	5	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	6	779/D779walzer06.mscx
779	6	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	7	779/D779walzer07.mscx
779	7	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	8	779/D779walzer08.mscx
779	8	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	9	779/D779walzer09.mscx
779	9	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	10	779/D779walzer10.mscx
779	10	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	11	779/D779walzer11.mscx
779	11	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	12	779/D779walzer12.mscx
779	12	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	13	779/D779walzer13.mscx
779	13	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	14	779/D779walzer14.mscx
779	14	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	15	779/D779walzer15.mscx
779	15	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	16	779/D779walzer16.mscx
779	16	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	17	779/D779walzer17.mscx
779	17	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	18	779/D779walzer18.mscx
779	18	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	19	779/D779walzer19.mscx
779	19	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	20	779/D779walzer20.mscx
779	20	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	21	779/D779walzer21.mscx
779	21	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	22	779/D779walzer22.mscx
779	22	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	23	779/D779walzer23.mscx
779	23	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	24	779/D779walzer24.mscx
779	24	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	25	779/D779walzer25.mscx
779	25	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	26	779/D779walzer26.mscx
779	26	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	27	779/D779walzer27.mscx
779	27	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	28	779/D779walzer28.mscx
779	28	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	29	779/D779walzer29.mscx
779	29	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	30	779/D779walzer30.mscx
779	30	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	31	779/D779walzer31.mscx
779	31	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	32	779/D779walzer32.mscx
779	32	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	33	779/D779walzer33.mscx
779	33	walzer	34 Valses sentimentales op. 50 D 779	34	Valses sentimentales	op. 50	34	779/D779walzer34.mscx
781	0	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		1	781/D781ecossaise01.mscx
781	1	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		2	781/D781ecossaise02.mscx
781	2	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		3	781/D781ecossaise03.mscx
781	3	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		4	781/D781ecossaise04.mscx
781	4	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		5	781/D781ecossaise05.mscx
781	5	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		6	781/D781ecossaise06.mscx
781	6	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		7	781/D781ecossaise07.mscx
781	7	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		8	781/D781ecossaise08.mscx
781	8	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		9	781/D781ecossaise09.mscx
781	9	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		10	781/D781ecossaise10.mscx
781	10	ecossaise	11 Ecossaisen D 781	11	Ecossaisen		11	781/D781ecossaise11.mscx
782	0	ecossaise	Ecossaise D 782	1	Ecossaise		1	782/D782ecossaise01.mscx
783	0	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	1	783/D783deutscher01.mscx
783	0	ecossaise	2 Ecossaisen op. 33 D 783	2	Ecossaisen	op. 33	1	783/D783ecossaise01.mscx
783	1	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	2	783/D783deutscher02.mscx
783	1	ecossaise	2 Ecossaisen op. 33 D 783	2	Ecossaisen	op. 33	2	783/D783ecossaise02.mscx
783	2	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	3	783/D783deutscher03.mscx
783	3	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	4	783/D783deutscher04.mscx
783	4	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	5	783/D783deutscher05.mscx
783	5	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	6	783/D783deutscher06.mscx
783	6	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	7	783/D783deutscher07.mscx
783	7	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	8	783/D783deutscher08.mscx
783	8	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	9	783/D783deutscher09.mscx
783	9	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	10	783/D783deutscher10.mscx
783	10	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	11	783/D783deutscher11.mscx
783	11	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	12	783/D783deutscher12.mscx
783	12	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	13	783/D783deutscher13.mscx
783	13	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	14	783/D783deutscher14.mscx
783	14	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	15	783/D783deutscher15.mscx
783	15	deutscher	16 Deutsche Tänze op. 33 D 783	16	Deutsche Tänze	op. 33	16	783/D783deutscher16.mscx
790	0	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	1	790/D790ländler01.mscx
790	1	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	2	790/D790ländler02.mscx
790	2	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	3	790/D790ländler03.mscx
790	3	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	4	790/D790ländler04.mscx
790	4	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	5	790/D790ländler05.mscx
790	5	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	6	790/D790ländler06.mscx
790	6	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	7	790/D790ländler07.mscx
790	7	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	8	790/D790ländler08.mscx
790	8	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	9	790/D790ländler09.mscx
790	9	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	10	790/D790ländler10.mscx
790	10	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	11	790/D790ländler11.mscx
790	11	ländler	12 Ländler (Deutsche Tänze genannt) op. post. 171 D 790	12	Ländler (Deutsche Tänze genannt)	op. post. 171	12	790/D790ländler12.mscx
816	0	ecossaise	3 Ecossaisen D 816	3	Ecossaisen		1	816/D816ecossaise01.mscx
816	1	ecossaise	3 Ecossaisen D 816	3	Ecossaisen		2	816/D816ecossaise02.mscx
816	2	ecossaise	3 Ecossaisen D 816	3	Ecossaisen		3	816/D816ecossaise03.mscx
820	0	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		1	820/D820deutscher01.mscx
820	1	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		2	820/D820deutscher02.mscx
820	2	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		3	820/D820deutscher03.mscx
820	3	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		4	820/D820deutscher04.mscx
820	4	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		5	820/D820deutscher05.mscx
820	5	deutscher	6 Deutsche Tänze D 820	6	Deutsche Tänze		6	820/D820deutscher06.mscx
841	0	deutscher	2 Deutsche Tänze D 841	2	Deutsche Tänze		1	841/D841deutscher01.mscx
841	1	deutscher	2 Deutsche Tänze D 841	2	Deutsche Tänze		2	841/D841deutscher02.mscx
844	0	walzer	"Walzer genannt ""Albumblatt"" D 844"	1	"Walzer genannt ""Albumblatt"""		1	844/D844walzer01.mscx
91	0	menuett	2 Menuette D 91	2	Menuette		1	91/D091menuett01a.mscx
91	0	trioi	2*II Trios D 91	2*II	TrioI		1	91/D091trioI01b.mscx
91	1	menuett	2 Menuette D 91	2	Menuette		2	91/D091menuett02a.mscx
91	1	trioii	2*II Trios D 91	2*II	TrioII		1	91/D091trioII01c.mscx
91	2	trioi	2*II Trios D 91	2*II	TrioI		2	91/D091trioI02b.mscx
91	3	trioii	2*II Trios D 91	2*II	TrioII		2	91/D091trioII02c.mscx
924	0	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	1	924/D924walzer01.mscx
924	1	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	2	924/D924walzer02.mscx
924	2	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	3	924/D924walzer03.mscx
924	3	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	4	924/D924walzer04.mscx
924	4	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	5	924/D924walzer05.mscx
924	5	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	6	924/D924walzer06.mscx
924	6	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	7	924/D924walzer07.mscx
924	7	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	8	924/D924walzer08.mscx
924	8	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	9	924/D924walzer09.mscx
924	9	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	10	924/D924walzer10.mscx
924	10	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	11	924/D924walzer11.mscx
924	11	walzer	12 Grazer Walzer op. 91 D 924	12	Grazer Walzer	op. 91	12	924/D924walzer12.mscx
925	0	galopp	Grazer Galopp D 925	1	Grazer Galopp		1	925/D925galopp01a.mscx
925	0	trio	1 Trio D 925	1	Trio		1	925/D925trio01b.mscx
969	0	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	1	969/D969walzer01.mscx
969	1	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	2	969/D969walzer02.mscx
969	2	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	3	969/D969walzer03.mscx
969	3	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	4	969/D969walzer04.mscx
969	4	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	5	969/D969walzer05.mscx
969	5	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	6	969/D969walzer06.mscx
969	6	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	7	969/D969walzer07.mscx
969	7	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	8	969/D969walzer08.mscx
969	8	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	9	969/D969walzer09.mscx
969	9	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	10	969/D969walzer10.mscx
969	10	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	11	969/D969walzer11.mscx
969	11	walzer	12 Valses nobles op. 77 D 969	12	Valses nobles	op. 77	12	969/D969walzer12.mscx
970	0	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		1	970/D970deutscher01.mscx
970	1	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		2	970/D970deutscher02.mscx
970	2	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		3	970/D970deutscher03.mscx
970	3	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		4	970/D970deutscher04.mscx
970	4	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		5	970/D970deutscher05.mscx
970	5	deutscher	6 Deutsche Tänze D 970	6	Deutsche Tänze		6	970/D970deutscher06.mscx
971	0	deutscher	3 Deutsche Tänze D 971	3	Deutsche Tänze		1	971/D971deutscher01.mscx
971	1	deutscher	3 Deutsche Tänze D 971	3	Deutsche Tänze		2	971/D971deutscher02.mscx
971	2	deutscher	3 Deutsche Tänze D 971	3	Deutsche Tänze		3	971/D971deutscher03.mscx
972	0	deutscher	3 Deutsche Tänze D 972	3	Deutsche Tänze		1	972/D972deutscher01.mscx
972	1	deutscher	3 Deutsche Tänze D 972	3	Deutsche Tänze		2	972/D972deutscher02.mscx
972	2	deutscher	3 Deutsche Tänze D 972	3	Deutsche Tänze		3	972/D972deutscher03.mscx
973	0	deutscher	3 Deutsche Tänze D 973	3	Deutsche Tänze		1	973/D973deutscher01.mscx
973	1	deutscher	3 Deutsche Tänze D 973	3	Deutsche Tänze		2	973/D973deutscher02.mscx
973	2	deutscher	3 Deutsche Tänze D 973	3	Deutsche Tänze		3	973/D973deutscher03.mscx
974	0	deutscher	2 Deutsche Tänze D 974	2	Deutsche Tänze		1	974/D974deutscher01.mscx
974	1	deutscher	2 Deutsche Tänze D 974	2	Deutsche Tänze		2	974/D974deutscher02.mscx
975	0	deutscher	Deutscher Tanz D 975	1	Deutscher Tanz		1	975/D975deutscher01.mscx
976	0	cotillon	Cotillon D 976	1	Cotillon		1	976/D976cotillon01.mscx
977	0	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		1	977/D977ecossaise01.mscx
977	1	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		2	977/D977ecossaise02.mscx
977	2	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		3	977/D977ecossaise03.mscx
977	3	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		4	977/D977ecossaise04.mscx
977	4	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		5	977/D977ecossaise05.mscx
977	5	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		6	977/D977ecossaise06.mscx
977	6	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		7	977/D977ecossaise07.mscx
977	7	ecossaise	8 Ecossaisen D 977	8	Ecossaisen		8	977/D977ecossaise08.mscx
978	0	walzer	Walzer D 978	1	Walzer		1	978/D978walzer01.mscx
979	0	walzer	Walzer D 979	1	Walzer		1	979/D979walzer01.mscx
980	0	walzer	2 Walzer D 980	2	Walzer		1	980/D980walzer01.mscx
980	1	walzer	2 Walzer D 980	2	Walzer		2	980/D980walzer02.mscx
