mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/4		1/4	1		-4	56		5
1	1	0	0	2/4	2	1	1/4		1/4	1		0	60		5
1	1	0	0	2/4	2	1	1/4		1/4	1		-3	63		5
1	1	0	0	2/4	2	1	1/4		1/4	1		-4	68		5
1	1	0	0	2/4	1	1	3/16		1/8	3/2		-4	80		0
1	1	3/16	3/16	2/4	1	1	1/32		1/32	1		-2	82		1
1	1	7/32	7/32	2/4	1	1	1/32		1/32	1		-4	80		2
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		-4	56		6
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		0	60		6
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		-3	63		6
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		-4	68		6
1	1	1/4	1/4	2/4	1	1	1/8		1/8	1		1	79		3
1	1	3/8	3/8	2/4	1	1	1/8		1/8	1		-1	77		4
2	2	0	0	2/4	2	1	1/2		1/2	1		-2	58		10
2	2	0	0	2/4	2	1	1/2		1/2	1		-5	61		10
2	2	0	0	2/4	2	1	1/2		1/2	1		-3	63		10
2	2	0	0	2/4	2	1	1/2		1/2	1		1	67		10
2	2	0	0	2/4	1	1	1/8		1/8	1		-3	75		7
2	2	1/4	1/4	2/4	1	1	0	grace16	1/16	1		-3	75		8
2	2	1/4	1/4	2/4	1	1	1/4		1/4	1		-3	87		9
3	3	0	0	2/4	2	1	1/4		1/4	1		-4	56		16
3	3	0	0	2/4	2	1	1/4		1/4	1		0	60		16
3	3	0	0	2/4	2	1	1/4		1/4	1		-3	63		16
3	3	0	0	2/4	2	1	1/4		1/4	1		-4	68		16
3	3	0	0	2/4	1	1	3/16		1/8	3/2		-4	80		11
3	3	3/16	3/16	2/4	1	1	1/32		1/32	1		-2	82		12
3	3	7/32	7/32	2/4	1	1	1/32		1/32	1		-4	80		13
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		-4	56		17
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		0	60		17
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		-3	63		17
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		-4	68		17
3	3	1/4	1/4	2/4	1	1	1/8		1/8	1		1	79		14
3	3	3/8	3/8	2/4	1	1	1/8		1/8	1		-1	77		15
4	4	0	0	2/4	2	1	1/2		1/2	1		-2	58		21
4	4	0	0	2/4	2	1	1/2		1/2	1		-5	61		21
4	4	0	0	2/4	2	1	1/2		1/2	1		-3	63		21
4	4	0	0	2/4	2	1	1/2		1/2	1		1	67		21
4	4	0	0	2/4	1	1	1/8		1/8	1		-3	75		18
