mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	1	1	0	appoggiatura	1/16	1		2	74		0
1	1	0	0	3/4	1	1	0	appoggiatura	1/16	1		4	76		1
1	1	0	0	3/4	2	1	3/4		1/2	3/2	1	2	50		4
1	1	0	0	3/4	1	1	1/2		1/2	1		6	78		2
1	1	1/4	1/4	3/4	2	2	1/4		1/4	1		6	54		5
1	1	1/4	1/4	3/4	2	2	1/4		1/4	1		3	57		5
1	1	1/2	1/2	3/4	2	2	1/4		1/4	1		6	54		6
1	1	1/2	1/2	3/4	2	2	1/4		1/4	1		3	57		6
1	1	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		3
2	2	0	0	3/4	1	1	0	appoggiatura	1/8	1		5	71		7
2	2	0	0	3/4	2	2	3/4		1/2	3/2	-1	2	50		14
2	2	0	0	3/4	2	1	1/4		1/4	1		6	54		11
2	2	0	0	3/4	2	1	1/4		1/4	1		3	57		11
2	2	0	0	3/4	1	1	3/8		1/4	3/2		3	69		8
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54		12
2	2	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		12
2	2	3/8	3/8	3/4	1	1	1/8		1/8	1		8	68		9
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1		6	54		13
2	2	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		13
2	2	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		10
3	3	0	0	3/4	1	1	0	appoggiatura	1/16	1		4	76		15
3	3	0	0	3/4	1	1	0	appoggiatura	1/16	1		6	78		16
3	3	0	0	3/4	2	2	3/4		1/2	3/2	1	7	49		21
3	3	0	0	3/4	1	1	1/2		1/2	1		1	79		17
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52		19
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		19
3	3	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		19
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52		20
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		20
3	3	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		20
3	3	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		18
4	4	0	0	3/4	1	1	0	appoggiatura	1/8	1		5	71		22
4	4	0	0	3/4	2	2	3/4		1/2	3/2	-1	7	49		29
4	4	0	0	3/4	2	1	1/4		1/4	1		4	52		26
4	4	0	0	3/4	2	1	1/4		1/4	1		1	55		26
4	4	0	0	3/4	2	1	1/4		1/4	1		3	57		26
4	4	0	0	3/4	1	1	3/8		1/4	3/2		3	69		23
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52		27
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		27
4	4	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57		27
4	4	3/8	3/8	3/4	1	1	1/8		1/8	1		8	68		24
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52		28
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55		28
4	4	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		28
