mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/8	1/8	1		5	83		0
1	0	1/8	5/8	3/4	1	1	1/8	1/8	1		3	81		1
2	1	0	0	3/4	2	2	3/4	1/2	3/2		2	50		12
2	1	0	0	3/4	2	1	1/8	1/8	1		2	62		6
2	1	0	0	3/4	1	1	3/8	1/4	3/2		6	78		2
2	1	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		7
2	1	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62		8
2	1	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57		9
2	1	3/8	3/8	3/4	1	1	1/8	1/8	1		1	79		3
2	1	1/2	1/2	3/4	2	1	1/8	1/8	1		1	55		10
2	1	1/2	1/2	3/4	2	1	1/8	1/8	1		7	61		10
2	1	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		4
2	1	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57		11
2	1	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78		5
3	2	0	0	3/4	2	2	3/4	1/2	3/2		2	50		23
3	2	0	0	3/4	2	2	3/4	1/2	3/2		6	54		23
3	2	0	0	3/4	2	1	1/8	1/8	1		2	62		17
3	2	0	0	3/4	1	1	3/16	1/8	3/2		2	74		13
3	2	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		18
3	2	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78		14
3	2	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62		19
3	2	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71		15
3	2	1/4	1/4	3/4	1	1	1/4	1/4	1		5	83		15
3	2	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57		20
3	2	1/2	1/2	3/4	2	1	1/8	1/8	1		2	62		21
3	2	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69		16
3	2	1/2	1/2	3/4	1	1	1/4	1/4	1		3	81		16
3	2	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57		22
4	3	0	0	3/4	2	2	3/4	1/2	3/2		2	50		34
4	3	0	0	3/4	2	1	1/8	1/8	1		2	62		28
4	3	0	0	3/4	1	1	3/8	1/4	3/2		6	66		24
4	3	0	0	3/4	1	1	3/8	1/4	3/2		6	78		24
4	3	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		29
4	3	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62		30
4	3	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57		31
4	3	3/8	3/8	3/4	1	1	1/8	1/8	1		1	67		25
4	3	3/8	3/8	3/4	1	1	1/8	1/8	1		1	79		25
4	3	1/2	1/2	3/4	2	1	1/8	1/8	1		1	55		32
4	3	1/2	1/2	3/4	2	1	1/8	1/8	1		7	61		32
4	3	1/2	1/2	3/4	1	1	1/8	1/8	1		4	64		26
4	3	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		26
4	3	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57		33
4	3	5/8	5/8	3/4	1	1	1/8	1/8	1		6	66		27
4	3	5/8	5/8	3/4	1	1	1/8	1/8	1		6	78		27
5	4	0	0	3/4	2	2	3/4	1/2	3/2		2	50		45
5	4	0	0	3/4	2	2	3/4	1/2	3/2		6	54		45
5	4	0	0	3/4	2	1	1/8	1/8	1		2	62		39
5	4	0	0	3/4	1	1	3/16	1/8	3/2		2	62		35
5	4	0	0	3/4	1	1	3/16	1/8	3/2		2	74		35
5	4	1/8	1/8	3/4	2	1	1/8	1/8	1		3	57		40
5	4	3/16	3/16	3/4	1	1	1/16	1/16	1		6	66		36
5	4	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78		36
5	4	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62		41
5	4	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71		37
5	4	1/4	1/4	3/4	1	1	1/4	1/4	1		5	83		37
5	4	3/8	3/8	3/4	2	1	1/8	1/8	1		3	57		42
5	4	1/2	1/2	3/4	2	1	1/8	1/8	1		2	62		43
5	4	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69		38
5	4	1/2	1/2	3/4	1	1	1/4	1/4	1		3	81		38
5	4	5/8	5/8	3/4	2	1	1/8	1/8	1		3	57		44
6	5	0	0	3/4	2	2	3/4	1/2	3/2		4	52		55
6	5	0	0	3/4	1	1	3/8	1/4	3/2		8	80		46
6	5	1/8	1/8	3/4	2	1	1/8	1/8	1		4	64		50
6	5	1/4	1/4	3/4	2	1	1/8	1/8	1		2	62		51
6	5	3/8	3/8	3/4	2	1	1/8	1/8	1		4	64		52
6	5	3/8	3/8	3/4	1	1	1/8	1/8	1		5	83		47
6	5	1/2	1/2	3/4	2	1	1/8	1/8	1		2	62		53
6	5	1/2	1/2	3/4	1	1	1/8	1/8	1		4	76		48
6	5	5/8	5/8	3/4	2	1	1/8	1/8	1		4	64		54
6	5	5/8	5/8	3/4	1	1	1/8	1/8	1		8	80		49
7	6	0	0	3/4	2	2	3/4	1/2	3/2		3	57		66
7	6	0	0	3/4	2	1	1/8	1/8	1		7	61		60
7	6	0	0	3/4	1	1	3/16	1/8	3/2		3	81		56
7	6	1/8	1/8	3/4	2	1	1/8	1/8	1		4	64		61
7	6	3/16	3/16	3/4	1	1	1/16	1/16	1		7	85		57
7	6	1/4	1/4	3/4	2	1	1/8	1/8	1		7	61		62
7	6	1/4	1/4	3/4	1	1	3/8	1/4	3/2		4	88		58
7	6	3/8	3/8	3/4	2	1	1/8	1/8	1		4	64		63
7	6	1/2	1/2	3/4	2	1	1/8	1/8	1		7	61		64
7	6	5/8	5/8	3/4	2	1	1/8	1/8	1		4	64		65
