mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	3	1/4		1/4	1		4	64		0
2	1	0	0	3/4	2	1	3/4		1/2	3/2		3	57		4
2	1	0	0	3/4	2	1	3/4		1/2	3/2		7	61		4
2	1	0	0	3/4	1	3	3/4		1/2	3/2	1	4	64		3
2	1	0	0	3/4	1	2	3/4		1/2	3/2		7	73		2
2	1	0	0	3/4	1	1	3/4		1/2	3/2	1	4	76		1
3	2	0	0	3/4	2	1	3/4		1/2	3/2		5	59		10
3	2	0	0	3/4	2	1	3/4		1/2	3/2		2	62		10
3	2	0	0	3/4	1	3	3/4		1/2	3/2	-1	4	64		9
3	2	0	0	3/4	1	2	3/4		1/2	3/2		8	68		8
3	2	0	0	3/4	1	1	1/4		1/4	1	-1	4	76		5
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74		6
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71		7
4	3	0	0	3/4	2	1	3/4		1/2	3/2		7	61		15
4	3	0	0	3/4	2	1	3/4		1/2	3/2		4	64		15
4	3	0	0	3/4	1	1	1/4		1/4	1		3	69		11
4	3	0	0	3/4	1	2	3/4		1/2	3/2	1	3	69		14
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		7	73		12
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		6	78		13
5	4	0	0	3/4	2	1	1/2		1/2	1		3	57		20
5	4	0	0	3/4	2	1	1/2		1/2	1		7	61		20
5	4	0	0	3/4	1	2	1/2		1/2	1	-1	3	69		18
5	4	0	0	3/4	1	1	1/2		1/2	1		4	76		16
5	4	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		21
5	4	1/2	1/2	3/4	1	2	1/4		1/4	1		7	73		19
5	4	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		17
6	5	0	0	3/4	2	2	3/4		1/2	3/2	1	4	52		29
6	5	0	0	3/4	2	1	1/2		1/2	1		5	59		27
6	5	0	0	3/4	1	3	3/4		1/2	3/2	1	4	64		26
6	5	0	0	3/4	1	2	3/4		1/2	3/2		8	68		25
6	5	0	0	3/4	1	1	1/4		1/4	1		4	76		22
6	5	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74		23
6	5	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62		28
6	5	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71		24
7	6	0	0	3/4	2	2	3/4		1/2	3/2	-1	4	52		37
7	6	0	0	3/4	2	1	1/2		1/2	1		3	57		35
7	6	0	0	3/4	1	3	3/4		1/2	3/2	-1	4	64		34
7	6	0	0	3/4	1	2	3/4		1/2	3/2		3	69		33
7	6	0	0	3/4	1	1	1/4		1/4	1		2	74		30
7	6	1/4	1/4	3/4	1	1	1/4		1/4	1		7	73		31
7	6	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		36
7	6	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		32
8	7	0	0	3/4	2	2	3/4		1/2	3/2	1	4	52		41
8	7	0	0	3/4	2	1	3/4		1/2	3/2		3	57		40
8	7	0	0	3/4	1	2	3/4		1/2	3/2		9	63		39
8	7	0	0	3/4	1	1	3/4		1/2	3/2		7	73		38
9	8	0	0	3/4	2	2	1/4		1/4	1	-1	4	52		47
9	8	0	0	3/4	2	1	1/4		1/4	1		8	56		46
9	8	0	0	3/4	1	2	1/4		1/4	1		4	64		44
9	8	0	0	3/4	1	1	1/4		1/4	1		5	71		42
9	8	1/2	1/2	3/4	2	2	1/4		1/4	1		3	57		48
9	8	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69		43
9	8	1/2	1/2	3/4	1	2	1/4		1/4	1		3	69		45
10	9	0	0	3/4	2	2	3/4		1/2	3/2		2	50		53
10	9	0	0	3/4	2	1	3/4		1/2	3/2	1	6	54		52
10	9	0	0	3/4	2	2	3/4		1/2	3/2		3	57		53
10	9	0	0	3/4	1	3	3/4		1/2	3/2	1	6	66		51
10	9	0	0	3/4	1	2	3/4		1/2	3/2		3	69		50
10	9	0	0	3/4	1	1	3/4		1/2	3/2	1	6	78		49
11	10	0	0	3/4	2	2	3/4		1/2	3/2		7	49		60
11	10	0	0	3/4	2	1	3/4		1/2	3/2	-1	6	54		59
11	10	0	0	3/4	2	2	3/4		1/2	3/2		10	58		60
11	10	0	0	3/4	1	3	3/4		1/2	3/2	-1	6	66		58
11	10	0	0	3/4	1	2	3/4		1/2	3/2		10	70		57
11	10	0	0	3/4	1	1	1/4		1/4	1	-1	6	78		54
11	10	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76		55
11	10	1/2	1/2	3/4	1	1	1/4		1/4	1		7	73		56
12	11	0	0	3/4	2	2	1/2		1/2	1		5	47		66
12	11	0	0	3/4	2	1	3/4		1/2	3/2		6	54		65
12	11	0	0	3/4	2	1	3/4		1/2	3/2		5	59		65
12	11	0	0	3/4	1	2	3/4		1/2	3/2		6	66		64
12	11	0	0	3/4	1	2	3/4		1/2	3/2		5	71		64
