mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/4	2	1	1/4	1/4	1		-4	44		5
1	1	0	0	3/4	1	1	1/12	1/8	2/3		0	72		0
1	1	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	75		1
1	1	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	77		2
1	1	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		6
1	1	1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56		6
1	1	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		6
1	1	1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75		3
1	1	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		7
1	1	1/2	1/2	3/4	2	1	1/4	1/4	1		-4	56		7
1	1	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		7
1	1	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75		4
2	2	0	0	3/4	2	1	1/4	1/4	1		-4	44		13
2	2	0	0	3/4	1	1	1/12	1/8	2/3		0	72		8
2	2	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	75		9
2	2	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	77		10
2	2	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		14
2	2	1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56		14
2	2	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		14
2	2	1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75		11
2	2	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		15
2	2	1/2	1/2	3/4	2	1	1/4	1/4	1		-4	56		15
2	2	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		15
2	2	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75		12
3	3	0	0	3/4	2	1	1/4	1/4	1		-3	39		21
3	3	0	0	3/4	1	1	1/12	1/8	2/3		-5	73		16
3	3	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	75		17
3	3	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	77		18
3	3	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		22
3	3	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55		22
3	3	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	61		22
3	3	1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75		19
3	3	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		23
3	3	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		23
3	3	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	61		23
3	3	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75		20
4	4	0	0	3/4	2	1	1/4	1/4	1		-3	39		29
4	4	0	0	3/4	1	1	1/12	1/8	2/3		-5	73		24
4	4	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	75		25
4	4	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	77		26
4	4	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		30
4	4	1/4	1/4	3/4	2	1	1/4	1/4	1		1	55		30
4	4	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	61		30
4	4	1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75		27
4	4	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		31
4	4	1/2	1/2	3/4	2	1	1/4	1/4	1		1	55		31
4	4	1/2	1/2	3/4	2	1	1/4	1/4	1		-5	61		31
4	4	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75		28
5	5	0	0	3/4	2	1	1/4	1/4	1		-4	44		37
5	5	0	0	3/4	1	1	1/12	1/8	2/3		0	72		32
5	5	1/12	1/12	3/4	1	1	1/12	1/8	2/3		-3	75		33
5	5	1/6	1/6	3/4	1	1	1/12	1/8	2/3		-1	77		34
5	5	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		38
5	5	1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56		38
5	5	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		38
5	5	1/4	1/4	3/4	1	1	1/4	1/4	1		-3	75		35
5	5	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		39
5	5	1/2	1/2	3/4	2	1	1/4	1/4	1		-4	56		39
5	5	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		39
5	5	1/2	1/2	3/4	1	1	1/4	1/4	1		-3	75		36
6	6	0	0	3/4	2	1	1/4	1/4	1		-4	44		45
6	6	0	0	3/4	1	1	1/4	1/4	1		-4	80		40
6	6	0	0	3/4	1	1	1/4	1/4	1		0	84		40
6	6	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		46
6	6	1/4	1/4	3/4	2	1	1/4	1/4	1		-4	56		46
6	6	1/4	1/4	3/4	2	1	1/4	1/4	1		0	60		46
6	6	1/4	1/4	3/4	1	1	1/8	1/8	1		-2	82		41
6	6	3/8	3/8	3/4	1	1	1/8	1/8	1		-4	80		42
6	6	1/2	1/2	3/4	2	1	1/4	1/4	1		-3	51		47
6	6	1/2	1/2	3/4	2	1	1/4	1/4	1		-4	56		47
6	6	1/2	1/2	3/4	2	1	1/4	1/4	1		0	60		47
6	6	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79		43
6	6	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77		44
7	7	0	0	3/4	2	1	1/4	1/4	1		-3	39		54
7	7	0	0	3/4	1	1	1/8	1/8	1		-5	73		48
7	7	0	0	3/4	1	1	1/8	1/8	1		-3	75		48
7	7	1/8	1/8	3/4	1	1	1/8	1/8	1		1	67		49
7	7	1/4	1/4	3/4	2	1	1/4	1/4	1		-3	51		55
7	7	1/4	1/4	3/4	2	1	1/4	1/4	1		-2	58		55
7	7	1/4	1/4	3/4	2	1	1/4	1/4	1		-5	61		55
7	7	1/4	1/4	3/4	1	1	1/8	1/8	1		-5	73		50
