mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/4	2	1	1/4		1/4	1		5	47		5
1	1	0	0	2/4	1	2	1/2		1/2	1		6	66		1
1	1	0	0	2/4	1	3	1/4		1/4	1		9	75		2
1	1	0	0	2/4	1	1	1/2		1/2	1		6	78		0
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		6	54		6
1	1	1/4	1/4	2/4	2	1	1/4		1/4	1		5	59		6
1	1	1/4	1/4	2/4	1	3	1/8		1/8	1		4	76		3
1	1	3/8	3/8	2/4	1	3	1/8		1/8	1		9	75		4
2	2	0	0	2/4	2	1	1/4		1/4	1		6	42		11
2	2	0	0	2/4	1	2	3/8		1/4	3/2		6	66		9
2	2	0	0	2/4	1	2	3/8		1/4	3/2		7	73		9
2	2	0	0	2/4	1	1	3/8		1/4	3/2		6	78		7
2	2	1/4	1/4	2/4	2	1	1/4		1/4	1		6	54		12
2	2	1/4	1/4	2/4	2	1	1/4		1/4	1		10	58		12
2	2	3/8	3/8	2/4	1	2	1/8		1/8	1		6	66		10
2	2	3/8	3/8	2/4	1	2	1/8		1/8	1		7	73		10
2	2	3/8	3/8	2/4	1	1	1/8		1/8	1		6	78		8
3	3	0	0	2/4	1	3	0	appoggiatura	1/8	1		7	73		15
3	3	0	0	2/4	2	1	1/4		1/4	1		5	47		18
3	3	0	0	2/4	1	2	1/2		1/2	1		6	66		14
3	3	0	0	2/4	1	3	1/4		1/4	1		4	76		16
3	3	0	0	2/4	1	1	1/2		1/2	1		6	78		13
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		6	54		19
3	3	1/4	1/4	2/4	2	1	1/4		1/4	1		5	59		19
3	3	1/4	1/4	2/4	1	3	1/4		1/4	1		9	75		17
4	4	0	0	2/4	2	1	1/4		1/4	1		6	42		22
4	4	0	0	2/4	1	2	1/2		1/2	1		6	66		21
4	4	0	0	2/4	1	2	1/2		1/2	1		7	73		21
4	4	0	0	2/4	1	1	1/2		1/2	1		6	78		20
4	4	1/4	1/4	2/4	2	1	1/4		1/4	1		6	54		23
4	4	1/4	1/4	2/4	2	1	1/4		1/4	1		10	58		23
5	5	0	0	2/4	2	1	1/4		1/4	1		8	44		29
5	5	0	0	2/4	1	2	1/2		1/2	1		9	63		25
5	5	0	0	2/4	1	3	1/4		1/4	1		5	71		26
5	5	0	0	2/4	1	1	1/2		1/2	1		9	75		24
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		9	51		30
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		8	56		30
5	5	1/4	1/4	2/4	2	1	1/4		1/4	1		5	59		30
5	5	1/4	1/4	2/4	1	3	1/8		1/8	1		7	73		27
5	5	3/8	3/8	2/4	1	3	1/8		1/8	1		5	71		28
6	6	0	0	2/4	2	1	1/4		1/4	1		9	39		35
6	6	0	0	2/4	1	2	3/8		1/4	3/2		9	63		33
6	6	0	0	2/4	1	1	3/8		1/4	3/2		10	70		31
6	6	0	0	2/4	1	1	3/8		1/4	3/2		9	75		31
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		9	51		36
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		13	55		36
6	6	1/4	1/4	2/4	2	1	1/4		1/4	1		7	61		36
6	6	3/8	3/8	2/4	1	2	1/8		1/8	1		9	63		34
6	6	3/8	3/8	2/4	1	1	1/8		1/8	1		10	70		32
6	6	3/8	3/8	2/4	1	1	1/8		1/8	1		9	75		32
7	7	0	0	2/4	2	1	1/4		1/4	1		8	44		41
7	7	0	0	2/4	1	2	1/2		1/2	1		9	63		38
