mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	2	1	1/8		1/8	1		-4	32		2
1	0	0	1/2	3/4	2	1	1/8		1/8	1		-4	44		2
1	0	0	1/2	3/4	1	1	1/8		1/8	1		-1	77		0
1	0	0	1/2	3/4	1	1	1/8		1/8	1		-4	80		0
1	0	0	1/2	3/4	1	1	1/8		1/8	1		-5	85		0
1	0	1/8	5/8	3/4	2	1	1/8		1/8	1		-4	32		3
1	0	1/8	5/8	3/4	2	1	1/8		1/8	1		-4	44		3
1	0	1/8	5/8	3/4	1	1	1/8		1/8	1		-1	77		1
1	0	1/8	5/8	3/4	1	1	1/8		1/8	1		-4	80		1
1	0	1/8	5/8	3/4	1	1	1/8		1/8	1		-5	85		1
2	1	0	0	3/4	2	1	1/4		1/4	1		-4	32		7
2	1	0	0	3/4	2	1	1/4		1/4	1		-4	44		7
2	1	0	0	3/4	1	1	1/4		1/4	1		-1	77		4
2	1	0	0	3/4	1	1	1/4		1/4	1		-4	80		4
2	1	0	0	3/4	1	1	1/4		1/4	1		-5	85		4
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	32		8
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	44		8
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75		5
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		-6	78		5
2	1	1/4	1/4	3/4	1	1	1/4		1/4	1		0	84		5
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	32		9
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	44		9
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		-5	73		6
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77		6
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	82		6
3	2	0	0	3/4	2	1	1/2		1/2	1		-4	32		13
3	2	0	0	3/4	2	1	1/2		1/2	1		-4	44		13
3	2	0	0	3/4	1	1	1/2		1/2	1		0	72		10
3	2	0	0	3/4	1	1	1/2		1/2	1		-3	75		10
3	2	0	0	3/4	1	1	1/2		1/2	1		-4	80		10
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	32		14
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	44		14
3	2	1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70		11
3	2	1/2	1/2	3/4	1	1	1/8		1/8	1		-5	73		11
3	2	1/2	1/2	3/4	1	1	1/8		1/8	1		-6	78		11
3	2	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	32		15
3	2	5/8	5/8	3/4	2	1	1/8		1/8	1		-4	44		15
3	2	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70		12
3	2	5/8	5/8	3/4	1	1	1/8		1/8	1		-5	73		12
3	2	5/8	5/8	3/4	1	1	1/8		1/8	1		-6	78		12
4	3	0	0	3/4	2	1	1/4		1/4	1		-4	32		19
4	3	0	0	3/4	2	1	1/4		1/4	1		-4	44		19
4	3	0	0	3/4	1	1	1/4		1/4	1		-2	70		16
4	3	0	0	3/4	1	1	1/4		1/4	1		-5	73		16
4	3	0	0	3/4	1	1	1/4		1/4	1		-6	78		16
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	32		20
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	44		20
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		-4	68		17
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72		17
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77		17
4	3	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	46		21
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-6	66		18
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	68		18
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-3	75		18
4	3	5/8	5/8	3/4	2	1	1/8		1/8	1		0	48		22
5	4	0	0	3/4	2	1	1/4		1/4	1		-5	49		28
5	4	0	0	3/4	1	1	1/4		1/4	1		-1	65		23
5	4	0	0	3/4	1	1	1/4		1/4	1		-4	68		23
5	4	0	0	3/4	1	1	1/4		1/4	1		-5	73		23
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-5	37		29
5	4	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	77		24
5	4	3/8	3/8	3/4	1	1	1/8		1/8	1		-5	73		25
5	4	1/2	1/2	3/4	1	1	1/8		1/8	1		-4	68		26
5	4	5/8	5/8	3/4	1	1	1/8		1/8	1		-1	65		27
6	5	0	0	3/4	2	1	1/4		1/4	1		-4	44		35
6	5	0	0	3/4	1	1	1/8		1/8	1		-6	66		30
6	5	1/8	1/8	3/4	1	1	1/8		1/8	1		-4	68		31
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		36
6	5	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60		36
6	5	1/4	1/4	3/4	1	1	1/8		1/8	1		-6	66		32
