mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	1/12		1/8	2/3		0	72		0
1	0	1/12	7/12	3/4	1	1	1/12		1/8	2/3		2	74		1
1	0	1/6	2/3	3/4	1	1	1/12		1/8	2/3		4	76		2
2	1	0	0	3/4	2	1	1/4		1/4	1		-1	41		5
2	1	0	0	3/4	1	1	1/2		1/2	1		3	69		3
2	1	0	0	3/4	1	1	1/2		1/2	1		-1	77		3
2	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53		6
2	1	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		7
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65		4
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72		4
3	2	0	0	3/4	2	1	1/4		1/4	1		-2	58		12
3	2	0	0	3/4	1	1	1/2		1/2	1		-1	65		8
3	2	0	0	3/4	1	1	1/2		1/2	1		2	74		8
3	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	46		13
3	2	1/2	1/2	3/4	1	1	1/12		1/8	2/3		1	79		9
3	2	7/12	7/12	3/4	1	1	1/12		1/8	2/3		3	81		10
3	2	2/3	2/3	3/4	1	1	1/12		1/8	2/3		-2	82		11
4	3	0	0	3/4	2	1	1/4		1/4	1		4	52		17
4	3	0	0	3/4	1	1	1/4		1/4	1		0	72		14
4	3	1/4	1/4	3/4	2	1	1/4		1/4	1		0	48		18
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		0	84		15
4	3	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52		19
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72		16
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79		16
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	82		16
5	4	0	0	3/4	2	1	1/4		1/4	1		-1	53		25
5	4	0	0	3/4	1	1	1/4		1/4	1	1	0	72		20
5	4	0	0	3/4	1	1	1/4		1/4	1		1	79		20
5	4	0	0	3/4	1	1	1/4		1/4	1		-2	82		20
5	4	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	41		26
5	4	1/4	1/4	3/4	1	1	1/4		1/4	1	-1	0	72		21
5	4	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77		21
5	4	1/4	1/4	3/4	1	1	1/4		1/4	1		3	81		21
5	4	1/2	1/2	3/4	1	1	1/12		1/8	2/3		-1	77		22
5	4	7/12	7/12	3/4	1	1	1/12		1/8	2/3		1	79		23
5	4	2/3	2/3	3/4	1	1	1/12		1/8	2/3		3	81		24
6	5	0	0	3/4	2	1	1/4		1/4	1		-1	53		32
6	5	0	0	3/4	1	1	1/4		1/4	1		5	71		27
