mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	0	grace16	1/16	1		8	68		0
1	0	0	1/2	3/4	1	1	3/16		1/8	3/2		6	66		1
1	0	3/16	11/16	3/4	1	1	1/16		1/16	1		4	64		2
2	1	0	0	3/4	2	2	3/4		1/2	3/2		3	57		12
2	1	0	0	3/4	1	1	1/2		1/2	1		7	73		3
2	1	1/8	1/8	3/4	2	1	1/8		1/8	1		7	61		7
2	1	1/8	1/8	3/4	2	1	1/8		1/8	1		4	64		7
2	1	1/4	1/4	3/4	2	1	1/8		1/8	1		7	61		8
2	1	1/4	1/4	3/4	2	1	1/8		1/8	1		4	64		8
2	1	3/8	3/8	3/4	2	1	1/8		1/8	1		7	61		9
2	1	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64		9
2	1	1/2	1/2	3/4	1	1	0	grace16	1/16	1		7	73		4
2	1	1/2	1/2	3/4	2	1	1/8		1/8	1		7	61		10
2	1	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64		10
2	1	1/2	1/2	3/4	1	1	3/16		1/8	3/2		5	71		5
2	1	5/8	5/8	3/4	2	1	1/8		1/8	1		7	61		11
2	1	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64		11
2	1	11/16	11/16	3/4	1	1	1/16		1/16	1		3	69		6
3	2	0	0	3/4	2	2	3/4		1/2	3/2		8	56		21
3	2	0	0	3/4	1	1	1/4		1/4	1		6	66		13
3	2	0	0	3/4	1	1	1/4		1/4	1		6	78		13
3	2	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59		16
3	2	1/8	1/8	3/4	2	1	1/8		1/8	1		4	64		16
3	2	1/4	1/4	3/4	2	1	1/8		1/8	1		5	59		17
3	2	1/4	1/4	3/4	2	1	1/8		1/8	1		4	64		17
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64		14
3	2	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76		14
3	2	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59		18
3	2	3/8	3/8	3/4	2	1	1/8		1/8	1		4	64		18
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		5	59		19
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64		19
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74		15
3	2	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59		20
3	2	5/8	5/8	3/4	2	1	1/8		1/8	1		4	64		20
4	3	0	0	3/4	2	2	1/2		1/2	1		3	57		30
4	3	0	0	3/4	1	1	1/2		1/2	1		7	73		22
4	3	1/8	1/8	3/4	2	1	1/8		1/8	1		7	61		26
4	3	1/8	1/8	3/4	2	1	1/8		1/8	1		4	64		26
