mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	2	1	3/16	1/8	3/2		4	52		2
1	0	0	1/2	3/4	1	1	3/16	1/8	3/2		4	64		0
1	0	3/16	11/16	3/4	2	1	1/16	1/16	1		8	56		3
1	0	3/16	11/16	3/4	1	1	1/16	1/16	1		8	68		1
2	1	0	0	3/4	2	1	3/4	1/2	3/2		5	59		11
2	1	0	0	3/4	1	1	3/8	1/4	3/2		5	71		4
2	1	1/4	1/4	3/4	2	2	1/2	1/2	1		5	47		12
2	1	3/8	3/8	3/4	1	1	1/16	1/16	1		7	73		5
2	1	7/16	7/16	3/4	1	1	1/16	1/16	1		5	71		6
2	1	1/2	1/2	3/4	1	1	1/16	1/16	1		3	69		7
2	1	9/16	9/16	3/4	1	1	1/16	1/16	1		8	68		8
2	1	5/8	5/8	3/4	1	1	1/16	1/16	1		6	66		9
2	1	11/16	11/16	3/4	1	1	1/16	1/16	1		4	64		10
3	2	0	0	3/4	2	2	3/4	1/2	3/2		5	47		25
3	2	0	0	3/4	2	1	1/4	1/4	1		3	57		22
3	2	0	0	3/4	1	2	1/8	1/8	1		9	63		16
3	2	0	0	3/4	1	1	1/4	1/4	1		9	63		13
3	2	1/8	1/8	3/4	1	2	1/8	1/8	1		5	59		17
3	2	1/4	1/4	3/4	2	1	1/4	1/4	1		8	56		23
3	2	1/4	1/4	3/4	1	2	1/8	1/8	1		4	64		18
3	2	1/4	1/4	3/4	1	1	1/4	1/4	1		4	64		14
3	2	3/8	3/8	3/4	1	2	1/8	1/8	1		5	59		19
3	2	1/2	1/2	3/4	2	1	1/4	1/4	1		6	54		24
3	2	1/2	1/2	3/4	1	2	1/8	1/8	1		9	63		20
3	2	1/2	1/2	3/4	1	1	1/4	1/4	1		3	69		15
3	2	5/8	5/8	3/4	1	2	1/8	1/8	1		5	59		21
4	3	0	0	3/4	2	2	3/4	1/2	3/2		5	47		38
4	3	0	0	3/4	2	1	1/4	1/4	1		4	52		35
4	3	0	0	3/4	1	2	1/8	1/8	1		4	64		29
