mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	0	0	1/2	3/4	1	1	3/16		1/8	3/2		4	76		0
1	0	3/16	11/16	3/4	1	1	1/16		1/16	1		6	78		1
2	1	0	0	3/4	2	1	1/8		1/8	1		4	64		4
2	1	0	0	3/4	2	1	1/8		1/8	1		8	68		4
2	1	0	0	3/4	1	1	1/2		1/2	1		8	80		2
2	1	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59		5
2	1	1/4	1/4	3/4	2	1	1/8		1/8	1		4	64		6
2	1	1/4	1/4	3/4	2	1	1/8		1/8	1		8	68		6
2	1	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59		7
2	1	1/2	1/2	3/4	2	1	1/8		1/8	1		8	68		8
2	1	1/2	1/2	3/4	2	1	1/8		1/8	1		5	71		8
2	1	1/2	1/2	3/4	1	1	1/4		1/4	1		5	83		3
2	1	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59		9
3	2	0	0	3/4	2	1	1/8		1/8	1		9	63		12
3	2	0	0	3/4	2	1	1/8		1/8	1		6	66		12
3	2	0	0	3/4	1	1	1/2		1/2	1		6	78		10
3	2	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59		13
3	2	1/4	1/4	3/4	2	1	1/8		1/8	1		9	63		14
3	2	1/4	1/4	3/4	2	1	1/8		1/8	1		6	66		14
3	2	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59		15
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64		16
3	2	1/2	1/2	3/4	2	1	1/8		1/8	1		8	68		16
3	2	1/2	1/2	3/4	1	1	1/4		1/4	1		8	80		11
3	2	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59		17
4	3	0	0	3/4	1	1	0	appoggiatura	1/16	1		5	83		18
4	3	0	0	3/4	2	1	1/8		1/8	1		6	66		23
4	3	0	0	3/4	2	1	1/8		1/8	1		3	69		23
4	3	0	0	3/4	1	1	3/16		1/8	3/2		3	81		19
4	3	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59		24
4	3	3/16	3/16	3/4	1	1	1/16		1/16	1		8	80		20
4	3	1/4	1/4	3/4	2	1	1/8		1/8	1		6	66		25
4	3	1/4	1/4	3/4	2	1	1/8		1/8	1		3	69		25
4	3	1/4	1/4	3/4	1	1	1/4		1/4	1		3	81		21
4	3	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59		26
4	3	1/2	1/2	3/4	2	1	1/8		1/8	1		9	63		27
4	3	1/2	1/2	3/4	2	1	1/8		1/8	1		6	66		27
4	3	1/2	1/2	3/4	1	1	1/4		1/4	1		5	83		22
4	3	5/8	5/8	3/4	2	1	1/8		1/8	1		5	59		28
5	4	0	0	3/4	2	1	1/8		1/8	1		4	64		31
5	4	0	0	3/4	2	1	1/8		1/8	1		8	68		31
5	4	0	0	3/4	1	1	1/2		1/2	1		8	80		29
5	4	1/8	1/8	3/4	2	1	1/8		1/8	1		5	59		32
