id	D	no	dance	path	gt_mode	entropy	duration_entropy	onset_entropy	num_keys	rel_num_keys	start_end_key	maj-min	maj-min-first	maj_min_first_abs	event_density	onset_density	downbeat_density	non_downbeat_density	ratio_downbeat_non_downbeat	downbeat_onset_density	non_downbeat_onset_density	ratio_downbeat_non_downbeat_onset	downbeat_strictly_density	non_downbeat_strictly_density	ratio_downbeat_non_downbeat_strictly	interval_downbeat_offbeat	interval_downbeat_offbeat_melody	sixths_count	thirds_count	parallel_sixths	frac_zumpapa	frac_one_three	frac_one_two	downbeat_dur	eigth_notes_frac	Ta_all	TaTa_all	TaTaTa_all	TaTaTi_all	TaTaTigitigi_all	TaTaTimgi_all	TaTaTimgiri_all	TaTaTiti_all	TaTaTriole_all	TaTao_all	TaTi_all	TaTim_all	TaTimgiTa_all	TaTimgiTimgi_all	TaTimgiTiti_all	TaTiti_all	TaTitiTa_all	TaTitiTiti_all	TaTitigiTigitigi_all	TaTrioleTa_all	Tai_all	Taiti_all	TaitiTa_all	TaitiTiti_all	Tao_all	TaoTa_all	TaoTigitigi_all	TaoTimgi_all	TaoTiti_all	TaoTriole_all	Taoa_all	TigimTi_all	TigimTitiTiti_all	TigimgiTim_all	Tigitigi_all	TigitigiTa_all	TigitigiTaTa_all	TigitigiTi_all	TigitigiTigitigi_all	TigitigiTigitigiTigitigi_all	TigitigiTiti_all	TigitigiTitiTiti_all	Timgi_all	TimgiTa_all	TimgiTaTa_all	TimgiTaTigitigi_all	TimgiTaTimgi_all	TimgiTaTiti_all	TimgiTimgiTimgi_all	TimgiTiti_all	TimgiTitiTiti_all	TimgiriTa_all	Titi_all	TitiTa_all	TitiTaTa_all	TitiTaTimgi_all	TitiTaTiti_all	TitiTi_all	TitiTiti_all	TitiTitiTa_all	TitiTitiTigitigi_all	TitiTitiTimgi_all	TitiTitiTiti_all	TitiTitiTitigi_all	TitiTitigiTigitigi_all	TitigiTa_all	TitigiTi_all	TitigiTigitigi_all	TitigiTiti_all	TitigiTitiTigitigi_all	TitigiTitiTiti_all	TitigiTitiTitigi_all	TitigiTitigi_all	TitigiTitigiTitigi_all	TrioleTa_all	TrioleTaTa_all	Ta_left	TaTa_left	TaTaTa_left	TaTaTi_left	TaTaTimgi_left	TaTaTiti_left	TaTao_left	TaTi_left	TaTim_left	TaTimgiTa_left	TaTiti_left	TaTitiTa_left	TaTitiTiti_left	Tai_left	TaitiTa_left	TaitiTiti_left	Tao_left	TaoTa_left	TaoTimgi_left	TaoTiti_left	Taoa_left	Timgi_left	TimgiTa_left	TimgiTaTa_left	TimgiTiti_left	Titi_left	TitiTa_left	TitiTaTa_left	TitiTaTimgi_left	TitiTi_left	TitiTiti_left	TitiTitiTa_left	TitiTitiTiti_left	Ta_right	TaTa_right	TaTaTa_right	TaTaTi_right	TaTaTigitigi_right	TaTaTimgi_right	TaTaTimgiri_right	TaTaTiti_right	TaTaTitigi_right	TaTaTriole_right	TaTaiti_right	TaTano_right	TaTao_right	TaTi_right	TaTimgiTa_right	TaTimgiTimgi_right	TaTimgiTiti_right	TaTiti_right	TaTitiTa_right	TaTitiTi_right	TaTitiTiti_right	TaTitigiTigitigi_right	TaTrioleTa_right	Tai_right	Taiti_right	TaitiTa_right	TaitiTimgi_right	TaitiTiti_right	TaitigiTigitigi_right	Tanogi_right	Tao_right	TaoTa_right	TaoTigitigi_right	TaoTimgi_right	TaoTimgiri_right	TaoTiti_right	TaoTriole_right	Taoa_right	Taono_right	TigimTi_right	TigimTitiTiti_right	Tigimgim_right	Tigitigi_right	TigitigiTa_right	TigitigiTaTa_right	TigitigiTi_right	TigitigiTigitigi_right	TigitigiTigitigiTigitigi_right	TigitigiTiti_right	Timgi_right	TimgiTa_right	TimgiTaTa_right	TimgiTaTigitigi_right	TimgiTaTimgi_right	TimgiTaTiti_right	TimgiTaiti_right	TimgiTi_right	TimgiTimgiTimgi_right	TimgiTiti_right	TimgiTitiTiti_right	Timgiri_right	TimgiriTa_right	TimgiriTiti_right	TinotigiTigitigi_right	Titi_right	TitiTa_right	TitiTaTa_right	TitiTaTi_right	TitiTaTimgi_right	TitiTaTiti_right	TitiTao_right	TitiTi_right	TitiTiti_right	TitiTitiTa_right	TitiTitiTi_right	TitiTitiTimgi_right	TitiTitiTiti_right	TitiTitino_right	TitigiTa_right	TitigiTi_right	TitigiTigitigi_right	TitigiTiti_right	TitigiTitigi_right	Triole_right	nogiTimgi_right	nogiTiti_right	major	minor
44	91	2	menuett	091/D091menuett02a.mscx	major	0.6227288221075182	1.356809329040149	1.7354976079072713	4	0.2777777777777778	False	0.29287062064808644	-0.07362440562621897	0.07362440562621897	3.9722222222222223	1.814814814814815	4.571428571428571	4.142857142857143	1.1034482758620687	1.3571428571428572	1.8571428571428572	0.7307692307692307	4.214285714285714	3.0714285714285716	1.372093023255814	-1.0	0.5625	0.21951219512195122	0.4146341463414634	0.13414634146341464	0.16666666666666666	0.0	0.3333333333333333	0.23616071428571428	0.32407407407407407	0.0	0.0625	0.125	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.25	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7568294601468788	0.8304538657730978
45	91	2	trio	091/D091trioI02b.mscx	major	0.5384103562998257	1.3890832829186106	1.9881229538788276	2	0.16666666666666666	True	0.19636903277155282	0.42233550112134166	0.42233550112134166	4.796296296296296	2.2222222222222228	4.357142857142857	5.678571428571429	0.7672955974842767	2.142857142857143	2.4642857142857144	0.8695652173913043	2.2142857142857144	3.0714285714285716	0.7209302325581395	3.5625	1.5	0.06422018348623854	0.41284403669724773	0.0	0.0	0.0	0.0	0.48958333333333337	0.6574074074074074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.3125	0.125	0.0625	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.3125	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5792882453425254	0.15695274422118374
46	91	2	trio	091/D091trioII02c.mscx	major	0.6130644254930756	1.6209743554775407	1.7139835651279545	2	0.1111111111111111	True	0.42072695087157913	0.5334344729365502	0.5334344729365502	3.351851851851852	1.8518518518518516	4.5	3.142857142857143	1.4318181818181819	1.7857142857142858	1.9285714285714286	0.9259259259259259	3.7142857142857144	2.142857142857143	1.7333333333333334	4.625	3.625	0.1797752808988764	0.20224719101123595	0.011235955056179775	0.05555555555555555	0.0	0.1111111111111111	0.5137648809523809	0.4629629629629629	0.0	0.0	0.0625	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.25	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0625	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.3125	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8900673547341755	0.3566328817976253
47	128	1	deutscher	128/D128deutscher01.mscx	major	0.5885170903363593	1.2543963138352225	1.5800772739878797	2	0.08695652173913043	True	0.6251466357531031	0.7521606468652389	0.7521606468652389	3.27536231884058	1.4057971014492752	3.8	3.0	1.2666666666666666	1.7	1.275	1.3333333333333335	3.1	2.575	1.203883495145631	1.0454545454545454	1.6818181818181819	0.14285714285714285	0.34065934065934067	0.054945054945054944	0.6956521739130435	0.0	0.17391304347826086	0.39145833333333335	0.391304347826087	0.0	0.0625	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0625	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783149249778519	0.03098860291328011
48	128	2	deutscher	128/D128deutscher02.mscx	major	0.6490597344644209	1.3669858077082662	1.3204145616850669	6	0.1875	True	0.5208521699758278	0.4724879916327107	0.4724879916327107	2.5520833333333335	1.09375	4.0625	1.796875	2.260869565217391	1.375	0.953125	1.4426229508196722	3.6875	1.578125	2.3366336633663365	3.9375	-0.28125	0.2	0.3333333333333333	0.08571428571428572	0.3125	0.375	0.0625	0.5168619791666667	0.2708333333333333	0.0	0.125	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.911635690273722	0.43914769864101133
49	128	3	deutscher	128/D128deutscher03.mscx	major	0.5767631332342366	1.2166753530579026	1.5330452620270647	6	0.16666666666666666	True	0.6033512503598842	0.5654921594499169	0.5654921594499169	3.4259259259259256	1.6018518518518519	4.722222222222222	2.7777777777777777	1.7000000000000002	1.5833333333333333	1.6111111111111112	0.9827586206896551	4.138888888888889	2.0416666666666665	2.027210884353742	2.6944444444444446	-1.7777777777777777	0.10404624277456648	0.23699421965317918	0.023121387283236993	0.1111111111111111	0.3333333333333333	0.05555555555555555	0.3418981481481482	0.6481481481481483	0.0	0.125	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.125	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9013631468369768	0.3358709873870599
50	128	4	deutscher	128/D128deutscher04.mscx	major	0.6281514157473894	1.0464469220647552	1.5036755497411285	6	0.21428571428571427	True	0.6308315176364275	0.5942947087102272	0.5942947087102272	4.69047619047619	1.3214285714285716	5.285714285714286	4.392857142857143	1.203252032520325	1.3928571428571428	1.2857142857142858	1.0833333333333333	4.892857142857143	3.1785714285714284	1.5393258426966294	0.038461538461538464	-0.17857142857142858	0.4774774774774775	0.46846846846846846	0.32432432432432434	0.4642857142857143	0.0	0.0	0.3322916666666667	0.48809523809523814	0.0625	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.8125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.5625	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9253982500733067	0.3311035413630795
51	128	5	deutscher	128/D128deutscher05.mscx	major	0.592433758333392	1.145855998964355	1.5036936750065986	6	0.1875	False	0.22524691546653852	-0.14669995913918743	0.14669995913918743	4.083333333333335	1.3854166666666663	4.96875	3.640625	1.3648068669527897	1.4375	1.359375	1.0574712643678161	4.53125	2.78125	1.6292134831460674	2.8	1.125	0.2631578947368421	0.40601503759398494	0.19548872180451127	0.46875	0.15625	0.0625	0.35625	0.48958333333333337	0.0	0.125	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.125	0.9375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.3125	0.0	0.25	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7032855682706469	0.8499855274098344
52	128	6	deutscher	128/D128deutscher06.mscx	minor	0.6532019489057312	1.0066583165011818	1.581355815421273	5	0.19444444444444445	True	-0.792406394487928	-0.7511206293707705	0.7511206293707705	4.527777777777778	1.7685185185185184	4.888888888888889	4.347222222222222	1.124600638977636	1.75	1.7777777777777777	0.984375	4.083333333333333	3.4444444444444446	1.1854838709677418	1.0555555555555556	-3.0833333333333335	0.13612565445026178	0.2774869109947644	0.03664921465968586	0.4444444444444444	0.16666666666666666	0.0	0.2695023148148148	0.8055555555555557	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.1875	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.4375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	1.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05314119522959529	0.6979794341411752
53	128	7	deutscher	128/D128deutscher07.mscx	major	0.5454300195393215	1.2587788252874128	1.6140430784383564	6	0.25	True	0.6078089735633845	0.7362646714999324	0.7362646714999324	3.180555555555555	1.4027777777777777	3.6666666666666665	2.9375	1.24822695035461	1.4583333333333333	1.375	1.0606060606060606	3.2083333333333335	2.1875	1.4666666666666668	0.5652173913043478	-1.7083333333333333	0.04950495049504951	0.12871287128712872	0.0	0.125	0.25	0.08333333333333333	0.4204861111111111	0.4513888888888889	0.0	0.125	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.125	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.125	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88140406146704	0.14513938996710768
54	128	8	deutscher	128/D128deutscher08.mscx	major	0.6245827166147996	1.1672969008744005	1.5347803591855493	5	0.18518518518518517	False	0.49309334609798416	0.7241859915782326	0.7241859915782326	3.5555555555555554	1.5925925925925926	4.541666666666667	3.3541666666666665	1.3540372670807455	1.8333333333333333	1.5208333333333333	1.2054794520547945	3.7083333333333335	2.7916666666666665	1.328358208955224	1.6923076923076923	-0.38461538461538464	0.16260162601626016	0.3089430894308943	0.008130081300813009	0.4444444444444444	0.14814814814814814	0.2962962962962963	0.2872395833333333	0.5925925925925926	0.0	0.125	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.75	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.25	0.0	0.0	0.0625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6433583965435921	-0.08082759503464058
