id	segment_id	bass	intervals	onbeat	offbeat	labels	next	next_bass	next_label
63	40	G	('P4', 'M6')	('P4', 'M6')	('M6',)	major64	(63, 41)	C	major
63	41	C	('A2', 'M3', 'P5')	('A2', 'M3', 'P5')	('M3', 'P5')	major	(63, 42)	G	major64
63	42	G	('M2', 'P4', 'M6', 'M7')	('M2', 'P4', 'M6', 'M7')	()	major64	(63, 43)	C	major
63	43	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	major	(63, 44)	G	major64
63	44	G	('P4', 'M6')	('P4', 'M6')	()	major64	(63, 45)	G	dominant7
63	45	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	()	dominant7	(63, 46)	G	dominant7
63	46	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	()	dominant7	(63, 47)	C	major
63	47	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(63, 48)	C	M3
63	48	C	('M3',)	('M3',)	()	M3			
64	1	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5', 'M7')	('m3', 'P5')	minor	(64, 2)	E	major
64	2	E	('M3', 'P5', 'M7')	('M3', 'P5', 'M7')	()	major	(64, 3)	A	minor
64	3	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5', 'M7')	('m3', 'P5')	minor	(64, 4)	E	major
64	4	E	('M3', 'P5', 'M7')	('M3', 'P5', 'M7')	()	major	(64, 5)	F#	diminished7
64	5	F#	('m3', 'D5', 'D7')	('m3', 'D5', 'D7')	('m3', 'D5', 'D7')	diminished7	(64, 6)	G	minor6
64	6	G	('M2', 'M3', 'P4', 'M6')	('M2', 'P4', 'M6')	('M3',)	minor6	(64, 7)	G	dominant7
64	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(64, 8)	C	major
64	8	C	('A2', 'M3', 'P5')	('A2', 'M3', 'P5')	('M3',)	major	(64, 9)	F#	dominant43
64	9	F#	('m3', 'D5', 'M6')	('m3', 'D5', 'M6')	('m3', 'D5', 'M6')	dominant43	(64, 10)	G	minor6
64	10	G	('M3', 'M6')	('M3', 'M6')	('M3', 'M6')	minor6	(64, 11)	E	dominant43
64	11	E	('m3', 'D5', 'M6')	('m3', 'D5', 'M6')	('m3', 'D5', 'M6')	dominant43	(64, 12)	F	minor6
64	12	F	('M3', 'M6')	('M3', 'M6')	('M3', 'M6')	minor6	(64, 13)	F	major
64	13	F	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(64, 14)	E	minor64
64	14	E	('P4', 'P5', 'm6', 'm7')	('P4', 'm6')	('P5', 'm7')	minor64	(64, 15)	E	dominant7
64	15	E	('M3', 'P4', 'm6', 'm7')	('M3', 'P4', 'm6', 'm7')	('P4',)	dominant7	(64, 16)	A	minor
64	16	A	('m3', 'P5')	('m3', 'P5')	()	minor			
65	1	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5')	('M2', 'P4', 'M7')	minor	(65, 2)	A	minor
65	2	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('m3',)	minor	(65, 3)	E	dominant7
65	3	E	('m2', 'M3', 'P5', 'm7')	('m2', 'M3', 'm7')	('P5',)	dominant7	(65, 4)	A	minor7
65	4	A	('M2', 'm3', 'P4', 'P5', 'm6', 'm7')	('M2', 'm3', 'P4', 'P5', 'm6', 'm7')	('m3', 'm6')	minor7	(65, 5)	A	minor
65	5	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5')	('M2', 'P4', 'M7')	minor	(65, 6)	A	minor
65	6	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('m3',)	minor	(65, 7)	E	dominant7
65	7	E	('m2', 'M3', 'P5', 'm7')	('m2', 'M3', 'm7')	('P5',)	dominant7	(65, 8)	A	minor
65	8	A	('m3', 'P5')	('m3', 'P5')	()	minor	(65, 9)	G	dominant7
65	9	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'm7')	('P5',)	dominant7	(65, 10)	C	major
65	10	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(65, 11)	G	dominant7
65	11	G	('M3', 'P5', 'M6', 'm7', 'M7')	('M3', 'M6', 'm7', 'M7')	('P5', 'm7')	dominant7	(65, 12)	C	major
65	12	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(65, 13)	G	dominant7
65	13	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'm7')	('P5',)	dominant7	(65, 14)	C	major
65	14	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(65, 15)	G	dominant7
65	15	G	('M3', 'P5', 'M6', 'm7', 'M7')	('M3', 'M6', 'm7', 'M7')	('P5', 'm7')	dominant7	(65, 16)	C	major
65	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
66	1	A	('m3', 'P5')	('m3', 'P5')	('m3',)	minor	(66, 2)	E	dominant7
66	2	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(66, 3)	A	minor
66	3	A	('m3', 'P5', 'm6')	('m3', 'P5')	('m3', 'm6')	minor	(66, 4)	E	dominant7
66	4	E	('m2', 'M3', 'P5', 'm6', 'm7')	('m2', 'M3', 'm6', 'm7')	('P5', 'm6', 'm7')	dominant7	(66, 5)	A	minor
66	5	A	('m3', 'P5')	('m3', 'P5')	('m3',)	minor	(66, 6)	E	dominant7
66	6	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(66, 7)	A	minor
66	7	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'P5')	minor	(66, 8)	A	minor
66	8	A	('M2', 'm3', 'P4', 'P5')	('m3', 'P5')	('M2', 'P4')	minor	(66, 9)	A	minor
66	9	A	('m3', 'P5')	('m3', 'P5')	('m3',)	minor	(66, 10)	E	dominant7
66	10	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(66, 11)	A	minor
66	11	A	('m3', 'P5', 'm6')	('m3', 'P5')	('m3', 'm6')	minor	(66, 12)	E	dominant7
66	12	E	('m2', 'M3', 'P5', 'm6', 'm7')	('m2', 'M3', 'm6', 'm7')	('P5', 'm6', 'm7')	dominant7	(66, 13)	A	minor
66	13	A	('m3', 'P5')	('m3', 'P5')	('m3',)	minor	(66, 14)	G	dominant7
66	14	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('P5',)	dominant7	(66, 15)	G	dominant7
66	15	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'M6', 'm7')	('P5', 'M6')	dominant7	(66, 16)	C	major
66	16	C	('A2', 'M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('A2',)	major	(66, 17)	E	dominant7
66	17	E	('m2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m2', 'P5')	dominant7	(66, 18)	A	minor
66	18	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('P5',)	minor	(66, 19)	E	dominant7
66	19	E	('m2', 'M3', 'm3', 'P5', 'm7')	('m3', 'M3', 'P5', 'm7')	('m2', 'm7')	dominant7	(66, 20)	A	minor
66	20	A	('m3', 'P4', 'A4', 'P5', 'm6')	('m3', 'P4', 'P5', 'm6')	('m3', 'A4', 'P5')	minor	(66, 21)	E	dominant7
66	21	E	('m2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m2', 'P5')	dominant7	(66, 22)	A	minor
66	22	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('P5',)	minor	(66, 23)	E	dominant7
66	23	E	('m2', 'M3', 'm3', 'P5', 'm7')	('m3', 'M3', 'P5', 'm7')	('m2', 'm7')	dominant7	(66, 24)	A	minor
66	24	A	('M2', 'm3', 'P4', 'P5', 'm6')	('m3', 'P5', 'm6')	('M2', 'P4', 'P5')	minor	(66, 25)	A	major
66	25	A	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(66, 26)	E	dominant7
66	26	E	('M3', 'm7')	('M3', 'm7')	('m7',)	dominant7	(66, 27)	A	major
66	27	A	('M3', 'A5', 'P5')	('M3', 'P5')	('M3', 'A5')	major	(66, 28)	E	dominant7
66	28	E	('M2', 'M3', 'P5', 'M6', 'm7')	('M2', 'M3', 'M6', 'm7')	('P5', 'M6', 'm7')	dominant7	(66, 29)	A	major
66	29	A	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(66, 30)	E	dominant7
66	30	E	('M3', 'm7')	('M3', 'm7')	('m7',)	dominant7	(66, 31)	A	dominant2
66	31	A	('M2', 'M3', 'P4', 'A4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'A4')	dominant2	(66, 32)	A	M3
66	32	A	('M3',)	('M3',)	()	M3			
67	1	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(67, 2)	C	major
67	2	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 3)	C	major
67	3	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(67, 4)	C	major
67	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 5)	C	major
67	5	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3',)	major	(67, 6)	C	major
67	6	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 7)	C	major
67	7	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3')	major	(67, 8)	C	major
67	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 9)	A	minor
67	9	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P4', 'P5', 'm6')	('P5',)	minor	(67, 10)	A	minor
67	10	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P4', 'P5', 'm6')	('P5',)	minor	(67, 11)	A	minor
67	11	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	()	minor	(67, 12)	A	minor
67	12	A	('m3', 'P5')	('m3', 'P5')	()	minor	(67, 13)	A	minor
67	13	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P4', 'P5', 'm6')	('P5',)	minor	(67, 14)	A	minor
67	14	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P4', 'P5', 'm6')	('P5',)	minor	(67, 15)	A	minor
67	15	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	()	minor	(67, 16)	A	minor
67	16	A	('m3', 'P5')	('m3', 'P5')	()	minor	(67, 17)	C	major
67	17	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(67, 18)	C	major
67	18	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 19)	C	major
67	19	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(67, 20)	C	major
67	20	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 21)	C	major
67	21	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3',)	major	(67, 22)	C	major
67	22	C	('M3', 'P5')	('M3', 'P5')	()	major	(67, 23)	C	major
67	23	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	()	major	(67, 24)	C	major
67	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
68	1	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('m3',)	minor	(68, 2)	E	dominant7
68	2	E	('M3', 'P4', 'P5', 'm7')	('M3', 'P4', 'P5')	('m7',)	dominant7	(68, 3)	A	minor
68	3	A	('M2', 'm3', 'P5')	('M2', 'P5')	('m3',)	minor	(68, 4)	E	major
68	4	E	('M3', 'P5')	('M3', 'P5')	()	major	(68, 5)	A	minor
68	5	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	('m3',)	minor	(68, 6)	F	major
68	6	F	('A2', 'M3', 'P5')	('A2', 'M3', 'P5')	('P5',)	major	(68, 7)	G	dominant7
68	7	G	('M2', 'M3', 'P5', 'm7')	('M2', 'P5', 'm7')	('M3',)	dominant7	(68, 8)	C	major
68	8	C	('M3', 'P5')	('M3',)	('P5',)	major	(68, 9)	C	major
68	9	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(68, 10)	G	dominant7
68	10	G	('m2', 'M3', 'P4', 'P5', 'm7')	('m2', 'M3', 'P4', 'P5')	('m7',)	dominant7	(68, 11)	C	major
68	11	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(68, 12)	G	dominant7
68	12	G	('m2', 'M3', 'P4', 'P5', 'm7')	('m2', 'M3', 'P4', 'P5')	('m7',)	dominant7	(68, 13)	C#	diminished7
68	13	C#	('m3', 'D4', 'D5', 'D7')	('m3', 'D4', 'D5', 'D7')	('D7',)	diminished7	(68, 14)	D	minor
68	14	D	('m3', 'P4', 'P5')	('m3', 'P4', 'P5')	('P5',)	minor	(68, 15)	G	dominant7
68	15	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(68, 16)	C	M3
68	16	C	('M3',)	('M3',)	()	M3			
69	1	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P4', 'P5', 'm6')	('m3', 'P5')	minor	(69, 2)	A	minor7
69	2	A	('M2', 'm3', 'P4', 'P5', 'm6', 'm7')	('m3', 'P5', 'm7')	('M2', 'P4', 'm6')	minor7	(69, 3)	C	major
69	3	C	('M2', 'M3', 'P4', 'P5', 'M6')	('M2', 'M3', 'P4', 'M6')	('M3', 'P5')	major	(69, 4)	G#	major6
69	4	G#	('m2', 'm3', 'D4', 'm6')	('m2', 'm3', 'D4', 'm6')	('m2',)	major6	(69, 5)	A	minor64
69	5	A	('M2', 'P4', 'm6', 'm7')	('M2', 'P4', 'm6', 'm7')	()	minor64	(69, 6)	C	major
69	6	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(69, 7)	G	dominant7
69	7	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M6', 'm7')	dominant7	(69, 8)	C	suspension
69	8	C	('M3', 'A4')	('M3',)	('A4',)	suspension	(69, 9)	B	dominant65
69	9	B	('m3', 'P5', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('m3', 'P5', 'm6')	dominant65	(69, 10)	B	dominant65
69	10	B	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	()	dominant65	(69, 11)	C	major
69	11	C	('M3', 'A4', 'P5', 'M6')	('M3', 'P5', 'M6')	('A4', 'P5')	major	(69, 12)	C	major
69	12	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6', 'M7')	()	major	(69, 13)	G#	dominant65
69	13	G#	('m3', 'P5', 'D5', 'm6', 'D7')	('m3', 'D5', 'm6', 'D7')	('m3', 'P5', 'm6')	dominant65	(69, 14)	G#	dominant65
69	14	G#	('D1', 'm3', 'D5', 'm6', 'D7')	('D1', 'm3', 'D5', 'm6', 'D7')	()	dominant65	(69, 15)	A	minor
69	15	A	('m3', 'A4', 'P5', 'm6')	('m3', 'P5', 'm6')	('A4', 'P5')	minor	(69, 16)	A	minor7
69	16	A	('m3', 'P5', 'm6', 'm7')	('m3', 'P5', 'm6', 'm7')	()	minor7	(69, 17)	A	dominant43
69	17	A	('M2', 'm3', 'P4', 'P5', 'M6')	('m3', 'P5')	('M2', 'P4', 'M6')	dominant43	(69, 18)	G#	dominant65
69	18	G#	('m2', 'm3', 'D4', 'D5', 'm6')	('m2', 'm3', 'D4', 'D5', 'm6')	('m2', 'D4', 'm6')	dominant65	(69, 19)	A	dominant43
69	19	A	('M2', 'm3', 'P4', 'P5', 'M6', 'M7')	('m3', 'P5', 'M6')	('M2', 'P4', 'M7')	dominant43	(69, 20)	A	dominant43
69	20	A	('M2', 'm3', 'P5', 'M6', 'M7')	('M2', 'm3', 'P5', 'M7')	('m3', 'M6')	dominant43	(69, 21)	F	major
69	21	F	('M3', 'A5', 'P5', 'A6')	('M3', 'A5', 'P5', 'A6')	()	major	(69, 22)	E	minor64
69	22	E	('P4', 'm6')	('P4', 'm6')	('m6',)	minor64	(69, 23)	E	dominant7
69	23	E	('M3', 'P5', 'm6', 'm7')	('M3', 'P5', 'm7')	('m6', 'm7')	dominant7	(69, 24)	A	minor
69	24	A	('m3', 'P5')	('m3', 'P5')	()	minor			
70	1	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5', 'M7')	()	minor	(70, 2)	A	minor
70	2	A	('M2', 'm3', 'P4', 'P5')	('M2', 'm3', 'P4', 'P5')	()	minor	(70, 3)	A	minor
70	3	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	()	minor	(70, 4)	E	major
70	4	E	('M3', 'P5')	('M3', 'P5')	()	major	(70, 5)	A	minor
70	5	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5', 'M7')	()	minor	(70, 6)	Ab	diminished2
70	6	Ab	('A1', 'A2', 'A4', 'M6')	('A1', 'A2', 'A4', 'M6')	()	diminished2	(70, 7)	G	dominant7
70	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5')	dominant7	(70, 8)	C	M3
70	8	C	('M3',)	('M3',)	()	M3	(70, 9)	C	major
70	9	C	('A2', 'M3', 'P5', 'M7')	('A2', 'M3', 'P5', 'M7')	()	major	(70, 10)	C	M3
70	10	C	('M3', 'A5', 'M7')	('M3', 'A5', 'M7')	()	M3	(70, 11)	C	ambiguous
70	11	C	('A5', 'M6', 'M7')	('A5', 'M6', 'M7')	()	ambiguous	(70, 12)	C	dominant7
70	12	C	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(70, 13)	C#	minor
70	13	C#	('m3', 'P5', 'm6')	('m3', 'P5', 'm6')	()	minor	(70, 14)	D	major
70	14	D	('A1', 'M3', 'm3', 'A4', 'P5')	('A1', 'M3', 'm3', 'A4', 'P5')	()	major	(70, 15)	E	dominant7
70	15	E	('M3', 'P4', 'P5', 'm6', 'm7')	('M3', 'P4', 'P5', 'm6', 'm7')	()	dominant7	(70, 16)	A	minor
70	16	A	('m3', 'P5')	('m3', 'P5')	()	minor			
71	1	C	('P4', 'P5', 'M6')	('P4', 'P5', 'M6')	()	major64	(71, 2)	C	major
71	2	C	('M3', 'P5')	('M3', 'P5')	()	major	(71, 3)	C	major64
71	3	C	('P4', 'P5', 'M6')	('P4', 'P5', 'M6')	()	major64	(71, 4)	C	major
71	4	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(71, 5)	G	dominant7
71	5	G	('M3', 'P4', 'P5', 'm7')	('M3', 'P4', 'P5', 'm7')	()	dominant7	(71, 6)	C	major
71	6	C	('M3', 'P5')	('M3', 'P5')	()	major	(71, 7)	G	dominant7
71	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(71, 8)	E	major6
71	8	E	('m3', 'm6')	('m3', 'm6')	()	major6	(71, 9)	F#	m3
71	9	F#	('m2', 'm3')	('m2', 'm3')	()	m3	(71, 10)	D#	m6
71	10	D#	('m6',)	('m6',)	()	m6	(71, 11)	E	m3
71	11	E	('M2', 'm3')	('M2', 'm3')	()	m3	(71, 12)	C#	m6
71	12	C#	('m6',)	('m6',)	()	m6	(71, 13)	D	m3
71	13	D	('M2', 'm3')	('M2', 'm3')	()	m3	(71, 14)	G	unison
71	14	G	()	()	()	unison	(71, 15)	G	minor64
71	15	G	('M2', 'P4', 'm6', 'M7')	('M2', 'P4', 'm6', 'M7')	()	minor64	(71, 16)	G	major
71	16	G	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(71, 17)	C	major64
71	17	C	('P4', 'P5', 'M6')	('P4', 'P5', 'M6')	()	major64	(71, 18)	C	major
71	18	C	('M3', 'P5')	('M3', 'P5')	()	major	(71, 19)	C	major64
71	19	C	('P4', 'P5', 'M6')	('P4', 'P5', 'M6')	()	major64	(71, 20)	C	major
71	20	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(71, 21)	G	dominant7
71	21	G	('M3', 'P4', 'P5', 'm7')	('M3', 'P4', 'P5', 'm7')	()	dominant7	(71, 22)	C	major
71	22	C	('M3', 'P5')	('M3', 'P5')	()	major	(71, 23)	G	dominant7
71	23	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(71, 24)	C	major
71	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
72	1	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(72, 2)	C	major
72	2	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(72, 3)	F#	diminished7
72	3	F#	('m2', 'm3', 'D5', 'm7', 'D7')	('m2', 'm3', 'D5', 'm7', 'D7')	()	diminished7	(72, 4)	G	major
72	4	G	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(72, 5)	G	M3
72	5	G	('M3',)	('M3',)	('M3',)	M3	(72, 6)	E	minor
72	6	E	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(72, 7)	C#	major6
72	7	C#	('m2', 'm3', 'P4', 'm6')	('m2', 'P4', 'm6')	('m3',)	major6	(72, 8)	G	major
72	8	G	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(72, 9)	G	major
72	9	G	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(72, 10)	G	major
72	10	G	('M3', 'P5')	('M3', 'P5')	()	major	(72, 11)	G	major
72	11	G	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'P5')	major	(72, 12)	G	major
72	12	G	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(72, 13)	G	major
72	13	G	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(72, 14)	G	major
72	14	G	('M3', 'P5')	('M3', 'P5')	()	major	(72, 15)	D	dominant7
72	15	D	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(72, 16)	G	M3
72	16	G	('M3',)	('M3',)	()	M3	(72, 17)	G	dominant43
72	17	G	('m3', 'A4', 'M6')	('m3', 'A4', 'M6')	('A4', 'M6')	dominant43	(72, 18)	G	dominant43
72	18	G	('m3', 'A4', 'M6')	('m3', 'A4', 'M6')	('m3', 'A4', 'M6')	dominant43	(72, 19)	A	dominant7
72	19	A	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(72, 20)	G	dominant2
72	20	G	('M2', 'A4', 'M6')	('M2', 'A4', 'M6')	('M2',)	dominant2	(72, 21)	F	minor6
72	21	F	('M3', 'M6')	('M3', 'M6')	('M3', 'M6')	minor6	(72, 22)	D	minor
72	22	D	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(72, 23)	F#	major6
72	23	F#	('m2', 'm3', 'P4', 'm6')	('m3', 'P4', 'm6')	('m2',)	major6	(72, 24)	C	major
72	24	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(72, 25)	C	major
72	25	C	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(72, 26)	C	major
72	26	C	('M3', 'P5')	('M3', 'P5')	()	major	(72, 27)	C	major
72	27	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P4', 'P5', 'M7')	('M2', 'P5')	major	(72, 28)	C	major
72	28	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(72, 29)	C	major
72	29	C	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(72, 30)	C	major
72	30	C	('M3', 'P5')	('M3', 'P5')	()	major	(72, 31)	G	dominant7
72	31	G	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(72, 32)	C	major
72	32	C	('M3', 'P5')	('M3', 'P5')	()	major			
73	1	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M3', 'P5', 'M6')	major	(73, 2)	C	major
73	2	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(73, 3)	G	dominant7
73	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3',)	dominant7	(73, 4)	C	major
73	4	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(73, 5)	C	major
73	5	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M3', 'P5', 'M6')	major	(73, 6)	C	major
73	6	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(73, 7)	G	dominant7
73	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3',)	dominant7	(73, 8)	C	M3
73	8	C	('M3', 'P4')	('M3', 'P4')	()	M3	(73, 9)	G	dominant7
73	9	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M3', 'm7')	dominant7	(73, 10)	G	dominant7
73	10	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M3', 'm7')	dominant7	(73, 11)	C	major
73	11	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(73, 12)	C	major
73	12	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(73, 13)	G	dominant7
73	13	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M3', 'm7')	dominant7	(73, 14)	G	dominant7
73	14	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M3', 'm7')	dominant7	(73, 15)	C	major
73	15	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'P5')	major	(73, 16)	C	M3
73	16	C	('M3',)	('M3',)	()	M3			
74	1	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 2)	C	major
74	2	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6')	('M7',)	major	(74, 3)	G	dominant7
74	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(74, 4)	C	major
74	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(74, 5)	C	major
74	5	C	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 6)	C	major
74	6	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6')	('M7',)	major	(74, 7)	G	dominant7
74	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(74, 8)	C	major
74	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(74, 9)	G	major
74	9	G	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 10)	F#	dominant65
74	10	F#	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6')	('m7',)	dominant65	(74, 11)	D	dominant7
74	11	D	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(74, 12)	G	major
74	12	G	('M3', 'P5')	('M3', 'P5')	()	major	(74, 13)	G	major
74	13	G	('M3', 'P4', 'P5')	('M3', 'P5')	('P4',)	major	(74, 14)	F#	dominant65
