id	segment_id	bass	intervals	onbeat	offbeat	labels	next	next_bass	next_label
14	1	D	('M2', 'm3', 'P4', 'M6', 'm7')	('M2', 'm3', 'P4', 'M6', 'm7')	()	dominant43	(14, 2)	B	minor7
14	2	B	('m2', 'm3', 'P4', 'm6', 'm7')	('m2', 'm3', 'P4', 'm6', 'm7')	()	minor7	(14, 3)	D	dominant7
14	3	D	('M3', 'P4', 'P5', 'm7')	('M3', 'P5', 'm7')	('P4',)	dominant7	(14, 4)	G	dominant7
14	4	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	()	dominant7	(14, 5)	G	dominant7
14	5	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(14, 6)	G	dominant7
14	6	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M6',)	dominant7	(14, 7)	G	dominant7
14	7	G	('M3', 'P4', 'P5', 'm7')	('M3', 'P5', 'm7')	('P4',)	dominant7	(14, 8)	C	major
14	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(14, 9)	G	dominant7
14	9	G	('M3', 'P4', 'M6', 'm7')	('M3', 'P4', 'M6', 'm7')	()	dominant7	(14, 10)	G	major64
14	10	G	('P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('M6',)	major64	(14, 11)	G	major
14	11	G	('M3', 'P4', 'P5', 'M7')	('M3', 'P4', 'P5', 'M7')	('M3', 'P4')	major	(14, 12)	G	major
14	12	G	('M3', 'P5')	('M3', 'P5')	()	major	(14, 13)	G	major
14	13	G	('M3', 'P5')	('M3', 'P5')	()	major	(14, 14)	G	major
14	14	G	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(14, 15)	G	major
14	15	G	('M3', 'P5')	('M3', 'P5')	()	major	(14, 16)	G	dominant7
14	16	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6')	('P5', 'm7')	dominant7	(14, 17)	C	suspension
14	17	C	('M2', 'P5', 'M6', 'M7')	('P5', 'M6', 'M7')	('M2',)	suspension	(14, 18)	C	major
14	18	C	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6')	('M7',)	major	(14, 19)	C	major64
14	19	C	('P4', 'P5', 'M6')	('P4', 'M6')	('P5',)	major64	(14, 20)	C	major
14	20	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(14, 21)	G	dominant7
14	21	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(14, 22)	G	dominant7
14	22	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M6',)	dominant7	(14, 23)	G	dominant7
14	23	G	('M3', 'P4', 'P5', 'm7')	('M3', 'P5', 'm7')	('P4',)	dominant7	(14, 24)	C	M3
14	24	C	('M3',)	('M3',)	()	M3			
15	1	C	('M3', 'P4', 'P5', 'A5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'A5', 'P5', 'M6')	major	(15, 2)	C	major
15	2	C	('M2', 'M3', 'P4', 'P5')	('M3', 'P4', 'P5')	('M2', 'M3', 'P5')	major	(15, 3)	G	dominant7
15	3	G	('M3', 'P5', 'm7')	('M3',)	('P5', 'm7')	dominant7	(15, 4)	C	suspension
15	4	C	('M2', 'M3', 'P4', 'M7')	('M2', 'M3', 'P4')	('M7',)	suspension	(15, 5)	C	major
15	5	C	('M3', 'P4', 'P5', 'A5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'A5', 'P5', 'M6')	major	(15, 6)	C	major
15	6	C	('M3', 'A4', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'A4', 'P5')	major	(15, 7)	D	dominant7
15	7	D	('M3', 'P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('M3', 'P4')	dominant7	(15, 8)	G	dominant7
15	8	G	('M2', 'M3', 'P4', 'M6', 'm7')	('M2', 'M3', 'P4')	('M6', 'm7')	dominant7	(15, 9)	Ab	diminished2
15	9	Ab	('A2', 'A4', 'A5', 'M6', 'M7')	('A2', 'A4', 'M7')	('A2', 'A4', 'A5', 'M6')	diminished2	(15, 10)	G	dominant7
15	10	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5')	('M3', 'P5', 'M6', 'm7')	dominant7	(15, 11)	Ab	minor6
15	11	Ab	('M3', 'A4', 'A5', 'M6', 'M7')	('M3', 'A4', 'M7')	('M3', 'A4', 'A5', 'M6')	minor6	(15, 12)	G	dominant7
15	12	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6')	('M3', 'P4', 'P5', 'm7')	dominant7	(15, 13)	C	major
15	13	C	('M3', 'P4', 'P5', 'A5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'A5', 'P5', 'M6')	major	(15, 14)	C	major
15	14	C	('M2', 'M3', 'P4', 'P5')	('M3', 'P4', 'P5')	('M2', 'M3', 'P5')	major	(15, 15)	G	dominant7
15	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(15, 16)	C	M3
15	16	C	('M3',)	('M3',)	()	M3			
16	1	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(16, 2)	A	minor
16	2	A	('m3', 'A4', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'A4', 'P5')	minor	(16, 3)	E	dominant7
16	3	E	('m2', 'M3', 'P5', 'm7', 'M7')	('m2', 'M3', 'P5', 'm7')	('M7', 'm7')	dominant7	(16, 4)	A	minor
16	4	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(16, 5)	A	minor
16	5	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(16, 6)	A	minor
16	6	A	('m3', 'A4', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'A4', 'P5')	minor	(16, 7)	E	dominant7
16	7	E	('m2', 'M3', 'P5', 'm7', 'M7')	('m2', 'M3', 'P5', 'm7')	('M7', 'm7')	dominant7	(16, 8)	A	minor
16	8	A	('m3', 'P5')	('m3', 'P5')	('P5',)	minor	(16, 9)	B	dominant43
16	9	B	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('P4',)	dominant43	(16, 10)	A	minor
16	10	A	('m3', 'P5')	('m3', 'P5')	('P5',)	minor	(16, 11)	G#	major6
16	11	G#	('m3', 'm6')	('m3', 'm6')	()	major6	(16, 12)	E	major
16	12	E	('m2', 'M3', 'P5', 'M7')	('m2', 'M3', 'P5')	('M7',)	major	(16, 13)	B	dominant43
16	13	B	('M3', 'm3', 'P4', 'D5', 'M6')	('m3', 'P4', 'D5', 'M6')	('m3', 'M3', 'P4')	dominant43	(16, 14)	A	minor
16	14	A	('m3', 'A4', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'A4', 'P5')	minor	(16, 15)	E	dominant7
16	15	E	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	dominant7	(16, 16)	A	m3
16	16	A	('m3',)	('m3',)	()	m3			
17	1	C	('M3', 'P5')	('M3', 'P5')	()	major	(17, 2)	F	major
17	2	F	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M6')	('M7',)	major	(17, 3)	G	dominant7
17	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(17, 4)	C	major
17	4	C	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	('M2', 'M3')	major	(17, 5)	C	dominant2
17	5	C	('M2', 'M3', 'A4', 'P5', 'M7')	('M2', 'M3', 'A4', 'P5', 'M7')	()	dominant2	(17, 6)	B	minor7
17	6	B	('m2', 'm3', 'P5', 'm6', 'm7')	('m2', 'm3', 'P5', 'm6', 'm7')	('m7',)	minor7	(17, 7)	D	dominant7
17	7	D	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'm7')	dominant7	(17, 8)	G	m3
17	8	G	('M2', 'm3', 'M3')	('M3',)	('M2', 'm3')	m3	(17, 9)	F	minor6
17	9	F	('M2', 'M3', 'P4', 'A5', 'M6')	('M2', 'M3', 'P4', 'A5', 'M6')	()	minor6	(17, 10)	C#	dominant65
17	10	C#	('m2', 'm3', 'D4', 'D5', 'm6')	('m2', 'm3', 'D4', 'D5', 'm6')	()	dominant65	(17, 11)	E	minor
17	11	E	('m2', 'm3', 'P4', 'P5', 'm6')	('m2', 'm3', 'P4', 'P5', 'm6')	()	minor	(17, 12)	B	dominant65
17	12	B	('m2', 'm3', 'P4', 'D5', 'm6')	('m2', 'm3', 'P4', 'D5', 'm6')	()	dominant65	(17, 13)	F	minor6
17	13	F	('M2', 'M3', 'P4', 'A5', 'M6')	('M2', 'M3', 'P4', 'A5', 'M6')	()	minor6	(17, 14)	F	minor6
17	14	F	('M2', 'M3', 'P4', 'A5', 'M6')	('M2', 'M3', 'P4', 'A5', 'M6')	()	minor6	(17, 15)	F	minor6
17	15	F	('M3', 'M6')	('M3', 'M6')	('M6',)	minor6	(17, 16)	G	major
17	16	G	('M2', 'M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M2', 'M3')	major	(17, 17)	C	major
17	17	C	('M3', 'P5')	('M3', 'P5')	()	major	(17, 18)	F	major
17	18	F	('M3', 'A4', 'P5', 'M6', 'M7')	('M3', 'A4', 'P5', 'M6')	('M7',)	major	(17, 19)	C	major
17	19	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('P5',)	major	(17, 20)	C	M3
17	20	C	('M3',)	('M3',)	()	M3			
18	1	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(18, 2)	A	minor
18	2	A	('M2', 'm3', 'P4', 'P5')	('m3', 'P5')	('M2', 'm3', 'P4', 'P5')	minor	(18, 3)	A	minor
18	3	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(18, 4)	A	minor
18	4	A	('m3', 'P4', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'P4', 'P5')	minor	(18, 5)	G#	dominant65
18	5	G#	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	dominant65	(18, 6)	G#	dominant65
18	6	G#	('m3', 'D4', 'D5', 'm6', 'D7')	('m3', 'D5', 'm6', 'D7')	('D4', 'D5', 'm6')	dominant65	(18, 7)	G#	dominant65
18	7	G#	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	dominant65	(18, 8)	G#	dominant65
18	8	G#	('m3', 'D4', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D4', 'D5', 'm6')	dominant65	(18, 9)	A	dominant7
18	9	A	('m3', 'M3', 'P5', 'm7')	('m3', 'M3', 'P5', 'm7')	('m3', 'P5')	dominant7	(18, 10)	D	dominant43
18	10	D	('M2', 'm3', 'P5', 'M6', 'm7')	('M2', 'm3', 'P5')	('M6', 'm7')	dominant43	(18, 11)	E	dominant7
18	11	E	('M3', 'P5', 'm6', 'm7')	('M3', 'P5', 'm6', 'm7')	('m6',)	dominant7	(18, 12)	A	minor
18	12	A	('M2', 'm3', 'P4', 'P5')	('m3', 'P5')	('M2', 'm3', 'P4')	minor	(18, 13)	A	minor
18	13	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(18, 14)	A	minor
18	14	A	('M2', 'm3', 'P4', 'P5')	('m3', 'P5')	('M2', 'm3', 'P4', 'P5')	minor	(18, 15)	A	minor
18	15	A	('m3', 'P5')	('m3', 'P5')	('m3', 'P5')	minor	(18, 16)	A	minor
18	16	A	('m3', 'P4', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'P4', 'P5')	minor	(18, 17)	G#	dominant65
18	17	G#	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	dominant65	(18, 18)	G#	dominant65
18	18	G#	('m3', 'D4', 'D5', 'm6', 'D7')	('m3', 'D5', 'm6', 'D7')	('D4', 'D5', 'm6')	dominant65	(18, 19)	G#	dominant65
18	19	G#	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	dominant65	(18, 20)	G#	dominant65
18	20	G#	('m3', 'D4', 'D5', 'm6')	('m3', 'D5', 'm6')	('m3', 'D4', 'D5', 'm6')	dominant65	(18, 21)	A	dominant7
18	21	A	('m3', 'M3', 'P5', 'm7')	('m3', 'M3', 'P5', 'm7')	('m3', 'P5')	dominant7	(18, 22)	D	dominant43
18	22	D	('M2', 'm3', 'P5', 'M6', 'm7')	('M2', 'm3', 'P5')	('M6', 'm7')	dominant43	(18, 23)	E	dominant7
18	23	E	('M3', 'P5', 'm6', 'm7')	('M3', 'P5', 'm6', 'm7')	('m6',)	dominant7	(18, 24)	A	m3
18	24	A	('m3',)	('m3',)	()	m3	(18, 25)	C	major
18	25	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P5')	major	(18, 26)	C	major
18	26	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5')	('M7',)	major	(18, 27)	C	major
18	27	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P5')	major	(18, 28)	C	major
18	28	C	('M3', 'P5')	('M3', 'P5')	()	major	(18, 29)	A	minor
18	29	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	('m3', 'P5')	minor	(18, 30)	A	minor
18	30	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5')	('M7',)	minor	(18, 31)	F	major
18	31	F	('M3', 'A4', 'P5', 'A6', 'M7')	('M3', 'A4', 'P5', 'A6', 'M7')	('M3', 'P5', 'M7')	major	(18, 32)	E	major
18	32	E	('M3', 'P5')	('M3', 'P5')	()	major			
19	1	C	('M3', 'A4', 'P5')	('M3', 'P5')	('A4', 'P5')	major	(19, 2)	B	minor
19	2	B	('m3', 'P5', 'm6')	('m3', 'm6')	('P5', 'm6')	minor	(19, 3)	Bb	dominant2
19	3	Bb	('M2', 'A4', 'M6')	('M2', 'A4', 'M6')	()	dominant2	(19, 4)	F	major
19	4	F	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	('M2', 'M7')	major	(19, 5)	F	dominant2
19	5	F	('M2', 'A4', 'M6')	('M2', 'A4', 'M6')	()	dominant2	(19, 6)	C	major
19	6	C	('M2', 'M3', 'P4', 'P5')	('M3', 'P5')	('M2', 'P4')	major	(19, 7)	D	dominant7
19	7	D	('M3', 'P4', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P4', 'P5')	dominant7	(19, 8)	G	M3
19	8	G	('M3', 'M7')	('M3',)	('M7',)	M3	(19, 9)	E	dominant43
19	9	E	('m2', 'm3', 'P4', 'D5', 'M6')	('m2', 'P4', 'M6')	('m3', 'D5')	dominant43	(19, 10)	D	minor
19	10	D	('M2', 'm3', 'P4', 'P5')	('m3', 'P5')	('M2', 'm3', 'P4')	minor	(19, 11)	D	dominant43
19	11	D	('M2', 'm3', 'P4', 'D5', 'M6')	('M2', 'P4', 'M6')	('m3', 'D5')	dominant43	(19, 12)	C	major
19	12	C	('M2', 'M3', 'P4', 'P5')	('M3', 'P5')	('M2', 'M3', 'P4')	major	(19, 13)	A	dominant43
19	13	A	('M2', 'm3', 'P4', 'M6')	('M2', 'm3', 'P4', 'M6')	('m3', 'P4')	dominant43	(19, 14)	G	major
19	14	G	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6')	('M7',)	major	(19, 15)	C	major
19	15	C	('M3', 'A4', 'P5')	('M3', 'P5')	('A4', 'P5')	major	(19, 16)	B	minor
19	16	B	('m3', 'P5', 'm6')	('m3', 'm6')	('P5', 'm6')	minor	(19, 17)	Bb	dominant2
19	17	Bb	('M2', 'A4', 'M6')	('M2', 'A4', 'M6')	()	dominant2	(19, 18)	F	major
19	18	F	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	('M2', 'P5', 'M7')	major	(19, 19)	F	dominant2
19	19	F	('M2', 'A4', 'M6')	('M2', 'A4', 'M6')	()	dominant2	(19, 20)	C	major
19	20	C	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	('M2', 'P5', 'M7')	major	(19, 21)	F	dominant2
19	21	F	('M2', 'M3', 'A4', 'P5', 'M6', 'M7')	('M2', 'A4', 'P5', 'M6', 'M7')	('M2', 'M3')	dominant2	(19, 22)	C	unison
19	22	C	()	()	()	unison			
20	1	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4')	('P5', 'M7')	major	(20, 2)	C	major
20	2	C	('M3', 'A4', 'P5')	('M3', 'P5')	('M3', 'A4', 'P5')	major	(20, 3)	C	major
20	3	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4')	('P5', 'M7')	major	(20, 4)	C	major
20	4	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3')	('P5', 'M7')	major	(20, 5)	G	major
20	5	G	('M3', 'A4', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'A4', 'P5')	major	(20, 6)	C	major
20	6	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5')	('M3', 'P5', 'M7')	major	(20, 7)	G	major
20	7	G	('M2', 'M3', 'P4', 'P5', 'M6')	('M2', 'M3', 'P4', 'P5', 'M6')	('P4', 'P5', 'M6')	major	(20, 8)	G	major
20	8	G	('M3', 'P4', 'P5', 'M6', 'M7')	('M3', 'P4', 'P5', 'M6')	('M7',)	major	(20, 9)	A	dominant7
20	9	A	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(20, 10)	Ab	diminished64
20	10	Ab	('A1', 'A4', 'A5', 'M6')	('A1', 'A4', 'M6')	('A1', 'A5', 'M6')	diminished64	(20, 11)	G	dominant7
20	11	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(20, 12)	G	major64
20	12	G	('P4', 'M6')	('P4', 'M6')	('P4',)	major64	(20, 13)	B	dominant65
20	13	B	('m2', 'm3', 'P4', 'D5', 'm6')	('m2', 'm3', 'P4', 'D5', 'm6')	('m3', 'P4')	dominant65	(20, 14)	G	major
20	14	G	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(20, 15)	C	major
20	15	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4')	('P5', 'M7')	major	(20, 16)	C	major
20	16	C	('M3', 'A4', 'P5')	('M3', 'P5')	('M3', 'A4', 'P5')	major	(20, 17)	C	major
20	17	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4')	('P5', 'M7')	major	(20, 18)	C	M3
20	18	C	('M3',)	('M3',)	()	M3			
21	1	C	('M2', 'P5')	()	('M2', 'P5')	suspension	(21, 2)	E	ambiguous
21	2	E	('M2', 'm6')	()	('M2', 'm6')	ambiguous	(21, 3)	G	major
21	3	G	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(21, 4)	G	major
21	4	G	('M3', 'P5')	('M3', 'P5')	()	major	(21, 5)	C	major
21	5	C	('M2', 'M3', 'P5', 'A5', 'M7')	('M2', 'M3', 'P5', 'A5', 'M7')	()	major	(21, 6)	A	minor
21	6	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	()	minor	(21, 7)	D	dominant7
21	7	D	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'M6', 'm7')	('P5',)	dominant7	(21, 8)	G	major
21	8	G	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(21, 9)	D	dominant7
21	9	D	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(21, 10)	D	minor6
21	10	D	('M2', 'M3', 'P4', 'M6')	('M3', 'P4', 'M6')	('M2', 'P4')	minor6	(21, 11)	D	dominant7
21	11	D	('M2', 'M3', 'P5', 'm7')	('M3', 'P5')	('M2', 'm7')	dominant7	(21, 12)	D	major64
21	12	D	('P4', 'M6', 'm7')	('P4', 'M6', 'm7')	()	major64	(21, 13)	D	dominant7
21	13	D	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(21, 14)	D	minor6
21	14	D	('M2', 'M3', 'P4', 'M6')	('M3', 'P4', 'M6')	('M2', 'P4')	minor6	(21, 15)	D	dominant7
21	15	D	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6')	('M2', 'P5', 'm7')	dominant7	(21, 16)	D	minor
21	16	D	('M2', 'm3', 'P4', 'P5')	('M2', 'P4')	('m3', 'P5')	minor	(21, 17)	C	suspension
21	17	C	('M2', 'P5')	()	('M2', 'P5')	suspension	(21, 18)	E	ambiguous
21	18	E	('M2', 'm6')	()	('M2', 'm6')	ambiguous	(21, 19)	G	major
21	19	G	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(21, 20)	C	major
21	20	C	('M3', 'P5')	('M3', 'P5')	()	major			
22	1	E	('M2', 'm3', 'P4', 'm6', 'm7')	('M2', 'm3', 'P4', 'm6')	('m3', 'm6', 'm7')	minor7	(22, 2)	G	dominant7
22	2	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(22, 3)	B	major6
22	3	B	('m2', 'm3', 'P4', 'm6')	('m2', 'm3', 'P4', 'm6')	('m2', 'P4', 'm6')	major6	(22, 4)	C	major
22	4	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3')	major	(22, 5)	E	minor7
22	5	E	('M2', 'm3', 'P4', 'm6', 'm7')	('M2', 'm3', 'P4', 'm6')	('m3', 'm6', 'm7')	minor7	(22, 6)	G	dominant7
22	6	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(22, 7)	G	dominant7
22	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'M6', 'm7')	('P4', 'P5', 'M6')	dominant7	(22, 8)	C	M3
22	8	C	('M2', 'M3')	('M3',)	('M2',)	M3	(22, 9)	E	dominant43
22	9	E	('m3', 'D5', 'M6', 'm7')	('m3', 'D5', 'M6', 'm7')	('m3', 'D5', 'M6')	dominant43	(22, 10)	D	minor7
22	10	D	('m3', 'P5', 'm7')	('m3', 'P5')	('m3', 'P5', 'm7')	minor7	(22, 11)	D	dominant43
22	11	D	('m3', 'D5', 'M6', 'm7')	('m3', 'D5', 'M6', 'm7')	('m3', 'D5', 'M6')	dominant43	(22, 12)	C	major
22	12	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'M3', 'P5')	major	(22, 13)	E	minor7
22	13	E	('M2', 'm3', 'P4', 'm6', 'm7')	('M2', 'm3', 'P4', 'm6')	('m3', 'm6', 'm7')	minor7	(22, 14)	G	dominant7
22	14	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(22, 15)	G	dominant7
22	15	G	('M3', 'P4', 'M6', 'm7')	('P4', 'M6', 'm7')	('M3', 'P4', 'M6')	dominant7	(22, 16)	C	M3
22	16	C	('M3',)	('M3',)	()	M3			
23	1	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5')	('M7',)	major	(23, 2)	B	minor7
23	2	B	('m3', 'P5', 'm6', 'm7')	('m3', 'm6', 'm7')	('P5', 'm6')	minor7	(23, 3)	A	dominant43
23	3	A	('m3', 'P5', 'M6')	('m3', 'P5', 'M6')	()	dominant43	(23, 4)	G	major
23	4	G	('M3', 'P4', 'P5')	('M3', 'P4', 'P5')	()	major	(23, 5)	F	major
23	5	F	('M3', 'A4', 'P5', 'M6')	('M3', 'A4', 'P5', 'M6')	()	major	(23, 6)	F	major
23	6	F	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M6', 'M7')	('M6',)	major	(23, 7)	G	dominant7
23	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'M6', 'm7')	('P5',)	dominant7	(23, 8)	C	M3
23	8	C	('A2', 'M3', 'P4')	('M3', 'P4')	('A2', 'M3')	M3	(23, 9)	G#	diminished7
23	9	G#	('m3', 'P5', 'm6', 'D7')	('m3', 'm6', 'D7')	('P5', 'm6')	diminished7	(23, 10)	A	minor
23	10	A	('m3', 'A4', 'P5', 'm6')	('m3', 'P5', 'm6')	('A4', 'P5')	minor	(23, 11)	G#	dominant65
23	11	G#	('m3', 'P5', 'D5', 'm6', 'D7')	('m3', 'm6')	('D5', 'P5', 'D7')	dominant65	(23, 12)	A	minor
23	12	A	('M2', 'm3', 'P4', 'P5')	('m3', 'P4', 'P5')	('M2', 'm3')	minor	(23, 13)	F#	minor7
23	13	F#	('m3', 'P5', 'm6', 'm7')	('m3', 'm6', 'm7')	('P5', 'm6')	minor7	(23, 14)	G	major
23	14	G	('M3', 'A4', 'P5', 'M6')	('M3', 'P5', 'M6')	('A4', 'P5')	major	(23, 15)	F#	dominant65
23	15	F#	('m3', 'P5', 'D5', 'm6', 'm7')	('m3', 'm6')	('D5', 'P5', 'm7')	dominant65	(23, 16)	F	dominant2
23	16	F	('A1', 'M2', 'M3', 'A4', 'M6')	('M2', 'M3', 'A4', 'M6')	('A1', 'M2')	dominant2	(23, 17)	E	major6
23	17	E	('m3', 'm6')	('m3', 'm6')	()	major6	(23, 18)	F	dominant2
23	18	F	('M2', 'M3', 'A4', 'P5', 'M7')	('M2', 'M3', 'A4', 'P5')	('M7',)	dominant2	(23, 19)	G	dominant7
23	19	G	('M3', 'P5', 'M6', 'm7', 'M7')	('M3', 'P5', 'M6', 'm7')	('P5', 'm7', 'M7')	dominant7	(23, 20)	C	M3
23	20	C	('M3',)	('M3',)	()	M3			
24	1	A	('M2', 'm3', 'P4', 'P5', 'M7')	('m3', 'P5')	('M2', 'm3', 'P4', 'P5', 'M7')	minor	(24, 2)	E	dominant7
24	2	E	('M3', 'P5', 'm6', 'm7')	('M3', 'm6', 'm7')	('P5', 'm7')	dominant7	(24, 3)	A	minor
24	3	A	('M2', 'm3', 'P5', 'M7')	('m3', 'P5')	('M2', 'm3', 'P5', 'M7')	minor	(24, 4)	E	dominant7
24	4	E	('M3', 'P5', 'm6', 'm7')	('M3', 'm6', 'm7')	('P5', 'm7')	dominant7	(24, 5)	A	minor
24	5	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5')	('m3', 'P5', 'M7')	minor	(24, 6)	A	dominant43
24	6	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('m3', 'P4')	dominant43	(24, 7)	G	dominant7
24	7	G	('M3', 'P4', 'P5', 'A5', 'M6', 'm7')	('P4', 'M6')	('M3', 'P4', 'P5', 'A5', 'M6', 'm7')	dominant7	(24, 8)	C	M3
24	8	C	('M3', 'P4')	('M3', 'P4')	('M3',)	M3	(24, 9)	B	dominant65
24	9	B	('m2', 'M2', 'm3', 'P4', 'D5', 'm6')	('m2', 'm3', 'P4', 'D5', 'm6')	('m2', 'M2', 'P4', 'D5', 'm6')	dominant65	(24, 10)	G	dominant7
