id	D	op	no	dance	timesig	modulation	length		mm to db	mm in p.1			opening 	closing																																																								
67	145	18	waltz 7	waltz	3 quarters	major	24		8	4		a	I	I no motion					4	b	I	PAC				GPP stationary	16	8	4	a'	VI	VI no motion	a''	4	VI	VI:PAC no motion		4	VI	VI:PAC no motion		stationary no V	8		identical to A reinforced											ternary 8+8+8		cf. Wooden horse/Schumann												
68	145	18	waltz 8	waltz	3 quarters	to rel. major	16		8	4		a	I	HC					4	b	I	III:PAC				int.mod.period	8	4		a'	III	III:HC											4				III: VII7/II	III:PAC								simple binary open														
69	145	18	waltz 9	waltz	3 quarters	minor	24		8	4		a	I	I no motion					4	b	V/III	III:PAC				continuous mod.	16	8	4	a'	V/III	III		 	V	I		4	V	I		fonte 3rds	8		matching large-phr.1, no mod.	4	I	I no motion					4	VII 6/5 of V	PAC	modified ternary		2-oct. down resp. by 2-oct. up			weak 6/4									
70	145	18	waltz 10	waltz	3 quarters	minor	16		8	4		a	I	HC					4	a	I	III:PAC				int.mod.period	8		4	a'	III	V7/VI											4		continuation		V6/IV	PAC								simple binary		enh. Details of sd #5/b6												
71	145	18	waltz 11	waltz	3 quarters	major	24		8	4		a	plagal IV6/4 to I	I no motion					4	a	V7	IAC				continuous	16	8	[bX3 + cad.]	b	unison	unison								HC			8		sec. csq. Of large-Phr. 1		plagal IV6/4 to I 	I no motion					4	V7	PAC	ternary														
72	145	18	waltz 12	waltz	3 quarters	major	32		16	8	4	a	I	HC	4	a'	post-cad.	V no motion	8	b	V post-cad.?	V:PAC					16	8	4	a'' dis.	VII4/3 of II	V2/II		4	II6	V to PAC							8		transp. Of phr. 2		I	PAC								simple binary [special]														
73	145	18	landler 1	Landler	3 quarters	major	16		8	4		a	I	IAC5 b3					4	a	I	PAC				sec.period	8		4	b	V9	IAC3/5 b3											4		csq. Of phr.3		V9	PAC								simple binary aabb														
74	145	18	landler 2	Landler	3 quarters	major	24		8	4		a	I	IAC3 					4	a	I	PAC				sec.period, ascent continuous	16	8	4	a	V	V:IAC3						4	V	V:PAC		sec.period	8		identical to large-ph.1		I	PAC								ternary 8+8+8														
75	145	18	landler 3	Landler	3 quarters	major	16		8	4		a	I	[V7]					4	a	I	PAC				continuous	8	4		b	IV	IAC5											4		csq. Of phr.3		IV	PAC								simple binary, cont.,bb														
76	145	18	landler 4	Landler	3 quarters	major	16		8	4		a	I	PAC weak					4	a	I	PAC				sec.period, weak hierarchy	8	4		b	V7	I											4		identical to phr.2, modified registers		V9	PAC								rounded binary		registers: du, du, [], ud												
77	145	18	landler 5	Landler	3 quarters	major	16		8	4		a	I	PAC/IAC5 b3					4	b	V7	PAC				continuous	8	4		c	V7	IAC5											4		csq. Of phr.3		V7	PAC								simple binary, cont.,bb		"m. 9 based on m. 7 ""knupfen"""												
78	145	18	landler 6	Landler	3 quarters	major	16		8	4		a	V7	PAC weak					4	a	V7	PAC				period marginal 9-8 resp. by 8	8	4		b	IV6/4	IAC											4		csq. Of phr.3		IV6/4	PAC								simple binary aabb														
79	145	18	landler 7	Landler	3 quarters	major	16		8	4		a	I	V7					4	a	I	PAC				continuous	8	4		b	IV6/4	IAC											4		csq. Of phr.3		IV6/4	PAC								simple binary aabb/cont. bb														
80	145	18	landler 8	Landler	3 quarters	to rel. major	16		8	4		a	I	IAC3					4	a	I	PAC				sec.period	8	4		b	III	III:IAC3											4		csq. Of phr.3		III	III:PAC								simple binary aabb														
81	145	18	landler 9	Landler	3 quarters	major	16		8	4		a	V9 to I	IAC3					4	a	V9 to I	PAC				sec.period	8	4		a'	IV6/4	V9/7-9/8 over I pp											4		continuation		I	PAC								simple binary aa, b cont.		a' octave below												
82	145	18	landler 10	Landler	3 quarters	major	16		8	4		a+b	V7 to I	IAC5					4	a+b	V7 to I	PAC				sec.period	8	4		a+b	IV6/4	PAC weak											4		csq. Of phr.3, marginal		IV6/4	PAC								simple binary aabb		phr.3 PAC feminine ending												
83	145	18	landler 11	Landler	3 quarters	major	16		8	4		a	I	IAC5					4	a	I	PAC				sec.period [each as stat/resp.]	8	4		frag	I	V7											4		modified rep. of phr.2		I	PAC								rounded binary		phr.4 innovation SD												
84	145	18	landler 12	Landler	3 quarters	major	16		8	4		a	I	I no motion					4	b	V7	PAC				continuous	8	4			VI	VI:HC											4		repeat of phr.2		V7	PAC								simple binary abcb														
85	145	18	landler 13	Landler	3 quarters	major	16		8	4		a	I	V7					4	frag	I	PAC				sentence	8	4			V7	IAC3 b3											4		related to phr. 3 [weak csq.?]		V7	PAC								simple binary cont. bb														
86	145	18	landler 14	Landler	3 quarters	major	16		8	4		a	I	IAC3					4	a'	I	PAC				sec. period	8	4		b	V7	IAC5											4		csq. Of phr. 3		V7	PAC								simple binary aabb		m.4 = m.1												
87	145	18	landler 15	Landler	3 quarters	major	16		8	4		a	IV V I	IAC3					4	a'	IV V I	PAC				sec. period	8	4		b	IV	IAC5 b2											4		csq. Of phr. 3		IV	PAC								simple binary aabb		reverse hypermeter												
88	145	18	landler 16	Landler	3 quarters	major	16		8	4		a	I	HC					4	a'	I	PAC				int. period	8	4		b	IV	IAC3											4		csq. Of phr. 3		IV	PAC								simple binary aabb		2nd part reverse hypermeter?												
89	145	18	landler 17	Landler	3 quarters	major	16		8	4		a	I	IAC3					4	a'	I	PAC				sec.period	8	4		b	IV	IAC3											4		csq. Of phr. 3		IV	PAC								simple binary aabb		reverse hypermeter despite beginning on I												
90	145	18	ecossaise 1	Ecossaise	2 quarters	major	16		8	4		a	I	PAC					4	a'	I	PAC				modif. Repeat	8			active	V/II to II	V/IV to IV				identical with Ecossaise 299,1							4		continuation		V/VI to VI	PAC								simple binary? Stable/active		opposite prog. II IV VI												
91	145	18	ecossaise 2	Ecossaise	2 quarters	major	16		8	4		a	I	V7					4	a'	I	PAC				int. period [V7]	8	4		b	I	IAC3											4		csq. Of phr. 3		I	PAC								simple binary aabb														
92	145	18	ecossaise 3	Ecossaise	2 quarters	to rel. major	16/24 endings]		16 2 endings	8	4	a	I	V7 over I pp	4	b	I 	V7 over I pp	4	a	I	V7 over I pp	4	I	PAC	int. period [endings]	8	4		b	III	III no motion											4		csq. Of phr. 3		III	III:PAC								simple binary, aa [endings] bb														
93	145	18	ecossaise 4	Ecossaise	2 quarters	major	16		8	4		a	I	I no motion					4	b	V7	PAC				continuous	8	4		[knupf]	V7/VI	V										fonte	4		identical to phr. 2		V7	PAC								abcb		m.9 knupf from m.7							variant as D.529,3 with IACs					
94	145	18	ecossaise 5	Ecossaise	2 quarters	major	16		8	4		a	I	PAC					4	contin.	I	PAC				continuous, bass imit.: marginal period?	8	4		b	IV	IAC5											4		continuation		V7	PAC								simple binary no repeats		1st half latent new beginnnig			2nd half harmo. 8va down				variant as D.421,1					
95	145	18	ecossaise 6	Ecossaise	2 quarters	major	16		8	4		a	I	HC					4	a'	I	PAC				int. period	8	4		b	V	V no motion										ponte	4		identical to phr. 2, mel. oct. lower		I	PAC								rounded binary														
96	145	18	ecossaise 7	Ecossaise	2 quarters	major	8		4	2		a	I	I no motion					4	b	IV	I after ctc				continuous	4	2		c	V/bII	bII										stationary no V	4		continuation		V to I	PAC								simple binary no repeats		reverse notated meter												
97	145	18	ecossaise 8 v2	Ecossaise	2 quarters	to rel. major	8/16 2vv		8	4		a	I	PAC weak					4	a'	I	PAC				marginal period	8	4		b	III	III:HC											4		csq. Of phr. 3		III	III:PAC								simple binary aabb		phr. 1 PAC with no stop												
98	145	18	ecossaise 9	Ecossaise	2 quarters	major	8		4	2		a	I	IAC3 b2.2					4	a'	I	PAC				marginal period	4	2		b	IV	PAC											4		csq. Of phr. 3		IV	PAC								simple binary aabb		phr. 3 ctc, in phr. 3 becomes VII/V												
99	146	post.127	1	main waltz	3 quarters	major	24		8	4		a	I	I no motion					4	b	V7 over I pp	PAC					16	8	4	a'	VI	VI no motion	4	a''	IV	IV no motion							8		repeat of large-phr.1		I	I no motion						V7 over Ipp	PAC	ternary		middle plagal												
100	146	post.127	1	trio	3 quarters	major	24		8	4		a	I 	V7					4	a'	I	PAC				int. period	16	8	4	b	V	cons.6/4	4	a''	V	PAC						sec.period	8		analogous to large-phr.1		I	V7					a''	I	PAC	ternary		large A' csq. More subtantial												
101	146	post.127	2	waltz	3 quarters	major	16		8	4?		a	I	V/II 					4	b	II	PAC				continuous	8	4		c	V7/IV	IV											4		transp. Of phr. 3		V	PAC								simple binary cont. bb		mm.1 2 3 identical			first 8 not clearly subdivided				reverse hypermeter after double bar					
