id	segment_id	chords
106	10	('G', 'dominant7')
106	11	('C', 'minor6')
106	12	('C', 'major')
106	13	('C', 'suspension')
106	14	('C', 'major')
106	15	('C', 'major')
106	16	('C', 'major')
106	17	('C', 'major')
106	18	('C', 'major')
106	19	('C', 'major64')
106	20	('C', 'major64')
106	21	('B', 'dominant65')
106	22	('B', 'dominant65')
106	23	('G', 'dominant7')
106	24	('C', 'M3')
107	1	('C', 'major')
107	2	('C', 'major')
107	3	('G', 'major')
107	4	('B', 'minor64')
107	5	('C', 'major')
107	6	('C', 'major')
107	7	('D', 'dominant7')
107	8	('G', 'major')
107	9	('G', 'suspension')
107	10	('G', 'major')
107	11	('G', 'suspension')
107	12	('G', 'major')
107	13	('G', 'suspension')
107	14	('G', 'major')
107	15	('G', 'suspension')
107	16	('G', 'major')
107	17	('G', 'dominant7')
107	18	('G', 'dominant7')
107	19	('G', 'dominant7')
107	20	('G', 'dominant7')
107	21	('G', 'dominant7')
107	22	('G', 'ambiguous')
107	23	('G', 'major64')
107	24	('G', 'dominant7')
107	25	('G', 'minor64')
107	26	('G', 'minor64')
107	27	('G', 'major')
107	28	('C', 'suspension')
107	29	('C', 'major')
107	30	('C', 'dominant7')
107	31	('C', 'major64')
107	32	('C', 'major')
107	33	('C', 'major')
107	34	('E', 'major6')
107	35	('G', 'major')
107	36	('C', 'major')
107	37	('C', 'suspension')
107	38	('C', 'major')
107	39	('C', 'suspension')
107	40	('C', 'major')
107	41	('C', 'suspension')
107	42	('C', 'major')
107	43	('C', 'suspension')
107	44	('C', 'major')
108	1	('C', 'major')
108	2	('C', 'major')
108	3	('C', 'minor64')
108	4	('C', 'minor64')
108	5	('C', 'suspension')
108	6	('C', 'suspension')
108	7	('C', 'major')
108	8	('C', 'major')
108	9	('C', 'major')
108	10	('C', 'major')
108	11	('C', 'minor64')
108	12	('C', 'minor64')
108	13	('C', 'suspension')
108	14	('C', 'suspension')
108	15	('C', 'major')
108	16	('C', 'M3')
108	17	('A', 'major')
108	18	('A', 'dominant7')
108	19	('D', 'minor')
108	20	('D', 'minor')
108	21	('C', 'major')
108	22	('C', 'dominant7')
108	23	('F', 'major')
108	24	('F', 'major')
108	25	('E', 'dominant43')
108	26	('D', 'minor')
108	27	('G', 'major64')
108	28	('G', 'major')
108	29	('C', 'major')
108	30	('C', 'major')
108	31	('C', 'minor64')
108	32	('C', 'minor64')
108	33	('C', 'suspension')
108	34	('C', 'suspension')
108	35	('C', 'major')
108	36	('C', 'major')
108	37	('C', 'major')
108	38	('C', 'major')
108	39	('C', 'minor64')
108	40	('C', 'minor64')
108	41	('C', 'suspension')
108	42	('C', 'suspension')
108	43	('C', 'major')
108	44	('C', 'M3')
109	1	('E', 'major')
109	2	('B', 'dominant65')
109	3	('G', 'major')
109	4	('G', 'dominant7')
109	5	('B', 'minor')
109	6	('G', 'dominant7')
109	7	('C', 'major')
109	8	('G', 'major')
109	9	('G', 'major')
109	10	('G', 'major')
109	11	('G', 'major')
109	12	('G', 'major')
109	13	('G', 'major')
109	14	('G', 'major')
109	15	('G', 'major')
109	16	('G', 'major')
109	17	('B', 'major')
109	18	('F#', 'dominant65')
109	19	('D', 'dominant7')
109	20	('D', 'dominant7')
109	21	('F#', 'dominant65')
109	22	('D', 'dominant7')
109	23	('B', 'minor')
109	24	('C', 'major')
109	25	('C', 'major')
109	26	('C', 'major')
109	27	('C', 'major')
109	28	('C', 'major')
109	29	('C', 'major')
109	30	('C', 'major')
109	31	('C', 'major')
109	32	('C', 'M3')
110	1	('C', 'major')
110	2	('C', 'major')
110	3	('C', 'suspension')
110	4	('C', 'major')
110	5	('C', 'major')
110	6	('B', 'major6')
110	7	('A', 'dominant43')
110	8	('G', 'M3')
110	9	('G', 'P5')
110	10	('G', 'suspension')
110	11	('G', 'P5')
110	12	('G', 'major')
110	13	('G', 'P5')
110	14	('G', 'suspension')
110	15	('G', 'P5')
110	16	('G', 'major')
110	17	('C', 'major')
110	18	('C', 'major')
110	19	('C', 'suspension')
110	20	('C', 'major')
110	21	('C', 'major')
110	22	('F', 'major')
110	23	('G', 'dominant7')
110	24	('C', 'M3')
111	1	('A', 'minor')
111	2	('A', 'minor')
111	3	('G#', 'dominant65')
111	4	('G#', 'dominant65')
111	5	('A', 'minor')
111	6	('F', 'major')
111	7	('G', 'dominant7')
111	8	('G', 'dominant7')
111	9	('G', 'dominant7')
111	10	('G', 'dominant7')
111	11	('G', 'major64')
111	12	('G', 'major')
111	13	('G', 'dominant7')
111	14	('G', 'dominant7')
111	15	('C', 'major')
111	16	('G#', 'dominant65')
111	17	('A', 'minor')
111	18	('A', 'minor')
111	19	('G#', 'dominant65')
111	20	('G#', 'dominant65')
111	21	('A', 'minor')
111	22	('F', 'major')
111	23	('E', 'dominant7')
111	24	('A', 'm3')
112	1	('C', 'major')
112	2	('C', 'major')
112	3	('C', 'suspension')
112	4	('C', 'major')
112	5	('C', 'major')
112	6	('C', 'minor6')
112	7	('D', 'dominant7')
112	8	('G', 'dominant7')
112	9	('G', 'dominant7')
112	10	('G', 'dominant7')
112	11	('G', 'dominant7')
112	12	('G', 'dominant7')
112	13	('G', 'dominant7')
112	14	('G', 'dominant7')
112	15	('G', 'dominant7')
112	16	('G', 'dominant7')
112	17	('C', 'major')
112	18	('C', 'major')
112	19	('C', 'suspension')
112	20	('C', 'major')
112	21	('A', 'minor')
112	22	('F', 'major')
112	23	('G', 'dominant7')
112	24	('C', 'M3')
113	1	('C', 'major')
113	2	('C', 'major')
113	3	('C', 'suspension')
113	4	('C', 'major')
113	5	('C', 'major')
113	6	('C', 'major')
113	7	('C', 'major')
113	8	('C', 'major')
113	9	('E', 'minor')
113	10	('E', 'minor')
113	11	('B', 'dominant7')
113	12	('B', 'dominant7')
113	13	('E', 'minor')
113	14	('C', 'diminished2')
113	15	('D', 'dominant7')
113	16	('C', 'major')
113	17	('C', 'major')
113	18	('C', 'major')
113	19	('C', 'suspension')
113	20	('C', 'major')
113	21	('C', 'major')
113	22	('C', 'major')
113	23	('C', 'major')
113	24	('C', 'major')
114	1	('C', 'major')
114	2	('C', 'major')
114	3	('A', 'minor')
114	4	('A', 'minor')
114	5	('B', 'major6')
114	6	('C', 'major')
114	7	('C', 'major')
114	8	('C', 'major')
114	9	('A', 'minor')
114	10	('A', 'minor')
114	11	('A', 'minor')
114	12	('A', 'minor')
114	13	('A', 'minor')
114	14	('A', 'minor')
114	15	('A', 'minor')
114	16	('A', 'minor')
114	17	('C', 'major')
114	18	('C', 'major')
114	19	('A', 'minor')
114	20	('A', 'minor')
114	21	('B', 'major6')
114	22	('C', 'major')
114	23	('C', 'major')
114	24	('C', 'major')
115	1	('C', 'major')
115	2	('C', 'major')
115	3	('C', 'major')
115	4	('C', 'major')
115	5	('C', 'suspension')
115	6	('C', 'major')
115	7	('C', 'suspension')
115	8	('C', 'major')
115	9	('C', 'major')
115	10	('C', 'major')
115	11	('C', 'major')
115	12	('C', 'major')
115	13	('B', 'major')
115	14	('B', 'minor64')
115	15	('B', 'dominant7')
115	16	('G', 'dominant7')
115	17	('G', 'dominant7')
115	18	('G', 'dominant7')
115	19	('G', 'dominant7')
115	20	('G', 'dominant7')
115	21	('G', 'dominant7')
115	22	('G', 'dominant7')
115	23	('G', 'dominant7')
115	24	('G', 'dominant7')
115	25	('C', 'major')
115	26	('C', 'major')
115	27	('C', 'major')
115	28	('C', 'major')
115	29	('C', 'suspension')
115	30	('C', 'major')
115	31	('C', 'suspension')
115	32	('C', 'M3')
116	1	('C', 'major')
116	2	('C', 'major')
116	3	('C', 'suspension')
116	4	('C', 'major')
116	5	('C', 'major')
116	6	('C', 'major')
116	7	('C', 'suspension')
116	8	('C', 'major')
116	9	('E', 'dominant7')
116	10	('E', 'major')
116	11	('E', 'minor64')
116	12	('C', 'major')
116	13	('C', 'major')
116	14	('C', 'major')
116	15	('C', 'suspension')
116	16	('C', 'major')
117	1	('G', 'unison')
117	2	('G', 'unison')
117	3	('G', 'dominant7')
117	4	('G', 'dominant7')
117	5	('G', 'dominant7')
117	6	('G', 'dominant7')
117	7	('C', 'major')
117	8	('A', 'dominant43')
117	9	('D', 'dominant7')
117	10	('G', 'major')
117	11	('Bb', 'unison')
117	12	('Bb', 'unison')
117	13	('Bb', 'major64')
117	14	('Bb', 'dominant7')
117	15	('Bb', 'minor64')
117	16	('Bb', 'dominant7')
117	17	('Bb', 'dominant7')
117	18	('Bb', 'minor64')
117	19	('Bb', 'dominant7')
117	20	('Bb', 'minor64')
117	21	('B', 'major')
117	22	('B', 'major')
117	23	('B', 'major')
117	24	('B', 'major')
117	25	('B', 'minor64')
117	26	('B', 'major')
117	27	('B', 'suspension')
117	28	('G', 'M3')
117	29	('G', 'unison')
117	30	('G', 'unison')
117	31	('G', 'dominant7')
117	32	('G', 'dominant7')
117	33	('G', 'dominant7')
117	34	('G', 'dominant7')
117	35	('C', 'major')
117	36	('A', 'dominant43')
117	37	('G', 'dominant7')
117	38	('C', 'major')
118	1	('G', 'major64')
118	2	('G', 'major64')
118	3	('G', 'dominant7')
118	4	('G', 'major64')
118	5	('G', 'major64')
118	6	('G', 'major64')
118	7	('G', 'dominant7')
118	8	('C', 'major')
118	9	('Eb', 'major64')
118	10	('Eb', 'major64')
118	11	('Eb', 'dominant7')
118	12	('Ab', 'major')
118	13	('Ab', 'major')
118	14	('Ab', 'major')
118	15	('Ab', 'major')
118	16	('G', 'M3')
118	17	('G', 'major64')
118	18	('G', 'major64')
118	19	('G', 'dominant7')
118	20	('G', 'major64')
118	21	('G', 'major64')
118	22	('G', 'major64')
118	23	('G', 'dominant7')
118	24	('C', 'major')
119	1	('C', 'major')
119	2	('C', 'major')
119	3	('G', 'dominant7')
119	4	('G', 'major')
119	5	('G', 'major')
119	6	('G', 'dominant7')
119	7	('C', 'major')
119	8	('C', 'major')
119	9	('E', 'major')
119	10	('E', 'major')
119	11	('E', 'major')
119	12	('E', 'major')
119	13	('E', 'major')
119	14	('E', 'major')
119	15	('E', 'major')
119	16	('G', 'minor6')
119	17	('C', 'major')
119	18	('C', 'major')
119	19	('G', 'dominant7')
119	20	('G', 'major')
119	21	('G', 'major')
119	22	('G', 'dominant7')
119	23	('C', 'major')
119	24	('C', 'major')
120	1	('C', 'major')
120	2	('C', 'major')
120	3	('C', 'suspension')
120	4	('C', 'major')
120	5	('G', 'major64')
120	6	('G', 'dominant7')
120	7	('G', 'dominant7')
120	8	('G', 'major')
120	9	('G', 'major')
120	10	('G', 'major')
120	11	('G', 'suspension')
120	12	('G', 'major')
120	13	('D', 'major64')
120	14	('D', 'dominant7')
120	15	('D', 'dominant7')
120	16	('G', 'major')
120	17	('G', 'dominant7')
120	18	('G', 'dominant7')
120	19	('G', 'dominant7')
120	20	('B', 'dominant65')
120	21	('C', 'major')
120	22	('C', 'major')
120	23	('C', 'suspension')
120	24	('C', 'major')
120	25	('G', 'major64')
120	26	('G', 'dominant7')
120	27	('G', 'dominant7')
120	28	('C', 'major')
121	1	('A', 'minor')
121	2	('E', 'dominant7')
121	3	('A', 'minor')
121	4	('E', 'major')
121	5	('A', 'minor')
121	6	('D', 'dominant43')
121	7	('C', 'minor6')
121	8	('E', 'dominant7')
121	9	('E', 'dominant7')
121	10	('D#', 'dominant65')
121	11	('E', 'minor64')
121	12	('D#', 'minor64')
121	13	('E', 'dominant7')
121	14	('E', 'minor64')
121	15	('E', 'minor64')
121	16	('E', 'major')
121	17	('A', 'major')
121	18	('D', 'major')
121	19	('E', 'dominant7')
121	20	('A', 'major')
121	21	('D', 'minor6')
121	22	('D', 'minor6')
121	23	('D', 'dominant2')
121	24	('A', 'M3')
122	1	('C', 'major')
122	2	('F', 'major')
122	3	('G', 'dominant7')
122	4	('C', 'major')
122	5	('C', 'major')
122	6	('F', 'major')
122	7	('G', 'dominant7')
122	8	('C', 'major')
122	9	('G', 'dominant7')
122	10	('G', 'dominant7')
122	11	('C', 'diminished2')
122	12	('C', 'diminished2')
122	13	('G', 'dominant7')
122	14	('G', 'dominant7')
122	15	('C', 'dominant2')
122	16	('C', 'major')
123	1	('G', 'dominant7')
123	2	('C', 'major')
123	3	('G', 'dominant7')
123	4	('C', 'M3')
123	5	('G', 'dominant7')
123	6	('C', 'major')
123	7	('G', 'dominant7')
123	8	('C', 'major')
123	9	('D', 'dominant7')
123	10	('G', 'major')
123	11	('D', 'dominant7')
123	12	('G', 'M3')
123	13	('D', 'dominant7')
123	14	('G', 'major')
123	15	('D', 'dominant7')
123	16	('G', 'major')
123	17	('G', 'dominant7')
123	18	('C', 'major')
123	19	('G', 'dominant7')
123	20	('C', 'M3')
123	21	('G', 'dominant7')
123	22	('C', 'major')
123	23	('G', 'dominant7')
123	24	('C', 'M3')
124	1	('G#', 'diminished7')
124	2	('A', 'minor')
124	3	('G#', 'diminished7')
124	4	('A', 'minor')
124	5	('A', 'minor7')
124	6	('G', 'major64')
124	7	('G', 'dominant7')
124	8	('C', 'M3')
124	9	('G', 'dominant7')
124	10	('C', 'major')
124	11	('G', 'dominant7')
124	12	('C', 'major')
124	13	('G', 'dominant7')
124	14	('C', 'major')
124	15	('G', 'dominant7')
124	16	('C', 'major')
125	1	('E', 'minor')
125	2	('C#', 'dominant65')
125	3	('D', 'minor')
125	4	('D', 'dominant43')
125	5	('G#', 'dominant65')
125	6	('F#', 'dominant65')
125	7	('E', 'minor')
125	8	('C', 'major')
125	9	('G', 'dominant7')
125	10	('G', 'dominant7')
125	11	('C', 'major')
125	12	('C', 'major')
125	13	('G', 'dominant7')
125	14	('G', 'dominant7')
125	15	('C', 'major')
125	16	('C', 'major')
126	1	('C', 'major')
126	2	('G', 'dominant7')
126	3	('G', 'dominant7')
126	4	('C', 'major')
126	5	('C', 'major')
126	6	('G#', 'dominant65')
126	7	('A', 'minor')
126	8	('A', 'm3')
126	9	('D', 'minor')
126	10	('B', 'dominant43')
126	11	('C', 'minor6')
126	12	('E', 'major')
126	13	('G', 'dominant7')
126	14	('C', 'major')
126	15	('G', 'dominant7')
126	16	('C', 'major')
127	1	('C', 'major')
127	2	('C', 'major64')
127	3	('C', 'major64')
127	4	('C', 'major')
127	5	('C', 'major')
127	6	('G#', 'major6')
127	7	('A', 'minor')
127	8	('E', 'major')
127	9	('G', 'dominant7')
127	10	('G', 'dominant7')
127	11	('G', 'dominant7')
127	12	('G', 'dominant7')
127	13	('C', 'major')
127	14	('F#', 'minor7')
127	15	('G', 'dominant7')
127	16	('C', 'major')
128	1	('G', 'dominant7')
128	2	('C', 'major')
128	3	('G', 'dominant7')
128	4	('C', 'major')
128	5	('E', 'dominant7')
128	6	('A', 'minor')
128	7	('E', 'dominant7')
128	8	('A', 'minor7')
128	9	('G', 'dominant7')
128	10	('G', 'dominant7')
128	11	('G', 'dominant7')
128	12	('G', 'dominant7')
128	13	('E', 'dominant7')
128	14	('E', 'dominant7')
128	15	('E', 'dominant7')
128	16	('E', 'dominant7')
128	17	('E', 'dominant7')
128	18	('A', 'minor')
128	19	('E', 'dominant7')
128	20	('A', 'minor7')
128	21	('G', 'dominant7')
128	22	('C', 'major')
128	23	('G', 'dominant7')
128	24	('C', 'major')
129	1	('C', 'major')
129	2	('B', 'dominant65')
129	3	('C', 'major')
129	4	('G', 'dominant7')
129	5	('C', 'major')
129	6	('B', 'dominant65')
129	7	('C', 'major')
129	8	('C', 'M3')
129	9	('A', 'major6')
129	10	('Ab', 'minor6')
129	11	('G', 'major64')
129	12	('F#', 'dominant65')
129	13	('F', 'dominant43')
129	14	('E', 'major6')
129	15	('G', 'dominant7')
129	16	('C', 'M3')
130	1	('C', 'major')
130	2	('G', 'suspension')
130	3	('G', 'dominant7')
130	4	('C', 'major')
130	5	('C', 'major')
130	6	('G', 'suspension')
130	7	('G', 'dominant7')
130	8	('C', 'M3')
130	9	('D', 'dominant7')
130	10	('G', 'major')
130	11	('D', 'dominant7')
130	12	('G', 'major')
130	13	('D', 'dominant7')
130	14	('G', 'major')
130	15	('D', 'dominant7')
130	16	('G', 'minor6')
130	17	('C', 'major')
130	18	('G', 'suspension')
130	19	('G', 'dominant7')
130	20	('C', 'major')
130	21	('C', 'major')
130	22	('G', 'suspension')
130	23	('G', 'dominant7')
130	24	('C', 'M3')
131	1	('A', 'minor')
131	2	('D', 'minor7')
131	3	('A', 'minor')
131	4	('E', 'minor64')
131	5	('A', 'minor')
131	6	('D', 'minor7')
131	7	('A', 'minor')
131	8	('E', 'minor64')
131	9	('B', 'dominant7')
131	10	('E', 'minor')
131	11	('G', 'dominant7')
131	12	('C', 'major')
131	13	('B', 'dominant7')
131	14	('E', 'minor')
131	15	('G', 'dominant7')
131	16	('C', 'major')
132	1	('E', 'minor7')
132	2	('E', 'P5')
132	3	('F', 'major')
132	4	('F', 'major')
132	5	('G', 'dominant7')
132	6	('G', 'dominant7')
132	7	('G', 'dominant7')
132	8	('E', 'major6')
132	9	('C', 'dominant7')
132	10	('C', 'dominant7')
132	11	('F', 'M3')
132	12	('A', 'minor')
132	13	('G', 'dominant7')
132	14	('G', 'P5')
132	15	('E', 'minor7')
132	16	('E', 'm6')
133	1	('C', 'major')
133	2	('C', 'major')
133	3	('C', 'dominant2')
133	4	('C', 'major')
133	5	('C', 'dominant7')
133	6	('C', 'major64')
133	7	('C', 'major64')
133	8	('C', 'major')
133	9	('G', 'ambiguous')
133	10	('G', 'dominant2')
133	11	('G', 'minor64')
133	12	('G', 'dominant7')
133	13	('Bb', 'dominant2')
133	14	('Ab', 'major')
133	15	('G', 'dominant7')
133	16	('C', 'M3')
134	1	('C', 'major')
134	2	('G', 'dominant7')
134	3	('C', 'major')
134	4	('G', 'dominant7')
134	5	('C', 'major')
134	6	('D', 'major64')
134	7	('D', 'dominant7')
134	8	('G', 'M3')
134	9	('A', 'dominant7')
134	10	('D', 'minor')
134	11	('G', 'dominant7')
134	12	('C', 'major')
134	13	('Bb', 'dominant2')
134	14	('A', 'major6')
134	15	('G', 'dominant7')
134	16	('C', 'M3')
135	1	('C', 'major')
135	2	('C', 'major')
135	3	('C', 'major')
135	4	('C', 'major')
135	5	('C', 'suspension')
135	6	('C', 'major64')
135	7	('C', 'major')
135	8	('C', 'major')
135	9	('G', 'major64')
135	10	('G', 'major')
135	11	('E', 'minor64')
135	12	('E', 'major')
135	13	('C', 'major64')
135	14	('C', 'major')
135	15	('G', 'dominant7')
135	16	('C', 'M3')
136	1	('C', 'major')
136	2	('C', 'major64')
136	3	('C', 'major')
136	4	('C', 'suspension')
136	5	('C', 'major')
136	6	('C', 'major64')
136	7	('C', 'major')
136	8	('C', 'major')
136	9	('E', 'major6')
136	10	('F', 'major')
136	11	('A', 'dominant7')
136	12	('D', 'minor')
136	13	('B', 'major6')
136	14	('C', 'major')
136	15	('G', 'dominant7')
136	16	('C', 'major')
137	1	('E', 'major6')
137	2	('G', 'dominant7')
137	3	('E', 'major6')
137	4	('G', 'dominant7')
137	5	('E', 'dominant65')
137	6	('F', 'major')
137	7	('G', 'dominant7')
137	8	('C', 'M3')
137	9	('A', 'minor')
137	10	('G', 'major')
137	11	('C', 'major')
137	12	('B', 'major')
137	13	('E', 'minor')
137	14	('E', 'dominant65')
137	15	('F', 'dominant2')
137	16	('C', 'M3')
138	1	('C', 'major')
138	2	('B', 'major6')
138	3	('A', 'minor7')
138	4	('G', 'major64')
138	5	('F#', 'diminished7')
138	6	('G', 'major64')
138	7	('G', 'dominant7')
138	8	('C', 'M3')
138	9	('A', 'minor')
138	10	('E', 'major')
138	11	('E', 'dominant7')
138	12	('A', 'minor')
138	13	('C', 'major')
138	14	('G', 'major')
138	15	('G', 'dominant7')
138	16	('C', 'major')
139	1	('C', 'diminished2')
139	2	('C', 'diminished2')
139	3	('C', 'major')
139	4	('C', 'major')
139	5	('G', 'dominant7')
139	6	('G', 'major64')
139	7	('G', 'dominant7')
139	8	('C', 'M3')
139	9	('C', 'major')
139	10	('D#', 'diminished7')
139	11	('D', 'minor7')
139	12	('D', 'minor7')
139	13	('G', 'major')
139	14	('Bb', 'minor6')
139	15	('C', 'major')
139	16	('C', 'major')
140	1	('G', 'major64')
140	2	('G', 'dominant7')
140	3	('G', 'major64')
140	4	('G', 'major')
140	5	('G', 'major64')
140	6	('G', 'dominant7')
140	7	('G', 'dominant7')
140	8	('C', 'major')
140	9	('G', 'suspension')
140	10	('G', 'dominant7')
140	11	('G', 'major')
140	12	('C', 'major')
140	13	('G', 'suspension')
140	14	('G', 'dominant7')
140	15	('G', 'dominant7')
140	16	('C', 'M3')
141	1	('C', 'major')
141	2	('A', 'minor')
141	3	('F', 'major')
141	4	('C', 'major')
141	5	('G', 'dominant7')
141	6	('C', 'major')
141	7	('G', 'dominant7')
141	8	('C', 'M3')
141	9	('C', 'major')
141	10	('F', 'major')
141	11	('C', 'major')
141	12	('F', 'major')
141	13	('B', 'major6')
141	14	('C', 'major')
141	15	('G', 'dominant7')
141	16	('C', 'major')
142	1	('A', 'minor')
142	2	('F', 'major')
142	3	('G', 'dominant7')
142	4	('B', 'dominant65')
142	5	('C', 'major')
142	6	('B', 'M3')
142	7	('G', 'major64')
142	8	('E', 'major6')
142	9	('D', 'major6')
142	10	('D', 'major6')
142	11	('D', 'ambiguous')
142	12	('D', 'dominant2')
142	13	('C', 'minor6')
142	14	('F', 'major')
142	15	('D', 'dominant2')
142	16	('A', 'm3')
143	1	('C', 'major')
143	2	('D', 'dominant43')
143	3	('E', 'major6')
143	4	('C', 'major')
143	5	('G', 'dominant7')
143	6	('G', 'major64')
143	7	('G', 'major64')
143	8	('G', 'major')
143	9	('F', 'major')
143	10	('E', 'dominant43')
143	11	('D', 'minor')
143	12	('G', 'dominant7')
143	13	('G', 'major64')
143	14	('G', 'dominant7')
143	15	('C', 'suspension')
143	16	('C', 'major')
143	17	('A', 'dominant43')
143	18	('C', 'dominant2')
143	19	('B', 'minor7')
143	20	('D', 'dominant43')
143	21	('E', 'dominant65')
143	22	('F', 'major')
143	23	('G', 'major64')
143	24	('G', 'major')
143	25	('C', 'major')
143	26	('D', 'dominant43')
143	27	('E', 'major6')
143	28	('Bb', 'dominant2')
143	29	('A', 'minor')
143	30	('A', 'minor7')
143	31	('C', 'major')
143	32	('F#', 'diminished7')
143	33	('G', 'major64')
143	34	('G', 'dominant7')
143	35	('C', 'suspension')
143	36	('C', 'major')
144	1	('C', 'major')
144	2	('D', 'm3')
144	3	('E', 'm3')
144	4	('C', 'major')
144	5	('F', 'ambiguous')
144	6	('G', 'suspension')
144	7	('Ab', 'major')
144	8	('F#', 'dominant65')
144	9	('G', 'major64')
144	10	('G', 'dominant7')
144	11	('C', 'major')
144	12	('D', 'm3')
144	13	('E', 'm3')
144	14	('C', 'major')
144	15	('F', 'ambiguous')
144	16	('G', 'suspension')
144	17	('Ab', 'major')
144	18	('A', 'dominant43')
144	19	('B', 'major6')
144	20	('D', 'dominant7')
144	21	('G', 'M3')
144	22	('G', 'dominant7')
144	23	('D', 'dominant2')
144	24	('B', 'dominant43')
144	25	('G#', 'dominant65')
144	26	('A', 'minor')
144	27	('C', 'dominant2')
144	28	('A', 'dominant43')
144	29	('F#', 'dominant65')
144	30	('G', 'major')
144	31	('G', 'major')
144	32	('G', 'major')
144	33	('G', 'major')
144	34	('G', 'dominant7')
144	35	('C', 'major')
144	36	('D', 'm3')
144	37	('E', 'm3')
144	38	('C', 'major')
144	39	('F', 'ambiguous')
144	40	('G', 'suspension')
144	41	('Ab', 'major')
144	42	('F#', 'dominant65')
144	43	('G', 'major64')
144	44	('G', 'dominant7')
144	45	('A', 'minor')
144	46	('F', 'ambiguous')
144	47	('G', 'major64')
144	48	('G', 'dominant7')
144	49	('E', 'major6')
144	50	('C', 'M3')
145	1	('E', 'major6')
145	2	('F', 'major')
145	3	('G', 'M3')
145	4	('A', 'minor7')
145	5	('F', 'major')
145	6	('E', 'minor7')
145	7	('G', 'dominant7')
145	8	('C', 'ambiguous')
145	9	('B', 'dominant65')
145	10	('D', 'dominant43')
145	11	('C#', 'dominant65')
145	12	('E', 'dominant43')
145	13	('G', 'dominant7')
145	14	('G', 'dominant7')
145	15	('G', 'suspension')
145	16	('G', 'dominant7')
145	17	('A', 'dominant43')
145	18	('B', 'dominant65')
145	19	('E', 'major6')
145	20	('F', 'major')
145	21	('G', 'M3')
145	22	('A', 'minor7')
145	23	('F', 'major')
145	24	('E', 'minor7')
145	25	('G', 'dominant7')
145	26	('C', 'unison')
146	1	('C', 'major')
146	2	('C', 'major')
146	3	('C', 'major64')
146	4	('C', 'major')
146	5	('C', 'major')
146	6	('C', 'major')
146	7	('D', 'dominant7')
146	8	('G', 'dominant7')
146	9	('G', 'dominant7')
146	10	('G', 'dominant7')
146	11	('G', 'dominant7')
146	12	('G', 'major')
146	13	('G', 'major')
146	14	('G', 'major')
146	15	('G', 'major')
146	16	('G', 'dominant7')
146	17	('G', 'major64')
146	18	('C', 'major')
146	19	('C', 'major')
146	20	('C', 'major64')
146	21	('C', 'major')
146	22	('C', 'major')
146	23	('C', 'major')
146	24	('C', 'major64')
146	25	('C', 'major')
147	1	('C', 'major')
147	2	('C', 'major')
147	3	('C', 'major')
147	4	('C', 'dominant2')
147	5	('C', 'major')
147	6	('C', 'major')
147	7	('C', 'major64')
147	8	('C', 'minor6')
147	9	('C', 'major')
147	10	('C', 'major')
147	11	('C', 'major')
147	12	('C', 'major')
147	13	('G', 'major')
147	14	('G', 'major')
147	15	('G', 'diminished2')
147	16	('G', 'major64')
147	17	('C', 'major')
147	18	('C', 'major')
147	19	('C', 'major')
147	20	('C', 'dominant2')
147	21	('C', 'major')
147	22	('C', 'major')
147	23	('C', 'major64')
147	24	('C', 'M3')
148	1	('C', 'major')
148	2	('C', 'major')
148	3	('B', 'dominant65')
148	4	('B', 'dominant65')
148	5	('C', 'major')
148	6	('F', 'minor6')
148	7	('G', 'dominant7')
148	8	('G', 'dominant7')
148	9	('C', 'major')
148	10	('C', 'major')
148	11	('B', 'dominant65')
148	12	('B', 'dominant65')
148	13	('C', 'major')
148	14	('F', 'minor6')
148	15	('G', 'dominant7')
148	16	('C', 'M3')
148	17	('B', 'minor64')
148	18	('B', 'minor')
148	19	('F#', 'unison')
148	20	('G', 'major')
148	21	('B', 'unison')
148	22	('B', 'minor')
148	23	('F#', 'unison')
148	24	('G', 'suspension')
148	25	('C', 'major')
148	26	('C', 'major')
148	27	('B', 'dominant65')
148	28	('B', 'dominant65')
148	29	('C', 'major')
148	30	('A', 'minor')
148	31	('F', 'dominant2')
148	32	('C', 'M3')
149	1	('C', 'major')
149	2	('B', 'dominant65')
149	3	('C', 'major')
149	4	('G', 'major')
149	5	('C', 'major')
149	6	('B', 'dominant65')
149	7	('B', 'dominant65')
149	8	('E', 'major6')
149	9	('E', 'major')
149	10	('D', 'dominant2')
149	11	('C', 'minor6')
149	12	('A', 'minor')
149	13	('A', 'm3')
149	14	('D#', 'D3')
149	15	('E', 'M7')
149	16	('E', 'unison')
149	17	('C', 'major')
149	18	('B', 'dominant65')
149	19	('C', 'major')
149	20	('G', 'major')
149	21	('C', 'major')
149	22	('B', 'dominant65')
149	23	('G', 'dominant7')
149	24	('C', 'major')
150	1	('G', 'dominant7')
150	2	('G', 'dominant7')
150	3	('G', 'major64')
150	4	('G', 'major64')
150	5	('G', 'dominant7')
150	6	('G', 'dominant7')
150	7	('G', 'dominant7')
150	8	('C', 'M3')
150	9	('E', 'dominant7')
150	10	('A', 'm3')
150	11	('D', 'dominant7')
150	12	('G', 'M3')
150	13	('G', 'dominant7')
150	14	('G', 'major64')
150	15	('G', 'dominant7')
150	16	('C', 'major')
151	1	('C', 'major')
151	2	('F', 'major')
151	3	('D', 'minor')
151	4	('G', 'major')
151	5	('G', 'dominant7')
151	6	('C', 'major')
151	7	('G', 'dominant7')
