id	segment_id	chords
219	9	('G', 'dominant2')
219	10	('G', 'ambiguous')
219	11	('G', 'dominant7')
219	12	('C', 'major')
219	13	('E', 'minor')
219	14	('F', 'dominant2')
219	15	('G', 'dominant7')
219	16	('C', 'M3')
220	1	('C', 'major')
220	2	('F', 'minor6')
220	3	('G', 'dominant7')
220	4	('A', 'minor')
220	5	('E', 'dominant65')
220	6	('F', 'minor6')
220	7	('G', 'dominant7')
220	8	('C', 'M3')
220	9	('E', 'major')
220	10	('D', 'minor')
220	11	('F', 'dominant2')
220	12	('E', 'minor7')
220	13	('E', 'major')
220	14	('D', 'minor')
220	15	('G', 'dominant7')
220	16	('C', 'major')
221	1	('C', 'major')
221	2	('G', 'dominant7')
221	3	('G', 'dominant7')
221	4	('C', 'major')
221	5	('C', 'major')
221	6	('D', 'major64')
221	7	('D', 'dominant7')
221	8	('G', 'major')
221	9	('C', 'major')
221	10	('G', 'major')
221	11	('D', 'dominant7')
221	12	('G', 'major')
221	13	('G', 'dominant7')
221	14	('G', 'major64')
221	15	('G', 'dominant7')
221	16	('C', 'major')
222	1	('C', 'major')
222	2	('C', 'major')
222	3	('G', 'dominant7')
222	4	('C', 'major')
222	5	('C', 'major')
222	6	('C', 'major')
222	7	('G', 'dominant7')
222	8	('C', 'M3')
222	9	('G', 'dominant7')
222	10	('G', 'major64')
222	11	('G', 'dominant7')
222	12	('G', 'major64')
222	13	('G', 'dominant7')
222	14	('G', 'major64')
222	15	('G', 'dominant7')
222	16	('C', 'M3')
223	1	('C', 'major')
223	2	('C', 'major')
223	3	('C', 'major')
223	4	('C', 'major')
223	5	('G', 'dominant7')
223	6	('G', 'dominant7')
223	7	('C', 'major')
223	8	('C', 'major')
223	9	('D', 'dominant7')
223	10	('D', 'dominant7')
223	11	('G', 'major')
223	12	('G', 'major')
223	13	('G', 'dominant7')
223	14	('G', 'dominant7')
223	15	('G', 'dominant7')
223	16	('C', 'M3')
223	17	('D', 'dominant7')
223	18	('D', 'dominant7')
223	19	('G', 'major')
223	20	('G', 'major')
223	21	('G', 'dominant7')
223	22	('G', 'dominant7')
223	23	('G', 'dominant7')
223	24	('C', 'M3')
224	1	('C', 'major')
224	2	('G', 'dominant7')
224	3	('C', 'major')
224	4	('G', 'dominant7')
224	5	('C', 'major')
224	6	('G', 'dominant7')
224	7	('G', 'dominant7')
224	8	('C', 'M3')
224	9	('D', 'dominant7')
224	10	('D', 'major')
224	11	('D', 'dominant7')
224	12	('G', 'minor6')
224	13	('C', 'major')
224	14	('G', 'dominant7')
224	15	('G', 'dominant7')
224	16	('C', 'M3')
225	1	('G', 'major')
225	2	('G', 'major')
225	3	('C', 'dominant2')
225	4	('G', 'major')
225	5	('G', 'dominant7')
225	6	('G', 'major64')
225	7	('G', 'dominant7')
225	8	('C', 'major')
225	9	('C', 'major')
225	10	('C', 'major')
225	11	('F', 'dominant2')
225	12	('C', 'major')
225	13	('G', 'dominant7')
225	14	('G', 'major64')
225	15	('G', 'dominant7')
225	16	('C', 'M3')
226	1	('C', 'major')
226	2	('G', 'dominant7')
226	3	('D', 'minor7')
226	4	('G', 'major')
226	5	('C', 'major')
226	6	('C', 'major')
226	7	('G', 'dominant7')
226	8	('E', 'm6')
226	9	('E', 'major')
226	10	('G', 'minor6')
226	11	('G', 'major')
226	12	('C', 'major')
226	13	('C', 'major')
226	14	('G', 'dominant7')
226	15	('G', 'dominant7')
226	16	('C', 'M3')
227	1	('G', 'minor6')
227	2	('G', 'major64')
227	3	('G', 'dominant7')
227	4	('G', 'major64')
227	5	('G', 'minor6')
227	6	('G', 'major64')
227	7	('G', 'dominant7')
227	8	('C', 'major')
227	9	('F', 'major')
227	10	('F', 'major')
227	11	('C', 'major')
227	12	('C', 'major')
227	13	('G', 'dominant7')
227	14	('G', 'dominant7')
227	15	('G', 'dominant7')
227	16	('C', 'M3')
228	1	('D', 'major64')
228	2	('E', 'minor7')
228	3	('F', 'dominant43')
228	4	('E', 'major6')
228	5	('D', 'dominant43')
228	6	('C', 'major')
228	7	('F', 'dominant2')
228	8	('C', 'M3')
228	9	('E', 'dominant7')
228	10	('A', 'minor')
228	11	('G', 'dominant7')
228	12	('C', 'major')
228	13	('C', 'dominant7')
228	14	('F', 'dominant2')
228	15	('G', 'major64')
228	16	('C', 'M3')
229	1	('C', 'major')
229	2	('A', 'minor7')
229	3	('F', 'major')
229	4	('D', 'minor')
229	5	('G', 'dominant7')
229	6	('G', 'major64')
229	7	('G', 'dominant7')
229	8	('C', 'major')
229	9	('C', 'major')
229	10	('G', 'dominant7')
229	11	('G', 'dominant7')
229	12	('C', 'major')
229	13	('C', 'major')
229	14	('G', 'dominant7')
229	15	('G', 'dominant7')
229	16	('C', 'major')
229	17	('C', 'major')
229	18	('G', 'dominant7')
229	19	('G', 'dominant7')
229	20	('C', 'major')
229	21	('C', 'major')
229	22	('G', 'dominant7')
229	23	('C', 'major')
229	24	('C', 'major')
229	25	('G', 'major')
229	26	('G', 'major')
229	27	('G', 'major')
229	28	('G', 'major')
229	29	('B', 'dominant7')
229	30	('B', 'dominant43')
229	31	('C', 'dominant2')
229	32	('G', 'major')
229	33	('E', 'minor7')
229	34	('D', 'major')
229	35	('E', 'minor7')
229	36	('D', 'major')
229	37	('G', 'major')
229	38	('B', 'dominant7')
229	39	('A', 'dominant2')
229	40	('E', 'minor')
229	41	('E', 'minor')
229	42	('D', 'major')
229	43	('G', 'major')
229	44	('F#', 'major')
229	45	('B', 'minor')
229	46	('A#', 'dominant65')
229	47	('E', 'dominant2')
229	48	('G', 'major')
229	49	('D', 'major')
229	50	('D', 'major')
229	51	('D', 'major')
229	52	('D', 'dominant7')
229	53	('E', 'dominant7')
229	54	('E', 'dominant43')
229	55	('F', 'dominant2')
229	56	('C', 'major')
229	57	('A', 'minor7')
229	58	('G', 'major')
229	59	('A', 'minor7')
229	60	('G', 'major')
229	61	('C', 'major')
229	62	('E', 'dominant7')
229	63	('D', 'dominant43')
229	64	('C', 'major')
229	65	('G', 'dominant7')
229	66	('G', 'dominant7')
229	67	('A', 'dominant7')
229	68	('F', 'major')
229	69	('F', 'major')
229	70	('E', 'minor7')
229	71	('G', 'dominant7')
229	72	('C', 'major')
229	73	('B', 'major')
229	74	('C#', 'diminished7')
229	75	('G', 'dominant7')
229	76	('C', 'major')
229	77	('B', 'major')
229	78	('C#', 'diminished7')
229	79	('G', 'dominant7')
229	80	('C', 'major')
229	81	('G', 'major')
229	82	('C', 'major')
229	83	('G', 'major')
229	84	('C', 'major')
229	85	('C', 'major')
229	86	('C', 'major')
229	87	('C', 'major')
229	88	('C', 'major')
230	1	('A', 'minor')
230	2	('G#', 'm3')
230	3	('A', 'minor')
230	4	('G#', 'm3')
230	5	('D', 'minor')
230	6	('E', 'major6')
230	7	('G', 'major')
230	8	('C', 'M3')
230	9	('G', 'dominant43')
230	10	('A', 'minor64')
230	11	('G', 'dominant7')
230	12	('G', 'major64')
230	13	('G', 'dominant7')
230	14	('G', 'major64')
230	15	('G', 'dominant7')
230	16	('C', 'M3')
231	1	('E', 'minor7')
231	2	('E', 'dominant7')
231	3	('F', 'major')
231	4	('A', 'major6')
231	5	('G', 'dominant7')
231	6	('F', 'dominant2')
231	7	('E', 'major6')
231	8	('C', 'major')
231	9	('Eb', 'major')
231	10	('D', 'major64')
231	11	('D', 'dominant7')
231	12	('G', 'major')
231	13	('Ab', 'major')
231	14	('G', 'major64')
231	15	('G', 'dominant7')
231	16	('C', 'M3')
232	1	('Bb', 'dominant2')
232	2	('A', 'major')
232	3	('D', 'm3')
232	4	('G', 'major')
232	5	('Bb', 'dominant2')
232	6	('A', 'major6')
232	7	('B', 'dominant65')
232	8	('C', 'major')
232	9	('G', 'major')
232	10	('G', 'major')
232	11	('F', 'dominant2')
232	12	('F', 'dominant2')
232	13	('E', 'minor7')
232	14	('G', 'major')
232	15	('G', 'major')
232	16	('E', 'major6')
233	1	('C', 'major')
233	2	('C', 'M3')
233	3	('F', 'major')
233	4	('F', 'major')
233	5	('G', 'dominant7')
233	6	('G', 'dominant7')
233	7	('G', 'major')
233	8	('E', 'm6')
233	9	('C', 'major')
233	10	('C', 'dominant7')
233	11	('C', 'major')
233	12	('C', 'dominant7')
233	13	('F', 'major')
233	14	('F', 'major')
233	15	('G', 'dominant7')
233	16	('C', 'M3')
234	1	('B', 'minor7')
234	2	('C', 'major')
234	3	('G', 'P5')
234	4	('C', 'major')
234	5	('B', 'minor7')
234	6	('C', 'major')
234	7	('G', 'P5')
234	8	('C', 'M3')
234	9	('C', 'dominant7')
234	10	('F', 'major')
234	11	('C', 'dominant7')
234	12	('F', 'major')
234	13	('D', 'dominant7')
234	14	('G', 'major')
234	15	('G', 'dominant7')
234	16	('C', 'M3')
235	1	('C', 'major')
235	2	('G', 'dominant7')
235	3	('C', 'major')
235	4	('G', 'dominant7')
235	5	('C', 'major')
235	6	('C', 'major64')
235	7	('C', 'major')
235	8	('G', 'major')
235	9	('C', 'minor')
235	10	('G', 'dominant7')
235	11	('Eb', 'major')
235	12	('Bb', 'dominant7')
235	13	('G', 'dominant7')
235	14	('C', 'major')
235	15	('G', 'dominant7')
235	16	('C', 'major')
236	1	('C', 'major')
236	2	('C', 'major')
236	3	('C', 'major64')
236	4	('C', 'major')
236	5	('G', 'major')
236	6	('E', 'major6')
236	7	('G', 'major')
236	8	('E', 'major6')
236	9	('A', 'dominant7')
236	10	('A', 'minor64')
236	11	('A', 'dominant7')
236	12	('D', 'm3')
236	13	('G', 'dominant7')
236	14	('G', 'major64')
236	15	('G', 'dominant7')
236	16	('C', 'M3')
237	1	('C', 'major')
237	2	('C', 'major')
237	3	('C', 'major')
237	4	('C', 'M3')
237	5	('G', 'dominant7')
237	6	('G', 'minor6')
237	7	('G', 'dominant7')
237	8	('C', 'M3')
237	9	('E', 'dominant7')
237	10	('A', 'minor')
237	11	('E', 'dominant7')
237	12	('A', 'minor')
237	13	('G', 'dominant7')
237	14	('G', 'major64')
237	15	('G', 'dominant7')
237	16	('C', 'M3')
238	1	('C', 'major')
238	2	('C', 'major')
238	3	('C', 'major')
238	4	('C', 'major')
238	5	('G', 'dominant7')
238	6	('C', 'major')
238	7	('G', 'major')
238	8	('C', 'major')
238	9	('E', 'dominant7')
238	10	('E', 'minor64')
238	11	('E', 'dominant7')
238	12	('A', 'm3')
238	13	('G', 'dominant7')
238	14	('G', 'major64')
238	15	('G', 'dominant7')
238	16	('C', 'M3')
239	1	('C', 'major')
239	2	('C', 'major')
239	3	('G', 'dominant7')
239	4	('G', 'dominant7')
239	5	('C', 'major')
239	6	('C', 'major')
239	7	('G', 'dominant7')
239	8	('G', 'dominant7')
239	9	('C', 'major')
239	10	('C', 'major')
239	11	('G', 'dominant7')
239	12	('G', 'dominant7')
239	13	('C', 'major')
239	14	('C', 'major')
239	15	('G', 'dominant7')
239	16	('C', 'M3')
239	17	('G', 'ambiguous')
239	18	('G', 'major64')
239	19	('G', 'P5')
239	20	('G', 'major')
239	21	('C', 'M3')
239	22	('C', 'major')
239	23	('G', 'dominant7')
239	24	('C', 'M3')
240	1	('G', 'major')
240	2	('C', 'major')
240	3	('G', 'major64')
240	4	('G', 'major')
240	5	('C', 'major')
240	6	('G', 'major')
240	7	('G', 'major')
240	8	('C', 'M3')
240	9	('F', 'major')
240	10	('C', 'major')
240	11	('F', 'major')
240	12	('C', 'major')
240	13	('A', 'dominant43')
240	14	('G', 'major64')
240	15	('G', 'dominant7')
240	16	('C', 'M3')
241	1	('C', 'major')
241	2	('G', 'dominant7')
241	3	('C', 'major')
241	4	('G', 'dominant7')
241	5	('C', 'major')
241	6	('C', 'major')
241	7	('G', 'dominant7')
241	8	('C', 'M3')
241	9	('C', 'major')
241	10	('C', 'major')
241	11	('G', 'dominant7')
241	12	('C', 'major')
241	13	('C', 'major')
241	14	('C', 'major')
241	15	('G', 'dominant7')
241	16	('C', 'unison')
242	1	('C', 'major')
242	2	('G', 'major64')
242	3	('C', 'major')
242	4	('G', 'major64')
242	5	('G', 'dominant7')
242	6	('G', 'major64')
242	7	('G', 'dominant7')
242	8	('C', 'M3')
242	9	('G', 'dominant7')
242	10	('G', 'dominant7')
242	11	('G', 'dominant7')
242	12	('G', 'dominant7')
242	13	('G', 'major64')
242	14	('G', 'major64')
242	15	('G', 'dominant7')
242	16	('C', 'M3')
243	1	('A', 'ambiguous')
243	2	('E', 'dominant7')
243	3	('A', 'minor')
243	4	('D', 'dominant43')
243	5	('G#', 'minor7')
243	6	('F', 'major')
243	7	('D', 'minor7')
243	8	('E', 'dominant7')
243	9	('F', 'major')
243	10	('F', 'dominant2')
243	11	('A', 'minor7')
243	12	('A', 'minor7')
243	13	('C', 'major')
243	14	('C', 'major')
243	15	('E', 'dominant7')
243	16	('E', 'minor64')
243	17	('E', 'dominant7')
243	18	('E', 'minor64')
243	19	('E', 'major')
243	20	('E', 'dominant7')
243	21	('A', 'major6')
243	22	('E', 'dominant7')
243	23	('A', 'minor')
243	24	('D', 'dominant43')
243	25	('G#', 'minor7')
243	26	('F', 'major')
243	27	('D', 'minor7')
243	28	('E', 'dominant7')
243	29	('D', 'dominant2')
243	30	('A', 'minor')
244	1	('G', 'major64')
244	2	('G', 'major')
244	3	('C', 'major64')
244	4	('C', 'major')
244	5	('G', 'dominant7')
244	6	('G', 'dominant7')
244	7	('D', 'dominant7')
244	8	('G', 'dominant7')
244	9	('G', 'major64')
244	10	('G', 'major')
244	11	('C', 'major64')
244	12	('C', 'major')
244	13	('G', 'dominant7')
244	14	('G', 'dominant7')
244	15	('D', 'dominant7')
244	16	('G', 'minor6')
244	17	('A', 'minor7')
244	18	('G', 'major')
244	19	('A', 'dominant43')
244	20	('G', 'dominant7')
244	21	('E', 'minor7')
244	22	('G', 'major64')
244	23	('G', 'dominant7')
244	24	('G', 'dominant7')
244	25	('A', 'minor7')
244	26	('G', 'major')
244	27	('A', 'dominant43')
244	28	('G', 'dominant7')
244	29	('E', 'minor7')
244	30	('G', 'major64')
244	31	('G', 'dominant7')
244	32	('G', 'dominant7')
245	1	('A', 'minor')
245	2	('D', 'dominant43')
245	3	('G', 'dominant7')
245	4	('C', 'major')
245	5	('F', 'minor6')
245	6	('E', 'minor')
245	7	('E', 'dominant7')
245	8	('A', 'minor')
245	9	('E', 'm3')
245	10	('F#', 'm3')
245	11	('G#', 'ambiguous')
245	12	('Db', 'major')
245	13	('G#', 'dominant65')
245	14	('A', 'major')
245	15	('E', 'dominant7')
245	16	('A', 'M3')
246	1	('C', 'major')
246	2	('G', 'major')
246	3	('A', 'minor')
246	4	('E', 'major')
246	5	('C', 'major')
246	6	('F', 'major')
246	7	('G', 'dominant7')
246	8	('C', 'M3')
246	9	('G', 'M3')
246	10	('B', 'major6')
246	11	('G', 'M3')
246	12	('B', 'major6')
246	13	('G', 'major')
246	14	('C', 'dominant43')
246	15	('G', 'major')
246	16	('C', 'M3')
247	1	('C', 'major')
247	2	('C', 'major')
247	3	('G', 'dominant7')
247	4	('C', 'major')
247	5	('C', 'major')
247	6	('C', 'major')
247	7	('G', 'dominant7')
247	8	('C', 'major')
247	9	('C', 'major')
247	10	('C', 'major')
247	11	('D', 'major')
247	12	('D', 'major')
247	13	('G', 'dominant7')
247	14	('G', 'major64')
247	15	('G', 'dominant7')
247	16	('C', 'major')
248	1	('C', 'major')
248	2	('C', 'major')
248	3	('G', 'dominant7')
248	4	('C', 'major')
248	5	('C', 'major')
248	6	('C', 'major')
248	7	('G', 'dominant7')
248	8	('C', 'major')
248	9	('G', 'major')
248	10	('G', 'major')
248	11	('G', 'major')
248	12	('G', 'dominant7')
248	13	('C', 'major')
248	14	('C', 'major')
248	15	('G', 'dominant7')
248	16	('C', 'major')
249	1	('E', 'P5')
249	2	('G', 'major')
249	3	('E', 'P5')
249	4	('G', 'major')
249	5	('C', 'major')
249	6	('D', 'major64')
249	7	('D', 'dominant7')
249	8	('G', 'M3')
249	9	('A', 'dominant7')
249	10	('D', 'minor')
249	11	('G', 'dominant7')
249	12	('C', 'major')
249	13	('C', 'major')
249	14	('C', 'suspension')
249	15	('C', 'major')
249	16	('C', 'major')
250	1	('C', 'major')
250	2	('C', 'major')
250	3	('C', 'suspension')
250	4	('C', 'major')
250	5	('C', 'major')
250	6	('C', 'major')
250	7	('C', 'suspension')
250	8	('C', 'major')
250	9	('G', 'dominant7')
250	10	('C', 'major')
250	11	('G', 'dominant7')
250	12	('C', 'major')
250	13	('G', 'dominant7')
250	14	('C', 'major')
250	15	('G', 'dominant7')
250	16	('C', 'major')
251	1	('C', 'major')
251	2	('C', 'major')
251	3	('G', 'dominant7')
251	4	('C', 'major')
251	5	('C', 'major')
251	6	('C', 'major')
251	7	('G', 'dominant7')
251	8	('C', 'M3')
251	9	('F', 'major')
251	10	('C', 'major')
251	11	('G', 'P5')
251	12	('C', 'major')
251	13	('F', 'major')
251	14	('C', 'major')
251	15	('G', 'dominant7')
251	16	('C', 'major')
252	1	('G', 'dominant7')
252	2	('C', 'major')
252	3	('G', 'dominant7')
252	4	('C', 'major')
252	5	('G', 'dominant7')
252	6	('C', 'major')
252	7	('G', 'dominant7')
252	8	('C', 'major')
252	9	('A', 'dominant7')
252	10	('D', 'minor')
252	11	('G', 'dominant7')
252	12	('C', 'major')
252	13	('G', 'dominant7')
252	14	('C', 'major')
252	15	('G', 'dominant7')
252	16	('C', 'major')
253	1	('C', 'dominant2')
253	2	('G', 'dominant7')
253	3	('G', 'major')
253	4	('E', 'major6')
253	5	('C', 'dominant2')
253	6	('G', 'dominant7')
253	7	('G', 'major')
253	8	('E', 'major64')
253	9	('A', 'dominant7')
253	10	('D', 'dominant43')
253	11	('G', 'dominant7')
253	12	('C', 'major')
253	13	('C', 'dominant2')
253	14	('G', 'dominant7')
253	15	('G', 'major')
253	16	('E', 'm6')
254	1	('C', 'major')
254	2	('C', 'major')
254	3	('G', 'dominant7')
254	4	('C', 'major')
254	5	('C', 'major')
254	6	('C', 'major')
254	7	('G', 'dominant7')
254	8	('C', 'dominant7')
254	9	('A', 'major')
254	10	('A', 'minor64')
254	11	('C', 'major')
254	12	('C', 'major64')
254	13	('G', 'major')
254	14	('G', 'major64')
254	15	('G', 'dominant7')
254	16	('C', 'major')
255	1	('C', 'major')
255	2	('E', 'major6')
255	3	('G', 'dominant7')
255	4	('C', 'major')
255	5	('C', 'major')
255	6	('E', 'major6')
255	7	('G', 'dominant7')
255	8	('C', 'M3')
255	9	('F', 'major')
255	10	('C#', 'ambiguous')
255	11	('E', 'minor')
255	12	('B', 'minor64')
255	13	('A', 'minor7')
255	14	('B', 'minor64')
255	15	('G', 'dominant7')
255	16	('C', 'M3')
256	1	('G', 'dominant7')
256	2	('G', 'dominant7')
256	3	('C', 'major')
256	4	('E', 'major6')
256	5	('G', 'dominant7')
256	6	('G', 'dominant7')
256	7	('C', 'major')
256	8	('C', 'major')
256	9	('A', 'minor7')
256	10	('B', 'minor7')
256	11	('C', 'major')
256	12	('G', 'major')
256	13	('A', 'minor7')
256	14	('B', 'minor7')
256	15	('G', 'dominant7')
256	16	('C', 'major')
257	1	('G', 'dominant7')
257	2	('C', 'major')
257	3	('G', 'dominant7')
257	4	('C', 'major')
257	5	('G', 'dominant7')
257	6	('C', 'major')
257	7	('G', 'dominant7')
257	8	('C', 'M3')
257	9	('F', 'major')
257	10	('C', 'major')
257	11	('G', 'dominant7')
257	12	('C', 'major')
257	13	('F', 'major')
257	14	('C', 'major')
257	15	('G', 'dominant7')
257	16	('C', 'major')
258	1	('C', 'major')
258	2	('C', 'major')
258	3	('G', 'P5')
258	4	('G', 'dominant7')
258	5	('C', 'major')
258	6	('C', 'major')
258	7	('G', 'dominant7')
258	8	('C', 'major')
258	9	('G', 'dominant7')
258	10	('G', 'dominant7')
258	11	('C', 'major')
258	12	('E', 'major6')
258	13	('G', 'dominant7')
258	14	('G', 'dominant7')
258	15	('G', 'dominant7')
258	16	('C', 'major')
259	1	('C', 'major')
259	2	('G', 'major64')
259	3	('G', 'major')
259	4	('E', 'minor7')
259	5	('C', 'major')
259	6	('C#', 'diminished7')
259	7	('G', 'major')
259	8	('C', 'M3')
259	9	('G', 'major')
259	10	('C', 'minor6')
259	11	('G', 'major')
259	12	('E', 'major6')
259	13	('G', 'major')
259	14	('C', 'minor6')
259	15	('G', 'major')
259	16	('C', 'M3')
260	1	('A', 'minor')
260	2	('E', 'minor64')
260	3	('A', 'minor')
260	4	('E', 'minor64')
260	5	('E', 'dominant7')
260	6	('E', 'dominant7')
260	7	('E', 'P5')
260	8	('C#', 'diminished7')
260	9	('C#', 'dominant65')
260	10	('B', 'diminished7')
260	11	('B', 'dominant65')
260	12	('C', 'dominant2')
260	13	('G', 'minor')
260	14	('Bb', 'minor6')
260	15	('C', 'dominant7')
260	16	('F', 'major')
260	17	('F', 'dominant7')
260	18	('G', 'major6')
260	19	('A', 'dominant65')
260	20	('A', 'diminished7')
260	21	('A', 'dominant7')
260	22	('Bb', 'minor6')
260	23	('C#', 'dominant65')
260	24	('C#', 'dominant65')
260	25	('C#', 'dominant65')
260	26	('B', 'dominant65')
260	27	('B', 'dominant65')
260	28	('B', 'dominant65')
260	29	('A', 'minor')
260	30	('D', 'dominant2')
260	31	('E', 'dominant7')
260	32	('A', 'minor')
261	1	('A', 'minor7')
261	2	('C', 'major')
261	3	('G', 'dominant7')
261	4	('C', 'dominant2')
261	5	('G', 'dominant7')
261	6	('C', 'M3')
261	7	('A', 'minor7')
261	8	('C', 'major')
261	9	('G', 'dominant7')
261	10	('C', 'dominant2')
261	11	('G', 'dominant7')
261	12	('C', 'M3')
261	13	('G', 'dominant7')
261	14	('F#', 'minor7')
261	15	('G', 'dominant7')
261	16	('F#', 'minor7')
261	17	('E', 'minor7')
261	18	('F', 'dominant2')
261	19	('E', 'minor7')
261	20	('C', 'M3')
261	21	('G', 'dominant7')
261	22	('F#', 'minor7')
261	23	('G', 'dominant7')
261	24	('F#', 'minor7')
261	25	('E', 'minor7')
261	26	('F', 'dominant2')
261	27	('E', 'minor7')
261	28	('C', 'M3')
262	1	('C', 'major')
262	2	('D', 'dominant43')
262	3	('G', 'dominant7')
262	4	('C', 'major')
262	5	('E', 'major6')
262	6	('D', 'minor')
262	7	('G', 'dominant7')
262	8	('C', 'major')
262	9	('A', 'major')
262	10	('A', 'major')
262	11	('A', 'major64')
262	12	('A', 'major')
262	13	('A', 'major')
262	14	('A', 'major')
262	15	('A', 'major64')
262	16	('A', 'dominant7')
262	17	('C', 'major')
262	18	('D', 'dominant43')
262	19	('G', 'dominant7')
262	20	('C', 'major')
262	21	('E', 'major6')
262	22	('D', 'minor')
262	23	('G', 'dominant7')
262	24	('C', 'major')
263	1	('C', 'major')
263	2	('C', 'major')
263	3	('G', 'dominant7')
263	4	('C', 'major')
263	5	('C', 'major')
263	6	('C', 'major')
263	7	('G', 'dominant7')
263	8	('C', 'major')
263	9	('G', 'dominant7')
263	10	('G', 'dominant7')
263	11	('C', 'major')
263	12	('C', 'major')
263	13	('G', 'dominant7')
263	14	('G', 'dominant7')
263	15	('C', 'major')
263	16	('C', 'major')
264	1	('G', 'dominant7')
264	2	('C', 'major')
264	3	('C', 'major64')
264	4	('C', 'major')
264	5	('G', 'dominant7')
264	6	('C', 'major')
264	7	('G', 'dominant7')
264	8	('C', 'major')
264	9	('D', 'dominant7')
264	10	('G', 'major')
264	11	('D', 'dominant7')
264	12	('G', 'major')
264	13	('D', 'dominant7')
264	14	('G', 'major')
264	15	('D', 'dominant7')
264	16	('G', 'major')
264	17	('G', 'dominant7')
264	18	('C', 'major')
264	19	('G', 'dominant7')
264	20	('C', 'major')
264	21	('G', 'dominant7')
264	22	('C', 'major')
264	23	('G', 'dominant7')
264	24	('C', 'major')
265	1	('F', 'diminished2')
265	2	('C', 'major')
265	3	('G', 'dominant7')
265	4	('C', 'major')
265	5	('F', 'diminished2')
265	6	('C', 'major')
265	7	('G', 'dominant7')
265	8	('C', 'major')
265	9	('D', 'dominant7')
265	10	('G', 'major')
265	11	('D', 'dominant7')
265	12	('G', 'major')
265	13	('D', 'dominant7')
265	14	('G', 'major')
265	15	('D', 'dominant7')
265	16	('G', 'major')
265	17	('F', 'diminished2')
265	18	('C', 'major')
265	19	('G', 'dominant7')
265	20	('C', 'major')
265	21	('F', 'diminished2')
265	22	('C', 'major')
265	23	('G', 'dominant7')
265	24	('C', 'major')
266	1	('B', 'dominant65')
266	2	('C', 'major')
266	3	('B', 'dominant65')
266	4	('C', 'major')
266	5	('F', 'major')
266	6	('C', 'major')
266	7	('G', 'dominant7')
266	8	('C', 'major')
266	9	('G', 'dominant7')
266	10	('C', 'major')
266	11	('G', 'dominant7')
266	12	('C', 'major')
266	13	('G', 'dominant7')
266	14	('C', 'major')
266	15	('G', 'major')
266	16	('C', 'major')
267	1	('G', 'dominant7')
267	2	('C', 'major')
267	3	('G', 'dominant7')
267	4	('C', 'major')
267	5	('G', 'dominant7')
267	6	('C', 'major')
267	7	('G', 'dominant7')
267	8	('C', 'major')
267	9	('Ab', 'major')
267	10	('Bb', 'dominant43')
267	11	('Ab', 'major')
267	12	('Eb', 'major')
267	13	('Ab', 'major')
267	14	('Bb', 'dominant43')
267	15	('Ab', 'major')
267	16	('Eb', 'major')
267	17	('Ab', 'major')
267	18	('G', 'major64')
267	19	('G', 'dominant7')
267	20	('C', 'major')
267	21	('G', 'dominant7')
267	22	('C', 'major')
267	23	('G', 'dominant7')
267	24	('C', 'major')
268	1	('G', 'dominant7')
268	2	('C', 'major')
268	3	('G', 'dominant7')
268	4	('C', 'major')
268	5	('F', 'minor6')
268	6	('G', 'major64')
268	7	('G', 'dominant7')
268	8	('C', 'major')
268	9	('G', 'dominant7')
268	10	('C', 'major')
268	11	('G', 'dominant7')
268	12	('C', 'major')
268	13	('G', 'major')
268	14	('C', 'major')
268	15	('G', 'major')
268	16	('C', 'minor6')
268	17	('G', 'dominant7')
268	18	('C', 'major')
268	19	('G', 'dominant7')
268	20	('C', 'major')
269	1	('C', 'major')
269	2	('D', 'dominant43')
269	3	('G', 'dominant7')
269	4	('C', 'major')
269	5	('C', 'major')
269	6	('D', 'dominant43')
269	7	('G', 'dominant7')
269	8	('C', 'major')
269	9	('F', 'minor')
269	10	('Ab', 'major')
269	11	('Eb', 'dominant7')
269	12	('Ab', 'major')
269	13	('F', 'minor')
269	14	('Ab', 'major')
269	15	('Eb', 'dominant7')
269	16	('Ab', 'major')
269	17	('C', 'major')
269	18	('E', 'minor7')
269	19	('D', 'dominant43')
269	20	('G', 'dominant7')
269	21	('C', 'major')
269	22	('C', 'major')
269	23	('G', 'dominant7')
269	24	('C', 'M3')
270	1	('C', 'major')
270	2	('B', 'dominant65')
270	3	('G', 'dominant7')
270	4	('C', 'major')
270	5	('C', 'major')
270	6	('D', 'minor')
270	7	('G', 'dominant7')
270	8	('C', 'major')
270	9	('D', 'minor')
270	10	('G', 'dominant7')
270	11	('C', 'major')
270	12	('C', 'major')
270	13	('C', 'major')
270	14	('E', 'major6')
270	15	('G', 'dominant7')
270	16	('C', 'major')
271	1	('G', 'ambiguous')
271	2	('G', 'diminished64')
271	3	('G', 'ambiguous')
271	4	('G', 'major')
271	5	('G', 'suspension')
271	6	('G', 'major64')
271	7	('G', 'dominant7')
271	8	('C', 'major')
271	9	('F', 'major')
271	10	('C', 'major')
271	11	('G', 'dominant7')
271	12	('C', 'major')
271	13	('F', 'major')
271	14	('C', 'major')
271	15	('G', 'dominant7')
271	16	('C', 'major')
272	1	('C', 'major')
272	2	('C', 'major')
272	3	('C', 'major')
272	4	('B', 'dominant65')
272	5	('C', 'major')
272	6	('C', 'major')
272	7	('C', 'major')
272	8	('C', 'major')
272	9	('C', 'major')
272	10	('G', 'major')
272	11	('D', 'dominant7')
