rel_paths	fnames	last_mc	last_mn	KeySig	TimeSig	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
MS3	D529ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 1								2019-09-08	Linux			3.3.0	38-83 (D2-B5)		66-83 (F#4-B5)	Piano	38-69 (D2-A4)	Piano
MS3	D529ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 2								2019-09-08	Linux			3.3.0	38-86 (D2-D6)		69-86 (A4-D6)	Piano	38-67 (D2-G4)	Piano
MS3	D529ecossaise03	16	16	1: 1	1: 2/4	0	Franz Schubert	Ecossaise Nr. 3								2019-09-08	Linux			3.3.0	50-86 (D3-D6)		67-86 (G4-D6)	Piano	50-69 (D3-A4)	Piano
MS3	D529ecossaise04	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 4								2019-09-08	Linux			3.3.0	33-93 (A1-A6)		62-93 (D4-A6)	Piano	33-67 (A1-G4)	Piano
MS3	D529ecossaise05	24	24	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 5								2019-09-08	Linux			3.3.0	38-83 (D2-B5)		66-83 (F#4-B5)	Piano	38-69 (D2-A4)	Piano
MS3	D529ecossaise06	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 6								2019-09-08	Linux			3.3.0	31-86 (G1-D6)		69-86 (A4-D6)	Piano	31-67 (G1-G4)	Piano
MS3	D529ecossaise07	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 7								2019-09-08	Linux			3.3.0	33-81 (A1-A5)		66-81 (F#4-A5)	Piano	33-67 (A1-G4)	Piano
MS3	D529ecossaise08	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 8								2019-09-08	Linux			3.3.0	38-86 (D2-D6)		69-86 (A4-D6)	Piano	38-67 (D2-G4)	Piano
MS3	D600menuett01	30	30	1: 4	1: 3/4	0	Franz Schubert	Menuett								2019-09-08	Linux			3.3.0	30-81 (F#1-A5)		60-81 (B#3-A5)	Piano	30-61 (F#1-C#4)	Piano
MS3	D610trio01	33	32	1: 4	1: 3/4	0	Franz Schubert	Trio								2019-09-08	Linux			3.3.0	54-88 (F#3-E6)		70-88 (A#4-E6)	Piano	54-76 (F#3-E5)	Piano
MS3	D643deutscher01	17	16	1: 4	1: 3/4	0	Franz Schubert	Deutscher								2019-09-09	Linux			3.3.0	32-85 (G#1-C#6)		60-85 (B#3-C#6)	Piano	32-66 (G#1-F#4)	Piano
MS3	D643ecossaise01	16	16	1: -5	1: 2/4	0	Franz Schubert	Ecossaise								2019-09-09	Linux			3.3.0	37-92 (Db2-Ab6)		53-92 (F3-Ab6)	Piano	37-68 (Db2-Ab4)	Piano
MS3	D679ländler01	18	16	1: -3	1: 3/4	0	Franz Schubert	Ländler Nr. 1								2019-09-10	Linux			3.3.0	46-87 (Bb2-Eb6)		74-87 (D5-Eb6)	Piano	46-70 (Bb2-Bb4)	Piano
MS3	D679ländler02	18	16	1: -3	1: 3/4	0	Franz Schubert	Ländler Nr. 2								2019-09-10	Linux			3.3.0	46-84 (Bb2-C6)		67-84 (G4-C6)	Piano	46-68 (Bb2-Ab4)	Piano
MS3	D681ländler01	18	16	1: -3	1: 3/4	0	F. Schubert	Ländler nr. 1								2019-09-12	Apple Macintosh			3.3.0	46-87 (Bb2-Eb6)		62-87 (D4-Eb6)	Piano	46-70 (Bb2-Bb4)	Piano
MS3	D681ländler02	18	16	1: -2	1: 3/4	0	F. Schubert	Ländler nr. 2								2019-09-12	Apple Macintosh			3.3.0	53-89 (F3-F6)		60-89 (C4-F6)	Piano	53-77 (F3-F5)	Piano
MS3	D681ländler03	18	16	1: -3	1: 3/4	0	F. Schubert	Ländler nr. 3								2019-09-16	Apple Macintosh			3.3.0	51-84 (Eb3-C6)		69-84 (A4-C6)	Piano	51-68 (Eb3-Ab4)	Piano
MS3	D681ländler04	18	16	1: -4	1: 3/4	0	F. Schubert	Ländler nr. 4								2019-09-16	Apple Macintosh			3.3.0	44-80 (Ab2-Ab5)		60-80 (C4-Ab5)	Piano	44-63 (Ab2-Eb4)	Piano
MS3	D681ländler05	18	16	1: -4	1: 3/4	0	F. Schubert	Ländler nr. 5								2019-09-16	Apple Macintosh			3.3.0	51-89 (Eb3-F6)		64-89 (E4-F6)	Piano	51-72 (Eb3-C5)	Piano
MS3	D681ländler06	18	16	1: -4	1: 3/4	0	F. Schubert	Ländler nr. 6								2019-09-17	Apple Macintosh			3.3.0	51-89 (Eb3-F6)		67-89 (G4-F6)	Piano	51-65 (Eb3-F4)	Piano
MS3	D681ländler07	18	16	1: -3	1: 3/4	0	F. Schubert	Ländler nr. 7								2019-09-17	Apple Macintosh			3.3.0	51-84 (Eb3-C6)		69-84 (A4-C6)	Piano	51-67 (Eb3-G4)	Piano
MS3	D681ländler08	18	16	1: -2	1: 3/4	0	F. Schubert	Ländler nr. 8								2019-09-17	Apple Macintosh			3.3.0	53-91 (F3-G6)		74-91 (D5-G6)	Piano	53-70 (F3-Bb4)	Piano
MS3	D697ecossaise01	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	39-92 (Eb2-Ab6)	xml	60-92 (C4-Ab6)	Midi_1	39-65 (Eb2-F4)	Midi_1
MS3	D697ecossaise02	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	39-96 (Eb2-C7)	xml	63-96 (Eb4-C7)	Midi_1	39-77 (Eb2-F5)	Midi_1
MS3	D697ecossaise03	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	39-94 (Eb2-Bb6)	xml	67-94 (G4-Bb6)	Midi_1	39-65 (Eb2-F4)	Midi_1
MS3	D697ecossaise04	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	32-87 (Ab1-Eb6)	xml	60-87 (C4-Eb6)	Midi_1	32-70 (Ab1-Bb4)	Midi_1
MS3	D697ecossaise05	17	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	32-92 (Ab1-Ab6)	xml	58-92 (Bb3-Ab6)	Midi_1	32-72 (Ab1-C5)	Midi_1
MS3	D718walzer01	34	32	1: -3	1: 3/4	0										2019-08-08	Linux			3.3.0	43-89 (G2-F6)	xml	63-89 (Eb4-F6)	Midi_1	43-73 (G2-Db5)	Midi_1
MS3	D722deutscher01	28	28	1: -6	1: 3/4	0	F. Schubert	Deutsche Tanz								2019-09-12	Apple Macintosh			3.3.0	30-90 (Gb1-Gb6)		58-90 (Bb3-Gb6)	Piano	30-66 (Gb1-Gb4)	Piano
MS3	D734ecossaise01	16	16	1: 0	1: 2/4	0	F. Schubert	Ecossaise nr. 1								2019-09-25	Apple Macintosh			3.3.0	36-88 (C2-E6)		64-88 (E4-E6)	Piano	36-62 (C2-D4)	Piano
MS3	D734ecossaise02	16	16	1: 3	1: 2/4	0	F. Schubert	Ecossaise nr. 2								2019-09-25	Apple Macintosh			3.3.0	35-100 (B1-E7)		61-100 (C#4-E7)	Piano	35-71 (B1-B4)	Piano
MS3	D734ländler01	26	24	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 1								2019-09-22	Apple Macintosh			3.3.0	40-100 (E2-E7)		59-100 (B3-E7)	Piano	40-60 (E2-C4)	Piano
MS3	D734ländler02	18	16	1: 2	1: 3/4	0	F. Schubert	Ländler nr. 2								2019-09-22	Apple Macintosh			3.3.0	45-78 (A2-F#5)		62-78 (D4-F#5)	Piano	45-62 (A2-D4)	Piano
MS3	D734ländler03	26	24	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 3								2019-09-22	Apple Macintosh			3.3.0	45-86 (A2-D6)		64-86 (E4-D6)	Piano	45-69 (A2-A4)	Piano
MS3	D734ländler04	27	24	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 4								2019-09-22	Apple Macintosh			3.3.0	38-83 (D2-B5)		66-83 (F#4-B5)	Piano	38-64 (D2-E4)	Piano
MS3	D734ländler05	18	16	1: 2	1: 3/4	0	F. Schubert	Ländler nr. 5								2019-09-22	Apple Macintosh			3.3.0	33-71 (A1-B4)		54-71 (F#3-B4)	Piano	33-50 (A1-D3)	Piano
MS3	D734ländler06	25	24	1: 3	1: 3/4	0	F. Schubert	Ländler nr. 6								2019-09-22	Apple Macintosh			3.3.0	48-86 (C3-D6)		69-86 (A4-D6)	Piano	48-71 (C3-B4)	Piano
MS3	D734ländler07	22	20	1: 4	1: 3/4	0	F. Schubert	Ländler nr. 7								2019-09-22	Apple Macintosh			3.3.0	45-85 (A2-C#6)		66-85 (F#4-C#6)	Piano	45-66 (A2-F#4)	Piano
MS3	D734ländler08	26	24	1: 0	1: 3/4	0	F. Schubert	Ländler nr. 8								2019-09-23	Apple Macintosh			3.3.0	31-77 (G1-F5)		59-77 (B3-F5)	Piano	31-61 (G1-Db4)	Piano
MS3	D734ländler09	18	16	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 9								2019-09-24	Apple Macintosh			3.3.0	38-91 (D2-G6)		62-91 (D4-G6)	Piano	38-60 (D2-C4)	Piano
MS3	D734ländler10	18	16	1: 0	1: 3/4	0	F. Schubert	Ländler nr. 10								2019-09-24	Apple Macintosh			3.3.0	43-88 (G2-E6)		64-88 (E4-E6)	Piano	43-69 (G2-A4)	Piano
MS3	D734ländler11	26	24	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 11								2019-09-24	Apple Macintosh			3.3.0	38-93 (D2-A6)		69-93 (A4-A6)	Piano	38-69 (D2-A4)	Piano
MS3	D734ländler12	18	16	1: -2	1: 3/4	0	F. Schubert	Ländler nr. 12								2019-09-25	Apple Macintosh			3.3.0	41-86 (F2-D6)		65-86 (F4-D6)	Piano	41-70 (F2-Bb4)	Piano
MS3	D734ländler13	18	16	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 13								2019-09-25	Apple Macintosh			3.3.0	35-86 (B1-D6)		59-86 (B3-D6)	Piano	35-69 (B1-A4)	Piano
MS3	D734ländler14	19	16	1: 5	1: 3/4	0	F. Schubert	Ländler nr. 14								2019-09-11	Apple Macintosh			3.3.0	42-76 (F#2-E5)		59-76 (B3-E5)	Piano	42-57 (F#2-A3)	Piano
MS3	D734ländler15	21	18	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 15								2019-09-25	Apple Macintosh			3.3.0	48-84 (C3-C6)		66-84 (F#4-C6)	Piano	48-69 (C3-A4)	Piano
MS3	D734ländler16	18	16	1: 1	1: 3/4	0	F. Schubert	Ländler nr. 16								2019-09-25	Apple Macintosh			3.3.0	38-91 (D2-G6)		66-91 (F#4-G6)	Piano	38-64 (D2-E4)	Piano
MS3	D735ecossaise01	8	8	1: 1	1: 2/4	0	F. Schubert	Ecossaise nr. 1								2019-09-25	Apple Macintosh			3.3.0	38-93 (D2-A6)		67-93 (G4-A6)	Piano	38-67 (D2-G4)	Piano
MS3	D735ecossaise02	8	8	1: 1	1: 2/4	0	F. Schubert	Ecossaise nr. 2								2019-09-25	Apple Macintosh			3.3.0	45-95 (A2-B6)		67-95 (G4-B6)	Piano	45-76 (A2-E5)	Piano
MS3	D735ecossaise03	9	8	1: 2	1: 2/4	0	F. Schubert	Ecossaise nr. 3								2019-09-25	Apple Macintosh			3.3.0	38-90 (D2-F#6)		66-90 (F#4-F#6)	Piano	38-69 (D2-A4)	Piano
MS3	D735ecossaise04	8	8	1: -2	1: 2/4	0	F. Schubert	Ecossaise nr. 4								2019-09-25	Apple Macintosh			3.3.0	46-89 (Bb2-F6)		65-89 (F4-F6)	Piano	46-65 (Bb2-F4)	Piano
MS3	D735ecossaise05	8	8	1: -3	1: 2/4	0	F. Schubert	Ecossaise nr. 6								2019-09-25	Apple Macintosh			3.3.0	43-89 (G2-F6)		65-89 (F4-F6)	Piano	43-68 (G2-Ab4)	Piano
MS3	D735ecossaise06	8	8	1: -3	1: 2/4	0	F. Schubert	Ecossaise nr. 6								2019-09-25	Apple Macintosh			3.3.0	46-94 (Bb2-Bb6)		67-94 (G4-Bb6)	Piano	46-68 (Bb2-Ab4)	Piano
MS3	D735ecossaise07	12	12	1: -3	1: 2/4	0	F. Schubert	Ecossaise nr. 7								2019-09-25	Apple Macintosh			3.3.0	31-99 (G1-Eb7)		67-99 (G4-Eb7)	Piano	31-68 (G1-Ab4)	Piano
MS3	D735ecossaise08	8	8	1: -4	1: 2/4	0	F. Schubert	Ecossaise nr. 8								2019-09-25	Apple Macintosh			3.3.0	39-92 (Eb2-Ab6)		60-92 (C4-Ab6)	Piano	39-64 (Eb2-E4)	Piano
MS3	D735galopp01a	19	16	1: 1	1: 2/4	0	F. Schubert	Galopp								2019-09-25	Apple Macintosh			3.3.0	40-95 (E2-B6)		71-95 (B4-B6)	Piano	40-72 (E2-C5)	Piano
MS3	D735trio01b	16	16	1: 0	1: 2/4	0	F. Schubert	Galopp								2019-09-25	Apple Macintosh			3.3.0	43-95 (G2-B6)		76-95 (E5-B6)	Piano	43-71 (G2-B4)	Piano
MS3	D769deutscher01	18	16	1: 3	1: 3/4	0	F. Schubert	Deutsche Tanz								2019-09-30	Apple Macintosh			3.3.0	40-83 (E2-B5)		62-83 (D4-B5)	Piano	40-59 (E2-B3)	Piano
MS3	D769deutscher02	18	16	1: 2	1: 3/4	0	F. Schubert	Deutscher Tanz nr. 2								2019-09-30	Apple Macintosh			3.3.0	45-93 (A2-A6)		69-93 (A4-A6)	Piano	45-73 (A2-C#5)	Piano
MS3	D779walzer01	18	16	1: 0	1: 3/4	0										2019-08-08	Linux			3.3.0	43-84 (G2-C6)	xml	48-84 (C3-C6)	Midi_1	43-68 (G2-G#4)	Midi_1
MS3	D779walzer02	26	24	1: 0	1: 3/4	0										2019-08-08	Linux			3.3.0	38-89 (D2-F6)	xml	46-89 (Bb2-F6)	Midi_1	38-68 (D2-Ab4)	Midi_1
MS3	D779walzer03	26	24	1: 1	1: 3/4	0										2019-08-08	Linux			3.3.0	45-93 (A2-A6)	xml	69-93 (A4-A6)	Midi_1	45-72 (A2-C5)	Midi_1
MS3	D779walzer04	18	16	1: 1	1: 3/4	0										2019-08-08	Linux			3.3.0	43-96 (G2-C7)	xml	66-96 (F#4-C7)	Midi_1	43-72 (G2-C5)	Midi_1
MS3	D779walzer05	26	24	1: -2	1: 3/4	0										2019-08-08	Linux			3.3.0	41-89 (F2-F6)	xml	65-89 (F4-F6)	Midi_1	41-67 (F2-G4)	Midi_1
MS3	D779walzer06	18	16	1: -2	1: 3/4	0										2019-08-08	Linux			3.3.0	41-89 (F2-F6)	xml	64-89 (E4-F6)	Midi_1	41-63 (F2-Eb4)	Midi_1
MS3	D779walzer07	18	16	1: -2	1: 3/4	0										2019-08-08	Linux			3.3.0	41-94 (F2-Bb6)	xml	70-94 (Bb4-Bb6)	Midi_1	41-67 (F2-G4)	Midi_1
MS3	D779walzer08	18	16	1: 2	1: 3/4	0										2019-08-08	Linux			3.3.0	30-88 (F#1-E6)	xml	66-88 (F#4-E6)	Midi_1	30-59 (F#1-B3)	Midi_1
MS3	D779walzer09	18	16	1: 2	1: 3/4	0										2019-08-08	Linux			3.3.0	45-95 (A2-B6)	xml	68-95 (G#4-B6)	Midi_1	45-69 (A2-A4)	Midi_1
MS3	D779walzer10	18	16	1: 1	1: 3/4	0										2019-08-08	Linux			3.3.0	38-93 (D2-A6)	xml	67-93 (G4-A6)	Midi_1	38-60 (D2-C4)	Midi_1
MS3	D779walzer11	18	16	1: 1	1: 3/4	0										2019-08-08	Linux			3.3.0	36-91 (C2-G6)	xml	67-91 (G4-G6)	Midi_1	36-66 (C2-F#4)	Midi_1
MS3	D779walzer12	26	24	1: 2	1: 3/4	0										2019-08-08	Linux			3.3.0	42-86 (F#2-D6)	xml	66-86 (F#4-D6)	Midi_1	42-69 (F#2-A4)	Midi_1
MS3	D779walzer13	40	38	1: 3	1: 3/4	0										2019-08-08	Linux			3.3.0	44-93 (G#2-A6)	xml	66-93 (F#4-A6)	Midi_1	44-66 (G#2-F#4)	Midi_1
MS3	D779walzer14	18	16	1: 2	1: 3/4	0										2019-08-08	Linux			3.3.0	45-95 (A2-B6)	xml	66-95 (F#4-B6)	Midi_1	45-69 (A2-A4)	Midi_1
MS3	D779walzer15	26	24	1: -1	1: 3/4	0										2019-08-08	Linux			3.3.0	48-89 (C3-F6)	xml	69-89 (A4-F6)	Midi_1	48-67 (C3-G4)	Midi_1
MS3	D779walzer16	18	16	1: 0	1: 3/4	0										2019-08-08	Linux			3.3.0	32-89 (Ab1-F6)	xml	66-89 (F#4-F6)	Midi_1	32-67 (Ab1-G4)	Midi_1
MS3	D779walzer17	27	24	1: 0	1: 3/4	0										2019-08-08	Linux			3.3.0	43-88 (G2-E6)	xml	67-88 (G4-E6)	Midi_1	43-72 (G2-C5)	Midi_1
MS3	D779walzer18	19	16	1: -4	1: 3/4	0										2019-08-08	Linux			3.3.0	39-92 (Eb2-Ab6)	xml	63-92 (Eb4-Ab6)	Midi_1	39-65 (Eb2-F4)	Midi_1
MS3	D779walzer19	18	16	1: -4	1: 3/4	0										2019-08-08	Linux			3.3.0	39-87 (Eb2-Eb6)	xml	63-87 (Eb4-Eb6)	Midi_1	39-66 (Eb2-Gb4)	Midi_1
MS3	D779walzer20	18	16	1: -4	1: 3/4	0	F. Schubert	Walzer nr. 20								2019-11-02	Apple Macintosh			3.3.0	51-94 (Eb3-Bb6)		67-94 (G4-Bb6)	Piano	51-68 (Eb3-Ab4)	Piano
MS3	D779walzer21	18	16	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 21								2019-11-02	Apple Macintosh			3.3.0	46-94 (Bb2-Bb6)		67-94 (G4-Bb6)	Piano	46-68 (Bb2-Ab4)	Piano
MS3	D779walzer22	26	24	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 21								2019-11-02	Apple Macintosh			3.3.0	44-99 (Ab2-Eb7)		65-99 (F4-Eb7)	Piano	44-68 (Ab2-Ab4)	Piano
MS3	D779walzer23	18	16	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 23								2019-11-02	Apple Macintosh			3.3.0	44-91 (Ab2-G6)		74-91 (D5-G6)	Piano	44-69 (Ab2-A4)	Piano
MS3	D779walzer24	18	16	1: -2	1: 3/4	0	F. Schubert	Walzer nr. 24								2019-11-02	Apple Macintosh			3.3.0	41-91 (F2-G6)		65-91 (F4-G6)	Piano	41-67 (F2-G4)	Piano
MS3	D779walzer25	26	24	1: 1	1: 3/4	0	F. Schubert	Menuett nr. 25								2019-11-03	Apple Macintosh			3.3.0	38-88 (D2-E6)		71-88 (B4-E6)	Piano	38-69 (D2-A4)	Piano
MS3	D779walzer26	18	16	1: 0	1: 3/4	0	F. Schubert	Walzer nr. 26								2019-11-03	Apple Macintosh			3.3.0	41-86 (F2-D6)		67-86 (G4-D6)	Piano	41-67 (F2-G4)	Piano
MS3	D779walzer27	26	24	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 27								2019-11-03	Apple Macintosh			3.3.0	43-91 (G2-G6)		70-91 (Bb4-G6)	Piano	43-68 (G2-Ab4)	Piano
MS3	D779walzer28	18	16	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 28								2019-11-03	Apple Macintosh			3.3.0	46-99 (Bb2-Eb7)		75-99 (Eb5-Eb7)	Piano	46-68 (Bb2-Ab4)	Piano
MS3	D779walzer29	26	24	1: -3	1: 3/4	0	F. Schubert	Walzer nr. 29								2019-11-03	Apple Macintosh			3.3.0	46-86 (Bb2-D6)		62-86 (D4-D6)	Piano	46-67 (Bb2-G4)	Piano
MS3	D779walzer30	18	16	1: 0	1: 3/4	0	F. Schubert	Walzer nr. 30								2019-11-03	Apple Macintosh			3.3.0	41-86 (F2-D6)		55-86 (G3-D6)	Piano	41-65 (F2-F4)	Piano
MS3	D779walzer31	18	16	1: 0	1: 3/4	0	F. Schubert	Walzer nr. 31								2019-11-03	Apple Macintosh			3.3.0	40-93 (E2-A6)		66-93 (F#4-A6)	Piano	40-65 (E2-F4)	Piano
MS3	D779walzer32	26	24	1: 0	1: 3/4	0	F. Schubert	Walzer nr. 32								2019-11-03	Apple Macintosh			3.3.0	43-91 (G2-G6)		67-91 (G4-G6)	Piano	43-69 (G2-A4)	Piano
MS3	D779walzer33	18	16	1: -4	1: 3/4	0	F. Schubert	Walzer nr. 33								2019-11-03	Apple Macintosh			3.3.0	39-85 (Eb2-Db6)		63-85 (Eb4-Db6)	Piano	39-73 (Eb2-Db5)	Piano
MS3	D779walzer34	18	16	1: -4	1: 3/4	0	F. Schubert	Walzer nr. 34								2019-11-03	Apple Macintosh			3.3.0	36-80 (C2-Ab5)		56-80 (Ab3-Ab5)	Piano	36-58 (C2-Bb3)	Piano
MS3	D781ecossaise01	16	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	30-71 (Gb1-Cb5)	xml	58-71 (Bb3-Cb5)	Midi_1	30-54 (Gb1-Gb3)	Midi_1
MS3	D781ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise No 2							Public Domain (PianoXML typeset) | 11 Ecossaise D.781 (1823)	2017-05-05	Apple Macintosh			3.3.0	42-95 (F#2-B6)		69-95 (A4-B6)	Piano	42-64 (F#2-E4)	Piano
MS3	D781ecossaise03	18	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	37-90 (Db2-Gb6)	xml	58-90 (Bb3-Gb6)	Midi_1	37-68 (Db2-Ab4)	Midi_1
MS3	D781ecossaise04	16	16	1: -3	1: 2/4	0										2019-08-09	Linux			3.3.0	39-89 (Eb2-F6)	xml	58-89 (Bb3-F6)	Midi_1	39-68 (Eb2-Ab4)	Midi_1
MS3	D781ecossaise05	16	16	1: -4	1: 2/4	0										2019-08-09	Linux			3.3.0	29-89 (F1-F6)	xml	60-89 (C4-F6)	Midi_1	29-61 (F1-Db4)	Midi_1
MS3	D781ecossaise06	16	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	30-85 (Gb1-Db6)	xml	63-85 (Eb4-Db6)	Midi_1	30-58 (Gb1-Bb3)	Midi_1
MS3	D781ecossaise07	19	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	35-95 (B1-B6)	xml	66-95 (F#4-B6)	Midi_1	35-66 (B1-F#4)	Midi_1
MS3	D781ecossaise08	18	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	33-90 (A1-F#6)	xml	66-90 (F#4-F#6)	Midi_1	33-64 (A1-E4)	Midi_1
MS3	D781ecossaise09	16	16	1: 5	1: 2/4	0										2019-08-09	Linux			3.3.0	39-83 (D#2-B5)	xml	63-83 (D#4-B5)	Midi_1	39-64 (D#2-E4)	Midi_1
MS3	D781ecossaise10	16	16	1: 5	1: 2/4	0										2019-08-09	Linux			3.3.0	35-92 (B1-G#6)	xml	71-92 (B4-G#6)	Midi_1	35-69 (B1-A4)	Midi_1
MS3	D781ecossaise11	16	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	30-93 (F#1-A6)	xml	59-93 (B3-A6)	Midi_1	30-57 (F#1-A3)	Midi_1
MS3	D782ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise								2019-10-11	Linux			3.3.0	33-81 (A1-A5)		62-81 (D4-A5)	Piano	33-67 (A1-G4)	Piano
MS3	D783deutscher01	25	24	1: 3	1: 3/4	0	"Franz Schubert

"	Deutscher			Opus 33, D 783									3.3.0	29-86 (E#1-D6)		57-86 (A3-D6)	Piano (2)	29-62 (E#1-D4)	Piano (2)
MS3	D783deutscher02	18	16	1: 2	1: 3/4	0	Franz Schubert	German Dance							Public Domain (PianoXML typeset)	2018-12-30	Linux	http://musescore.com/user/9292486/scores/5373072		3.3.0	45-78 (A2-F#5)		57-78 (A3-F#5)	Piano	45-57 (A2-A3)	Piano
MS3	D783deutscher03	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	29-89 (F1-F6)	xml	62-89 (D4-F6)	Instrument 1	29-60 (F1-C4)	Instrument 1
MS3	D783deutscher04	18	16	1: 1	1: 3/4	0										2019-08-09	Linux			3.3.0	36-95 (C2-B6)	xml	62-95 (D4-B6)	Instrument 1	36-79 (C2-G5)	Instrument 1
MS3	D783deutscher05	18	16	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	42-86 (F#2-D6)	xml	62-86 (D4-D6)	Instrument 1	42-71 (F#2-B4)	Instrument 1
MS3	D783deutscher06	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	34-86 (Bb1-D6)	xml	63-86 (Eb4-D6)	Instrument 1	34-70 (Bb1-Bb4)	Instrument 1
MS3	D783deutscher07	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	34-77 (Bb1-F5)	xml	62-77 (D4-F5)	Instrument 1	34-65 (Bb1-F4)	Instrument 1
MS3	D783deutscher08	18	16	1: -3	1: 3/4	0										2019-08-09	Linux			3.3.0	46-87 (Bb2-Eb6)	xml	62-87 (D4-Eb6)	Instrument 1	46-68 (Bb2-Ab4)	Instrument 1
MS3	D783deutscher09	18	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	31-89 (G1-F6)	xml	59-89 (B3-F6)	Instrument 1	31-62 (G1-D4)	Instrument 1
MS3	D783deutscher10	26	24	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	34-81 (Bb1-A5)	xml	62-81 (D4-A5)	Instrument 1	34-68 (Bb1-G#4)	Instrument 1
MS3	D783deutscher11	18	16	1: 1	1: 3/4	0										2019-08-09	Linux			3.3.0	38-91 (D2-G6)	xml	62-91 (D4-G6)	Instrument 1	38-72 (D2-C5)	Instrument 1
MS3	D783deutscher12	17	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	43-77 (G2-F5)	xml	59-77 (B3-F5)	Instrument 1	43-60 (G2-C4)	Instrument 1
MS3	D783deutscher13	18	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	48-88 (C3-E6)	xml	64-88 (E4-E6)	Instrument 1	48-65 (C3-F4)	Instrument 1
MS3	D783deutscher14	18	16	1: -4, 10: -1	1: 3/4	0										2019-08-09	Linux			3.3.0	39-86 (Eb2-D6)	xml	67-86 (G4-D6)	Instrument 1	39-67 (Eb2-G4)	Instrument 1
MS3	D783deutscher15	18	16	1: -4	1: 3/4	0										2019-08-09	Linux			3.3.0	36-77 (C2-F5)	xml	60-77 (C4-F5)	Instrument 1	36-65 (C2-F4)	Instrument 1
MS3	D783deutscher16	18	16	1: -1	1: 3/4	0										2019-08-09	Linux			3.3.0	32-81 (Ab1-A5)	xml	60-81 (C4-A5)	Instrument 1	32-61 (Ab1-Db4)	Instrument 1
MS3	D783ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	2 Ecossaises							Public Domain (PianoXML typeset) | 18 German Dances and Ecossaises Op. 33 (D.783) - 1824	2017-05-13	Apple Macintosh			3.3.0	31-86 (G1-D6)		62-86 (D4-D6)	Piano	31-66 (G1-F#4)	Piano
MS3	D783ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	2 Ecossaises							Public Domain (PianoXML typeset) | 18 German Dances and Ecossaises Op. 33 (D.783) - 1824	2017-05-13	Apple Macintosh			3.3.0	42-83 (F#2-B5)		57-83 (A3-B5)	Piano	42-69 (F#2-A4)	Piano
MS3	D790ländler01	53	52	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	29-78 (F1-F#5)	xml	54-78 (F#3-F#5)	Midi_1	29-64 (F1-E4)	Midi_1
