rel_paths	fnames	last_mc	last_mn	KeySig	TimeSig	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
MS3	D146walzer06a	34	32	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	33-88 (A1-E6)		54-88 (F#3-E6)	Piano	33-64 (A1-E4)	Piano
MS3	D146walzer07a	26	24	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	42-83 (F#2-B5)		57-83 (A3-B5)	Piano	42-55 (F#2-G3)	Piano
MS3	D146walzer08a	26	24	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	43-90 (G2-F#6)		66-90 (F#4-F#6)	Piano	43-69 (G2-A4)	Piano
MS3	D146walzer09a	34	32	1: 0	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	43-93 (G2-A6)		55-93 (G3-A6)	Piano	43-60 (G2-C4)	Piano
MS3	D146walzer10a	41	38	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	31-89 (G1-F6)		57-89 (A3-F6)	Piano	31-61 (G1-Db4)	Piano
MS3	D146walzer11a	26	24	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	29-87 (F1-Eb6)		53-87 (F3-Eb6)	Piano	29-58 (F1-Bb3)	Piano
MS3	D146walzer12	26	24	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	34-88 (Bb1-E6)		61-88 (C#4-E6)	Piano	34-72 (Bb1-C5)	Piano
MS3	D146walzer13	16	16	1: 0	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	29-84 (F1-C6)		64-84 (E4-C6)	Piano	29-65 (F1-F4)	Piano
MS3	D146walzer14	26	24	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	45-88 (A2-E6)		66-88 (F#4-E6)	Piano	45-69 (A2-A4)	Piano
MS3	D146walzer15	17	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	41-82 (F2-Bb5)		65-82 (F4-Bb5)	Piano	41-63 (F2-Eb4)	Piano
MS3	D146walzer16	18	16	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	29-81 (F1-A5)		57-81 (A3-A5)	Piano	29-67 (F1-G4)	Piano
MS3	D146walzer17	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	41-82 (F2-Bb5)		58-82 (Bb3-Bb5)	Piano	41-63 (F2-Eb4)	Piano
MS3	D146walzer18	16	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-75 (E2-Eb5)		60-75 (C4-Eb5)	Piano	40-60 (E2-C4)	Piano
MS3	D146walzer19	26	24	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	33-93 (A1-A6)		67-93 (G4-A6)	Piano	33-67 (A1-G4)	Piano
MS3	D146walzer20a	18	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	42-90 (F#2-F#6)		62-90 (D4-F#6)	Piano	42-67 (F#2-G4)	Piano
MS3	D158ecossaise01	16	16	1: -1	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	29-81 (F1-A5)		57-81 (A3-A5)	Piano	29-57 (F1-A3)	Piano
MS3	D299ecossaise01	17	17	1: -4	1: 2/4	0										2019-08-03	Linux			3.3.0	27-87 (Eb1-Eb6)	xml	69-87 (A4-Eb6)	Midi_1	27-65 (Eb1-F4)	Midi_1
MS3	D299ecossaise02	17	16	1: -3	1: 2/4	0										2019-08-03	Linux			3.3.0	55-89 (G3-F6)	xml	70-89 (Bb4-F6)	Midi_1	55-75 (G3-Eb5)	Midi_1
MS3	D299ecossaise03	16	16	1: 4	1: 2/4	0										2019-08-03	Linux			3.3.0	40-85 (E2-C#6)	xml	68-85 (G#4-C#6)	Midi_1	40-71 (E2-B4)	Midi_1
MS3	D299ecossaise04	16	16	1: 3	1: 2/4	0										2019-08-03	Linux			3.3.0	45-88 (A2-E6)	xml	68-88 (G#4-E6)	Midi_1	45-69 (A2-A4)	Midi_1
MS3	D299ecossaise05	16	16	1: -5	1: 2/4	0										2019-08-03	Linux			3.3.0	37-82 (Db2-Bb5)	xml	60-82 (C4-Bb5)	Midi_1	37-65 (Db2-F4)	Midi_1
MS3	D299ecossaise06	16	16	1: -4	1: 2/4	0										2019-08-03	Linux			3.3.0	43-87 (G2-Eb6)	xml	56-87 (Ab3-Eb6)	Midi_1	43-70 (G2-Bb4)	Midi_1
MS3	D299ecossaise07	16	16	1: 4	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-88 (B2-E6)		64-88 (E4-E6)	Piano	47-69 (B2-A4)	Piano
MS3	D299ecossaise08	16	16	1: 0	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	45-88 (A2-E6)		67-88 (G4-E6)	Piano	45-76 (A2-E5)	Piano
MS3	D299ecossaise09	17	16	1: -1	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	48-89 (C3-F6)		60-89 (C4-F6)	Piano	48-72 (C3-C5)	Piano
MS3	D299ecossaise10	16	16	1: -2	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	46-89 (Bb2-F6)		65-89 (F4-F6)	Piano	46-65 (Bb2-F4)	Piano
MS3	D299ecossaise11	16	16	1: -4	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	37-89 (Db2-F6)		55-89 (G3-F6)	Piano	37-65 (Db2-F4)	Piano
MS3	D299ecossaise12	16	16	1: -4	1: 2/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	53-87 (F3-Eb6)		68-87 (Ab4-Eb6)	Piano	53-73 (F3-Db5)	Piano
MS3	D334menuett01a	38	36	1: 3	1: 3/4	0										2019-08-08	Linux			3.3.0	47-85 (B2-C#6)	cap	62-85 (D4-C#6)	unbenannt2	47-64 (B2-E4)	unbenannt2
MS3	D334trio01b	51	50	1: 4	1: 3/4	0										2019-08-08	Linux			3.3.0	52-88 (E3-E6)	cap	52-88 (E3-E6)	unbenannt2	57-76 (A3-E5)	unbenannt2
MS3	D335menuett01a	28	26	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	37-85 (C#2-C#6)		63-85 (D#4-C#6)	Piano	37-78 (C#2-F#5)	Piano
MS3	D335trioI01b	27	25	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-83 (B2-B5)		64-83 (E4-B5)	Piano	47-71 (B2-B4)	Piano
MS3	D335trioII01c	26	24	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	52-88 (E3-E6)		71-88 (B4-E6)	Piano	52-73 (E3-C#5)	Piano
MS3	D336menuett01a	32	32	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-90 (D2-F#6)		61-90 (C#4-F#6)	Piano	38-69 (D2-A4)	Piano
MS3	D336trio01b	24	24	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	41-86 (E#2-D6)		65-86 (E#4-D6)	Piano	41-69 (E#2-A4)	Piano
MS3	D365walzer01	18	16	1: -4	1: 3/4	0										2019-08-08	Linux			3.3.0	39-87 (Eb2-Eb6)	xml	67-87 (G4-Eb6)	Midi_1	39-70 (Eb2-Bb4)	Midi_1
MS3	D365walzer02	18	16	1: -4	1: 3/4	0										2019-08-08	Linux			3.3.0	37-80 (Db2-Ab5)	xml	56-80 (Ab3-Ab5)	Midi_1	37-80 (Db2-Ab5)	Midi_1
MS3	D365walzer03	18	16	1: -4	1: 3/4	0										2019-08-08	Linux			3.3.0	34-89 (Bb1-F6)	xml	60-89 (C4-F6)	Midi_1	34-63 (Bb1-Eb4)	Midi_1
MS3	D365walzer04	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	51-87 (Eb3-Eb6)		67-87 (G4-Eb6)	Piano	51-68 (Eb3-Ab4)	Piano
MS3	D365walzer05	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-87 (Eb2-Eb6)		60-87 (C4-Eb6)	Piano	39-75 (Eb2-Eb5)	Piano
MS3	D365walzer06	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-84 (Ab2-C6)		67-84 (G4-C6)	Piano	44-65 (Ab2-F4)	Piano
MS3	D365walzer07	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-87 (Eb2-Eb6)		63-87 (Eb4-Eb6)	Piano	39-65 (Eb2-F4)	Piano
MS3	D365walzer08	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-87 (Ab2-Eb6)		67-87 (G4-Eb6)	Piano	44-65 (Ab2-F4)	Piano
MS3	D365walzer09	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	51-85 (Eb3-Db6)		70-85 (Bb4-Db6)	Piano	51-68 (Eb3-Ab4)	Piano
MS3	D365walzer10	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	32-85 (Ab1-Db6)		60-85 (C4-Db6)	Piano	32-65 (Ab1-F4)	Piano
MS3	D365walzer11	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-89 (Ab2-F6)		68-89 (Ab4-F6)	Piano	44-63 (Ab2-Eb4)	Piano
MS3	D365walzer12	16	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-89 (Ab2-F6)		67-89 (G4-F6)	Piano	44-65 (Ab2-F4)	Piano
MS3	D365walzer13	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-92 (Eb2-Ab6)		63-92 (Eb4-Ab6)	Piano	39-65 (Eb2-F4)	Piano
MS3	D365walzer14	26	24	1: -5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.5.0	39-81 (Eb2-A5)		63-81 (Eb4-A5)	Piano	39-66 (Eb2-F#4)	Piano
MS3	D365walzer15	18	16	1: -5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	37-80 (Db2-Ab5)		65-80 (F4-Ab5)	Piano	37-68 (Db2-Ab4)	Piano
MS3	D365walzer16	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	42-83 (F#2-B5)		62-83 (D4-B5)	Piano	42-64 (F#2-E4)	Piano
MS3	D365walzer17	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-81 (E2-A5)		61-81 (C#4-A5)	Piano	40-64 (E2-E4)	Piano
MS3	D365walzer18	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	52-93 (E3-A6)		68-93 (G#4-A6)	Piano	52-64 (E3-E4)	Piano
MS3	D365walzer19	18	16	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-86 (D2-D6)		62-86 (D4-D6)	Piano	38-69 (D2-A4)	Piano
MS3	D365walzer20	18	16	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	31-83 (G1-B5)		62-83 (D4-B5)	Piano	31-62 (G1-D4)	Piano
MS3	D365walzer21	18	16	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-91 (D2-G6)		71-91 (B4-G6)	Piano	38-67 (D2-G4)	Piano
MS3	D365walzer22	18	16	1: 5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	42-88 (F#2-E6)		58-88 (A#3-E6)	Piano	42-64 (F#2-E4)	Piano
MS3	D365walzer23	16	16	1: 5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	42-85 (F#2-C#6)		61-85 (C#4-C#6)	Piano	42-71 (F#2-B4)	Piano
MS3	D365walzer24	16	16	1: 5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-83 (D#2-B5)		63-83 (D#4-B5)	Piano	39-64 (D#2-E4)	Piano
MS3	D365walzer25	18	16	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-95 (B2-B6)		71-95 (B4-B6)	Piano	47-64 (B2-E4)	Piano
MS3	D365walzer26	18	16	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-95 (B2-B6)		69-95 (A4-B6)	Piano	47-64 (B2-E4)	Piano
MS3	D365walzer27	16	16	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-95 (G#2-B6)		64-95 (E4-B6)	Piano	44-66 (G#2-F#4)	Piano
MS3	D365walzer28	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	52-93 (E3-A6)		64-93 (E4-A6)	Piano	52-64 (E3-E4)	Piano
MS3	D365walzer29	26	24	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	30-95 (F#1-B6)		61-95 (C#4-B6)	Piano	30-67 (F#1-G4)	Piano
MS3	D365walzer30	17	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	51-95 (D#3-B6)		68-95 (G#4-B6)	Piano	51-71 (D#3-B4)	Piano
MS3	D365walzer31	19	18	1: 0	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	31-91 (G1-G6)		67-91 (G4-G6)	Piano	31-67 (G1-G4)	Piano
MS3	D365walzer32	24	24	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-89 (Ab2-F6)		65-89 (F4-F6)	Piano	44-66 (Ab2-Gb4)	Piano
MS3	D365walzer33	32	32	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	36-82 (C2-Bb5)		57-82 (A3-Bb5)	Piano	36-61 (C2-Db4)	Piano
MS3	D365walzer34	18	18	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-89 (B2-F6)		69-89 (A4-F6)	Piano	47-70 (B2-Bb4)	Piano
MS3	D365walzer35	16	16	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	29-74 (F1-D5)		57-74 (A3-D5)	Piano	29-58 (F1-Bb3)	Piano
MS3	D365walzer36	16	16	1: -1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-74 (E2-D5)		57-74 (A3-D5)	Piano	40-58 (E2-Bb3)	Piano
MS3	D366ländler01	17	16	1: 3	1: 3/4	0										2015-08-05	Microsoft Windows			3.3.0	40-90 (E2-F#6)		71-90 (B4-F#6)	Piano	40-66 (E2-F#4)	Piano
MS3	D366ländler02	16	16	1: 3	1: 3/4	0										2015-08-05	Microsoft Windows			3.3.0	44-85 (G#2-C#6)		58-85 (A#3-C#6)	Piano	44-61 (G#2-C#4)	Piano
MS3	D366ländler03	18	16	1: 0	1: 3/4	0										2015-08-05	Microsoft Windows			3.3.0	40-76 (E2-E5)		59-76 (B3-E5)	Piano	40-60 (E2-C4)	Piano
MS3	D366ländler04	18	16	1: 0	1: 3/4	0										2015-08-05	Microsoft Windows			3.3.0	48-81 (C3-A5)		64-81 (E4-A5)	Piano	48-66 (C3-F#4)	Piano
MS3	D366ländler05	18	16	1: 0	1: 3/4	0										2015-08-05	Microsoft Windows			3.3.0	31-76 (G1-E5)		60-76 (C4-E5)	Piano	31-60 (G1-C4)	Piano
MS3	D366ländler06	26	24	1: 0	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-77 (D2-F5)		62-77 (D4-F5)	Piano	38-62 (D2-D4)	Piano
MS3	D366ländler07	18	16	1: 1	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-91 (D2-G6)		62-91 (D4-G6)	Piano	38-67 (D2-G4)	Piano
MS3	D366ländler08	18	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	38-74 (D2-D5)		56-74 (G#3-D5)	Piano	38-57 (D2-A3)	Piano
MS3	D366ländler09	16	16	1: 5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	35-86 (B1-D6)		63-86 (D#4-D6)	Piano	35-66 (B1-F#4)	Piano
MS3	D366ländler10	16	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	30-95 (F#1-B6)		62-95 (D4-B6)	Piano	30-64 (F#1-E4)	Piano
MS3	D366ländler11	26	24	1: 5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-87 (D#2-D#6)		59-87 (B3-D#6)	Piano	39-64 (D#2-E4)	Piano
MS3	D366ländler12	16	16	1: -6	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	46-80 (Bb2-Ab5)		63-80 (Eb4-Ab5)	Piano	46-66 (Bb2-Gb4)	Piano
MS3	D366ländler13	18	16	1: -5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-77 (Eb2-F5)		62-77 (D4-F5)	Piano	39-65 (Eb2-F4)	Piano
MS3	D366ländler14	19	16	1: -5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-89 (Eb2-F6)		63-89 (Eb4-F6)	Piano	39-66 (Eb2-Gb4)	Piano
MS3	D366ländler15	18	16	1: -5	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	43-85 (G2-Db6)		56-85 (Ab3-Db6)	Piano	43-65 (G2-F4)	Piano
MS3	D366ländler16	18	16	1: -4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	39-82 (Eb2-Bb5)		60-82 (C4-Bb5)	Piano	39-63 (Eb2-Eb4)	Piano
MS3	D366ländler17	18	16	1: -3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	44-80 (Ab2-Ab5)		62-80 (D4-Ab5)	Piano	44-67 (Ab2-G4)	Piano
MS3	D378ländler01	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	53-86 (F3-D6)		72-86 (C5-D6)	Piano	53-65 (F3-F4)	Piano
MS3	D378ländler02	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	53-87 (F3-Eb6)		69-87 (A4-Eb6)	Piano	53-65 (F3-F4)	Piano
MS3	D378ländler03	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	51-82 (Eb3-Bb5)		69-82 (A4-Bb5)	Piano	51-67 (Eb3-G4)	Piano
MS3	D378ländler04	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	41-86 (F2-D6)		65-86 (F4-D6)	Piano	41-65 (F2-F4)	Piano
MS3	D378ländler05	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	50-82 (D3-Bb5)		65-82 (F4-Bb5)	Piano	50-65 (D3-F4)	Piano
MS3	D378ländler06	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	46-82 (Bb2-Bb5)		62-82 (D4-Bb5)	Piano	46-65 (Bb2-F4)	Piano
MS3	D378ländler07	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	46-84 (Bb2-C6)		62-84 (D4-C6)	Piano	46-63 (Bb2-Eb4)	Piano
MS3	D378ländler08	18	16	1: -2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	34-82 (Bb1-Bb5)		60-82 (C4-Bb5)	Piano	34-67 (Bb1-G4)	Piano
MS3	D380menuett01a	18	16	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	35-87 (B1-D#6)		56-87 (G#3-D#6)	Piano	35-73 (B1-C#5)	Piano
MS3	D380menuett02a	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	33-88 (A1-E6)		57-88 (A3-E6)	Piano	33-69 (A1-A4)	Piano
MS3	D380menuett03	20	16	1: 0	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	33-88 (A1-E6)		60-88 (C4-E6)	Piano	33-69 (A1-A4)	Piano
MS3	D380trioI01b	22	20	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-88 (B2-E6)		71-88 (B4-E6)	Piano	47-76 (B2-E5)	Piano
MS3	D380trioI02b	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	45-88 (A2-E6)		68-88 (G#4-E6)	Piano	45-69 (A2-A4)	Piano
MS3	D380trioII01c	17	15	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-85 (E2-C#6)		59-85 (B3-C#6)	Piano	40-71 (E2-B4)	Piano
MS3	D380trioII02c	18	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-86 (B2-D6)		66-86 (F#4-D6)	Piano	47-67 (B2-G4)	Piano
MS3	D420deutscher01	26	24	1: 2	1: 3/4	0	Franz Schubert	German Dance No. 1							Public Domain (PianoXML typeset) | 12 German Dances D.420 (1817)	2017-05-14	Apple Macintosh			3.3.0	42-86 (F#2-D6)		66-86 (F#4-D6)	Piano	42-64 (F#2-E4)	Piano
MS3	D420deutscher02	18	16	1: 3	1: 3/4	0	Franz Schubert	German Dance No 2							Public Domain (PianoXML typeset) | 12 German Dances D.420 (1817)	2017-05-14	Apple Macintosh			3.3.0	49-81 (C#3-A5)		68-81 (G#4-A5)	Piano	49-64 (C#3-E4)	Piano
MS3	D420deutscher03	18	16	1: 2	1: 3/4	0	Franz Schubert	German Dance No. 3							Public Domain (PianoXML typeset) | 12 German Dances D.420 - 1817	2017-05-14	Apple Macintosh	https://musescore.com/score/3912856		3.3.0	50-93 (D3-A6)		61-93 (C#4-A6)	Piano	50-67 (D3-G4)	Piano
MS3	D420deutscher04	16	16	1: 3	1: 3/4	0	Franz Schubert	German Dance No. 4							Public Domain (PianoXML typeset) | 12 German Dances D.420 - 1817	2017-05-19	Apple Macintosh			3.3.0	47-88 (B2-E6)		68-88 (G#4-E6)	Piano	47-69 (B2-A4)	Piano
MS3	D420deutscher05	18	16	1: 2	1: 3/4	0	Franz Schubert	German Dance No. 5							Public Domain (PianoXML typeset) | 12 German Dances D.420 - 1817	2017-05-19	Apple Macintosh			3.3.0	45-86 (A2-D6)		69-86 (A4-D6)	Piano	45-69 (A2-A4)	Piano
MS3	D420deutscher06	25	24	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-90 (E2-F#6)		69-90 (A4-F#6)	Piano	40-71 (E2-B4)	Piano
MS3	D420deutscher07	18	16	1: 4	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	47-87 (B2-D#6)		71-87 (B4-D#6)	Piano	47-64 (B2-E4)	Piano
MS3	D420deutscher08	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	33-83 (A1-B5)		64-83 (E4-B5)	Piano	33-64 (A1-E4)	Piano
MS3	D420deutscher09	18	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	40-83 (E2-B5)		61-83 (C#4-B5)	Piano	40-67 (E2-G4)	Piano
MS3	D420deutscher10	18	16	1: 3	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	45-88 (A2-E6)		68-88 (G#4-E6)	Piano	45-64 (A2-E4)	Piano
MS3	D420deutscher11	18	16	1: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	50-88 (D3-E6)		70-88 (A#4-E6)	Piano	50-74 (D3-D5)	Piano
MS3	D420deutscher12	95	88	1: 3, 28: 2	1: 3/4	0	Franz Schubert	Menuett Nr. 1								2019-08-01	Linux			3.3.0	30-93 (F#1-A6)		55-93 (G3-A6)	Piano	30-69 (F#1-A4)	Piano
MS3	D421ecossaise01	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	32-87 (Ab1-Eb6)	xml	55-87 (G3-Eb6)	Midi_1	32-63 (Ab1-Eb4)	Midi_1
MS3	D421ecossaise02	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	39-78 (Eb2-Gb5)	xml	60-78 (C4-Gb5)	Midi_1	39-61 (Eb2-Db4)	Midi_1
MS3	D421ecossaise03	16	16	1: -3	1: 2/4	0										2019-08-08	Linux			3.3.0	46-89 (Bb2-F6)	xml	68-89 (Ab4-F6)	Midi_1	46-68 (Bb2-Ab4)	Midi_1
MS3	D421ecossaise04	16	16	1: -2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 4								2019-09-08	Linux			3.3.0	43-89 (G2-F6)		62-89 (D4-F6)	Piano	43-62 (G2-D4)	Piano
MS3	D421ecossaise05	16	16	1: -3	1: 2/4	0	Franz Schubert	Ecossaise Nr. 5								2019-09-08	Linux			3.3.0	51-89 (Eb3-F6)		70-89 (Bb4-F6)	Piano	51-68 (Eb3-Ab4)	Piano
MS3	D421ecossaise06	16	16	1: -4	1: 2/4	0	Franz Schubert	Ecossaise Nr. 6								2019-09-08	Linux			3.3.0	44-89 (Ab2-F6)		68-89 (Ab4-F6)	Piano	44-63 (Ab2-Eb4)	Piano
MS3	D511ecossaise01	16	16	1: -3	1: 2/4	0	Franz Schubert	Ecossaise								2019-09-08	Linux			3.3.0	46-96 (Bb2-C7)		70-96 (Bb4-C7)	Piano	46-71 (Bb2-Cb5)	Piano
